BioProject,BioSample,Organism,sex,Submitter_Id,Population,lat_lon,Collection_date,Phenotype,refGenome,refSpecies
PRJNA323589,SAMN05930564,Fundulus_heteroclitus,male,KC-27,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930565,Fundulus_heteroclitus,male,KC-28,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930568,Fundulus_heteroclitus,male,KC-30,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930571,Fundulus_heteroclitus,female,KC-34,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930563,Fundulus_heteroclitus,male,KC-26,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930659,Fundulus_heteroclitus,female,NYC-22,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930726,Fundulus_heteroclitus,female,SH-35,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930728,Fundulus_heteroclitus,female,SH-37,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930722,Fundulus_heteroclitus,female,SH-31,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930724,Fundulus_heteroclitus,female,SH-33,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930721,Fundulus_heteroclitus,male,SH-30,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930578,Fundulus_heteroclitus,female,KC-40,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930581,Fundulus_heteroclitus,female,KC-43,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930575,Fundulus_heteroclitus,female,KC-38,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930574,Fundulus_heteroclitus,female,KC-37,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930657,Fundulus_heteroclitus,female,NYC-20,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930653,Fundulus_heteroclitus,male,NYC-16,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930665,Fundulus_heteroclitus,female,NYC-28,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930591,Fundulus_heteroclitus,female,KC-52,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930586,Fundulus_heteroclitus,female,KC-48,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930587,Fundulus_heteroclitus,female,KC-49,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930585,Fundulus_heteroclitus,female,KC-47,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930675,Fundulus_heteroclitus,male,NYC-43,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930667,Fundulus_heteroclitus,male,NYC-30,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930462,Fundulus_heteroclitus,male,ER-19,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930457,Fundulus_heteroclitus,male,ER-14,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930736,Fundulus_heteroclitus,male,SH-5,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930732,Fundulus_heteroclitus,female,SH-40,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930663,Fundulus_heteroclitus,female,NYC-26,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930730,Fundulus_heteroclitus,female,SH-39,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930662,Fundulus_heteroclitus,male,NYC-25,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930467,Fundulus_heteroclitus,male,ER-24,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930466,Fundulus_heteroclitus,male,ER-23,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930471,Fundulus_heteroclitus,male,ER-28,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930469,Fundulus_heteroclitus,male,ER-26,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930464,Fundulus_heteroclitus,male,ER-21,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930690,Fundulus_heteroclitus,male,SH-14,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930691,Fundulus_heteroclitus,male,SH-15,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930694,Fundulus_heteroclitus,male,SH-18,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930695,Fundulus_heteroclitus,male,SH-19,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930692,Fundulus_heteroclitus,male,SH-16,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930693,Fundulus_heteroclitus,male,SH-17,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930699,Fundulus_heteroclitus,female,SH-203,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930697,Fundulus_heteroclitus,female,SH-201,Sandy Hook,40.4687 N 74.0113 W,2008-12-17,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930672,Fundulus_heteroclitus,female,NYC-40,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930673,Fundulus_heteroclitus,male,NYC-41,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930480,Fundulus_heteroclitus,female,ER-38,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930475,Fundulus_heteroclitus,female,ER-32,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930473,Fundulus_heteroclitus,male,ER-30,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930676,Fundulus_heteroclitus,male,NYC-44,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930677,Fundulus_heteroclitus,male,NYC-45,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930649,Fundulus_heteroclitus,male,NYC-12,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930678,Fundulus_heteroclitus,male,NYC-46,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930642,Fundulus_heteroclitus,male,NBH-5,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930503,Fundulus_heteroclitus,male,F-10,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930426,Fundulus_heteroclitus,female,BP-30,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930477,Fundulus_heteroclitus,female,ER-34,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930530,Fundulus_heteroclitus,female,F-35,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930389,Fundulus_heteroclitus,female,BI-46,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930529,Fundulus_heteroclitus,male,F-34,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930600,Fundulus_heteroclitus,female,NBH-11,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930373,Fundulus_heteroclitus,male,BI-2,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930622,Fundulus_heteroclitus,female,NBH-32,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930378,Fundulus_heteroclitus,female,BI-35,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930634,Fundulus_heteroclitus,female,NBH-44,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930407,Fundulus_heteroclitus,male,BP-13,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930647,Fundulus_heteroclitus,female,NYC-10,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930440,Fundulus_heteroclitus,male,BP-46,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930486,Fundulus_heteroclitus,female,ER-44,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930468,Fundulus_heteroclitus,male,ER-25,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930463,Fundulus_heteroclitus,male,ER-20,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930660,Fundulus_heteroclitus,female,NYC-23,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930516,Fundulus_heteroclitus,female,F-22,Flax Pond,40.9637 N 73.1342 W,2008-11-23,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930382,Fundulus_heteroclitus,female,BI-39,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930625,Fundulus_heteroclitus,male,NBH-35,New Bedford Harbor,41.6676 N 70.9159 W,2008-07-22,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930654,Fundulus_heteroclitus,female,NYC-17,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930582,Fundulus_heteroclitus,female,KC-44,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930449,Fundulus_heteroclitus,female,BP-5,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930588,Fundulus_heteroclitus,male,KC-4,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930481,Fundulus_heteroclitus,female,ER-39,Elizabeth River,36.8078 N 76.2945 W,2009-05-20,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930651,Fundulus_heteroclitus,male,NYC-14,Newark,40.7006 N 74.1223 W,2008-10-01,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930577,Fundulus_heteroclitus,male,KC-3,King's Creek,37.3016 N 76.4226 W,2009-05-20,NA,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930412,Fundulus_heteroclitus,female,BP-18,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930416,Fundulus_heteroclitus,male,BP-21,Bridgeport,41.1570 N 73.2189 W,2008-12-17,Tolerant,GCF_011125445.2,Fundulus_heteroclitus
PRJNA323589,SAMN05930377,Fundulus_heteroclitus,female,BI-34,Block Island,41.1818 N 71.5793 W,2011-08-04,Sensitive,GCF_011125445.2,Fundulus_heteroclitus
