BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST	use_species
PRJEB10680	ERR1080480	WGS	202	4824381958	SAMEA3628563	3053304120	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160070	Illumina HiSeq 2000	GH5_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628563	ERP011965	female	ERS935712	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:12Z	public	ERS935712	GH5	GH5	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080481	WGS	202	4867941642	SAMEA3628564	3285174593	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160071	Illumina HiSeq 2000	GH6_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628564	ERP011965	female	ERS935713	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935713	GH6	GH6	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080483	WGS	202	4034790622	SAMEA3628565	2730538609	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160073	Illumina HiSeq 2000	GH7_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628565	ERP011965	female	ERS935714	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935714	GH7	GH7	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080484	WGS	202	3853416034	SAMEA3628565	2451693358	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160074	Illumina HiSeq 2000	GH7_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628565	ERP011965	female	ERS935714	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935714	GH7	GH7	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080485	WGS	202	3051015070	SAMEA3628566	2073765266	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160075	Illumina HiSeq 2000	GH8_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628566	ERP011965	female	ERS935715	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935715	GH8	GH8	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080486	WGS	202	2935752254	SAMEA3628566	1879726904	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160076	Illumina HiSeq 2000	GH8_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628566	ERP011965	female	ERS935715	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:12Z	public	ERS935715	GH8	GH8	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080487	WGS	202	3921863936	SAMEA3628567	2660235989	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160077	Illumina HiSeq 2000	GH9_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628567	ERP011965	female	ERS935716	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:12Z	public	ERS935716	GH9	GH9	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080488	WGS	202	3737205232	SAMEA3628567	2385273318	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160078	Illumina HiSeq 2000	GH9_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628567	ERP011965	female	ERS935716	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:12Z	public	ERS935716	GH9	GH9	HP Guanapo	ERC000011	1
PRJEB10680	ERR1080489	WGS	202	2895657072	SAMEA3628568	1835426751	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160079	Illumina HiSeq 2000	GL1_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628568	ERP011965	female	ERS935717	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935717	GL1	GL1	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080490	WGS	202	3093577278	SAMEA3628568	2094994691	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160080	Illumina HiSeq 2000	GL1_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628568	ERP011965	female	ERS935717	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935717	GL1	GL1	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080491	WGS	202	8041952088	SAMEA3628569	5147403219	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160081	Illumina HiSeq 2000	GL10_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628569	ERP011965	female	ERS935718	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:13Z	public	ERS935718	GL10	GL10	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080492	WGS	202	8580025346	SAMEA3628569	5818334056	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160082	Illumina HiSeq 2000	GL10_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628569	ERP011965	female	ERS935718	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:13Z	public	ERS935718	GL10	GL10	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080493	WGS	202	3414392870	SAMEA3628570	2142756425	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160083	Illumina HiSeq 2000	GL2_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628570	ERP011965	female	ERS935719	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935719	GL2	GL2	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080494	WGS	202	3715279950	SAMEA3628570	2495115573	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160084	Illumina HiSeq 2000	GL2_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628570	ERP011965	female	ERS935719	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935719	GL2	GL2	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080495	WGS	202	3268278392	SAMEA3628571	2087609418	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160085	Illumina HiSeq 2000	GL4_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628571	ERP011965	female	ERS935720	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935720	GL4	GL4	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080496	WGS	202	3484968640	SAMEA3628571	2369218655	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160086	Illumina HiSeq 2000	GL4_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628571	ERP011965	female	ERS935720	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935720	GL4	GL4	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080497	WGS	202	4313424170	SAMEA3628572	2750440356	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160087	Illumina HiSeq 2000	GL5_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628572	ERP011965	female	ERS935721	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935721	GL5	GL5	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080498	WGS	202	4648035756	SAMEA3628572	3152630111	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160088	Illumina HiSeq 2000	GL5_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628572	ERP011965	female	ERS935721	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935721	GL5	GL5	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080499	WGS	202	3553687424	SAMEA3628573	2257400927	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160089	Illumina HiSeq 2000	GL6_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628573	ERP011965	female	ERS935722	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935722	GL6	GL6	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080500	WGS	202	3782151848	SAMEA3628573	2556942441	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160090	Illumina HiSeq 2000	GL6_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628573	ERP011965	female	ERS935722	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935722	GL6	GL6	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080501	WGS	202	3779331120	SAMEA3628574	2406663820	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160091	Illumina HiSeq 2000	GL7_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628574	ERP011965	female	ERS935723	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935723	GL7	GL7	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080502	WGS	202	4041610546	SAMEA3628574	2733162594	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160092	Illumina HiSeq 2000	GL7_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628574	ERP011965	female	ERS935723	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935723	GL7	GL7	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080503	WGS	202	3104349736	SAMEA3628575	1977924851	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160093	Illumina HiSeq 2000	GL8_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628575	ERP011965	female	ERS935724	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935724	GL8	GL8	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080504	WGS	202	3308378422	SAMEA3628575	2237513100	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160094	Illumina HiSeq 2000	GL8_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628575	ERP011965	female	ERS935724	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:13Z	2015-10-20T08:51:13Z	public	ERS935724	GL8	GL8	LP Guanapo	ERC000011	1
PRJEB10680	ERR1080505	WGS	202	6513768962	SAMEA3628576	4143835914	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1160095	Illumina HiSeq 2000	GL9_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3628576	ERP011965	female	ERS935725	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-20T08:51:13Z	public	ERS935725	GL9	GL9	LP Guanapo	ERC000011	1
PRJEB10680	ERR1097587	WGS	300	17102183407	SAMEA3638068	8126699738	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177121	Illumina HiSeq 2000	LO1_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638068	ERP011965	female	ERS945217	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945217	LO1	LO1	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097588	WGS	202	13135473796	SAMEA3638069	8171886240	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177122	Illumina HiSeq 2000	LO10_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638069	ERP011965	male	ERS945218	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945218	LO10	LO10	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097589	WGS	299	8698910232	SAMEA3638070	4162397855	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177123	Illumina HiSeq 2000	LO11_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638070	ERP011965	male	ERS945219	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945219	LO11	LO11	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097590	WGS	299	10944675421	SAMEA3638071	5248203479	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177124	Illumina HiSeq 2000	LO12_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638071	ERP011965	male	ERS945220	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945220	LO12	LO12	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097591	WGS	300	16584174919	SAMEA3638072	7951990319	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177125	Illumina HiSeq 2000	LO13_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638072	ERP011965	female	ERS945221	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945221	LO13	LO13	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097592	WGS	202	6488849434	SAMEA3638073	3992265912	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177126	Illumina HiSeq 2000	LO15_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638073	ERP011965	female	ERS945222	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945222	LO15	LO15	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097593	WGS	299	11725166723	SAMEA3638074	5731912014	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177127	Illumina HiSeq 2000	LO16_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638074	ERP011965	female	ERS945223	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945223	LO16	LO16	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097594	WGS	202	6592348578	SAMEA3638075	3875331081	MPI-TUEBINGEN	public	sra,fastq	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177128	Illumina HiSeq 2000	LO17_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638075	ERP011965	female	ERS945224	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945224	LO17	LO17	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097595	WGS	202	5468064048	SAMEA3638076	3274683806	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177129	Illumina HiSeq 2000	LO18_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638076	ERP011965	female	ERS945225	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945225	LO18	LO18	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097596	WGS	202	8920460390	SAMEA3638077	5526695029	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177130	Illumina HiSeq 2000	LO19_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638077	ERP011965	female	ERS945226	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:50Z	public	ERS945226	LO19	LO19	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097597	WGS	202	8381112512	SAMEA3638078	5192167442	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177131	Illumina HiSeq 2000	LO2_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638078	ERP011965	male	ERS945227	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:51Z	public	ERS945227	LO2	LO2	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097598	WGS	202	5479687734	SAMEA3638079	3296441192	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177132	Illumina HiSeq 2000	LO20_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638079	ERP011965	female	ERS945228	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:51Z	public	ERS945228	LO20	LO20	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097599	WGS	202	7716386062	SAMEA3638080	4560040693	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177133	Illumina HiSeq 2000	LO21_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638080	ERP011965	female	ERS945229	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:51Z	public	ERS945229	LO21	LO21	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097600	WGS	299	10999746174	SAMEA3638081	5396849220	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177134	Illumina HiSeq 2000	LO22_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638081	ERP011965	female	ERS945230	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:51Z	public	ERS945230	LO22	LO22	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097601	WGS	300	6850398873	SAMEA3638082	3262822906	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177135	Illumina HiSeq 2000	LO3_1	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638082	ERP011965	male	ERS945231	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:51Z	public	ERS945231	LO3	LO3	HP Oropuche	ERC000011	1
PRJEB10680	ERR1097602	WGS	302	18678082108	SAMEA3638082	8683794873	MPI-TUEBINGEN	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1177136	Illumina HiSeq 2000	LO3_2	PAIRED	RANDOM	GENOMIC	Poecilia_reticulata	ILLUMINA	2019-01-24T00:00:00Z	SAMEA3638082	ERP011965	male	ERS945231	2019-01-09	2018-11-16	NA	NA	MPI-TUEBINGEN	Max Planck Institute for Developmental Biology\, Tuebingen\, Germany	2019-01-09T17:03:14Z	2015-10-27T08:31:51Z	public	ERS945231	LO3	LO3	HP Oropuche	ERC000011	1
