BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	AssemblyName	Description	ENA_CHECKLIST	sub_species	use_species
PRJEB27649	ERR2697535	WGS	194	9987261126	SAMEA4785151	4468566906	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711928	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785151	ERP109758	missing	ERS2605089	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605089	8934547	8934547	GCA_001700915.1	House sparrow\, M\, Aldra\, Norway	ERC000011	NA	1
PRJEB27649	ERR2697536	WGS	192	10666918306	SAMEA4785152	4875088967	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711929	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785152	ERP109758	missing	ERS2605090	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605090	8L19766	8L19766	GCA_001700915.1	House sparrow\, M\, Aldra\, Norway	ERC000011	NA	1
PRJEB27649	ERR2697537	WGS	193	11526625359	SAMEA4785153	5199554296	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711930	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785153	ERP109758	missing	ERS2605091	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605091	8L52830	8L52830	GCA_001700915.1	House sparrow\, M\, Aldra\, Norway	ERC000011	NA	1
PRJEB27649	ERR2697538	WGS	193	11452801555	SAMEA4785154	4971714298	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711931	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785154	ERP109758	missing	ERS2605092	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605092	8N05240	8N05240	GCA_001700915.1	House sparrow\, M\, Aldra\, Norway	ERC000011	NA	1
PRJEB27649	ERR2697471	WGS	298	27501135156	SAMEA4785087	10385450265	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711864	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785087	ERP109758	missing	ERS2605025	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:38Z	public	ERS2605025	FR061	FR061	GCA_001700915.1	House sparrow\, F\, Sales_France	ERC000011	NA	1
PRJEB27649	ERR2697529	WGS	193	14021754362	SAMEA4785145	6140782810	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711922	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785145	ERP109758	missing	ERS2605083	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605083	PM2	PM2	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697531	WGS	193	13420851238	SAMEA4785147	5803196885	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711924	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785147	ERP109758	missing	ERS2605085	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605085	PM5	PM5	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697532	WGS	194	13646667812	SAMEA4785148	5858102039	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711925	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_montanus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785148	ERP109758	missing	ERS2605086	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:40Z	public	ERS2605086	PM6	PM6	PASSER_DOMESTICUS-1.0	Tree sparrow\, U\, Malta	ERC000011	NA	1
PRJEB27649	ERR2697445	WGS	298	28725877003	SAMEA4785061	11260652620	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711838	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785061	ERP109758	missing	ERS2604999	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:38Z	public	ERS2604999	CSP22_151116	CSP22_151116	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Tenerife	ERC000011	NA	1
PRJEB27649	ERR2697524	WGS	195	10033684078	SAMEA4785140	4016644938	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711917	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785140	ERP109758	missing	ERS2605078	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605078	SA021	SA021	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697499	WGS	194	21620846606	SAMEA4785115	14177526580	UNIVERSITY OF OSLO	public	bam,sra	ena,ncbi,gs,s3	ncbi.public,ena,gs.US,s3.us-east-1	ERX2711892	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_domesticus_bactrianus	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785115	ERP109758	missing	ERS2605053	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605053	Pdomesticus_4_Kardeh_4	Pdomesticus_4_Kardeh_4	PASSER_DOMESTICUS-1.0	Bactrianus sparrow\, M\, Kardeh_Iran	ERC000011	bactrianus	0
PRJEB27649	ERR2697475	WGS	191	19572475898	SAMEA4785091	8764992651	UNIVERSITY OF OSLO	public	sra,bam	ena,ncbi,gs,s3	ncbi.public,s3.us-east-1,ena,gs.US	ERX2711868	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785091	ERP109758	missing	ERS2605029	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:39Z	public	ERS2605029	KAZ14001	KAZ14001	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Chokpak\, Kazahkstan	ERC000011	NA	1
PRJEB27649	ERR2697521	WGS	196	10723819801	SAMEA4785137	4266684629	UNIVERSITY OF OSLO	public	sra,bam	ena,gs,ncbi,s3	ena,s3.us-east-1,gs.US,ncbi.public	ERX2711914	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785137	ERP109758	missing	ERS2605075	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605075	SA017	SA017	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
PRJEB27649	ERR2697461	WGS	200	10653195600	SAMEA4785077	4127295572	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711854	HiSeq X Ten	unspecified	PAIRED	PCR	GENOMIC	Passer_italiae	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785077	ERP109758	missing	ERS2605015	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:55Z	2018-07-11T09:24:38Z	public	ERS2605015	Crotone514	Crotone514	PASSER_DOMESTICUS-1.0	Italian sparrow\, M\, Crotone_Italy	ERC000011	NA	1
PRJEB27649	ERR2697522	WGS	196	9990074787	SAMEA4785138	3969851161	UNIVERSITY OF OSLO	public	bam,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX2711915	Illumina HiSeq 2000	unspecified	PAIRED	PCR	GENOMIC	Passer_hispaniolensis	ILLUMINA	2018-07-18T00:00:00Z	SAMEA4785138	ERP109758	missing	ERS2605076	2018-07-17	2018-11-16	CEES	University of Oslo	2018-07-17T17:02:54Z	2018-07-11T09:24:39Z	public	ERS2605076	SA018	SA018	PASSER_DOMESTICUS-1.0	Spanish sparrow\, M\, Sardinia	ERC000011	NA	1
