Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,TISSUE,Isolate,Strain,birth_location,Ecotype,SampleID,sub_species,Specimen_voucher
SRR14129416,WGS,300,6812109900,PRJNA323498,SAMN18196813,Model organism or animal,2014457551,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10499571,Illumina NovaSeq 6000,326,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:12:00Z,1,326_WGS,male,SRP146254,blood,WGS sample 326; replicate 1,tytleri,,,,,
SRR14129417,WGS,300,7225849500,PRJNA323498,SAMN18196812,Model organism or animal,2128575017,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10499570,Illumina NovaSeq 6000,324,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:16:00Z,1,324_WGS,male,SRP146254,blood,WGS sample 324; replicate 1,tytleri,,,,,
SRR14129418,WGS,300,6263539800,PRJNA323498,SAMN18196811,Model organism or animal,1841332349,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499569,Illumina NovaSeq 6000,319,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:10:00Z,1,319_WGS,male,SRP146254,blood,WGS sample 319; replicate 1,tytleri,,,,,
SRR14129419,WGS,300,7269579300,PRJNA323498,SAMN18196810,Model organism or animal,2134889993,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10499568,Illumina NovaSeq 6000,318,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:12:00Z,1,318_WGS,female,SRP146254,blood,WGS sample 318; replicate 1,tytleri,,,,,
SRR14129420,WGS,300,9377810700,PRJNA323498,SAMN18196809,Model organism or animal,2746511197,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX10499567,Illumina NovaSeq 6000,316,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:20:00Z,1,316_WGS,male,SRP146254,blood,WGS sample 316; replicate 1,tytleri,,,,,
SRR14129421,WGS,300,9927999000,PRJNA323498,SAMN18196808,Model organism or animal,2925152592,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499566,Illumina NovaSeq 6000,309,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:30:00Z,1,309_WGS,female,SRP146254,blood,WGS sample 309; replicate 1,tytleri,,,,,
SRR14129422,WGS,300,6935321700,PRJNA323498,SAMN18196807,Model organism or animal,2028299124,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX10499565,Illumina NovaSeq 6000,307,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:15:00Z,1,307_WGS,female,SRP146254,blood,WGS sample 307; replicate 1,tytleri,,,,,
SRR14129423,WGS,300,6614574000,PRJNA323498,SAMN18196806,Model organism or animal,1957147168,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10499564,Illumina NovaSeq 6000,303,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:16:00Z,1,303_WGS,female,SRP146254,blood,WGS sample 303; replicate 1,tytleri,,,,,
SRR14129424,WGS,300,3356029200,PRJNA323498,SAMN18196805,Model organism or animal,990828270,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX10499563,Illumina NovaSeq 6000,302,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:10:00Z,1,302_WGS,male,SRP146254,blood,WGS sample 302; replicate 1,tytleri,,,,,
SRR14129425,WGS,300,8518000800,PRJNA323498,SAMN18196796,Model organism or animal,2535030372,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX10499562,Illumina NovaSeq 6000,1512,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:19:00Z,1,1512_WGS,male,SRP146254,blood,WGS sample 1512; replicate 1,tytleri-gutturalis,,,,,
SRR14129426,WGS,300,7870576200,PRJNA323498,SAMN18196795,Model organism or animal,2311747798,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,SRX10499561,Illumina NovaSeq 6000,1471,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T14:19:00Z,1,1471_WGS,female,SRP146254,blood,WGS sample 1471; replicate 1,tytleri-gutturalis,,,,,
SRR14131088,WGS,300,8668621800,PRJNA323498,SAMN18196763,Model organism or animal,2533942499,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501228,Illumina NovaSeq 6000,1921,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:42:00Z,1,1921_WGS,male,SRP146254,blood,WGS sample 1921; replicate 1,rustica,,,,,
SRR14131089,WGS,300,8655995100,PRJNA323498,SAMN18196762,Model organism or animal,2551596657,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501227,Illumina NovaSeq 6000,1905,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:41:00Z,1,1905_WGS,female,SRP146254,blood,WGS sample 1905; replicate 1,rustica,,,,,
SRR14131090,WGS,300,9248548800,PRJNA323498,SAMN18196761,Model organism or animal,2719300551,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501226,Illumina NovaSeq 6000,1648,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:40:00Z,1,1648_WGS,female,SRP146254,blood,WGS sample 1648; replicate 1,rustica,,,,,
SRR14131091,WGS,300,7638626100,PRJNA323498,SAMN18196760,Model organism or animal,2260285842,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501225,Illumina NovaSeq 6000,1646,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,1646_WGS,male,SRP146254,blood,WGS sample 1646; replicate 1,rustica,,,,,
SRR14131092,WGS,300,5912800200,PRJNA323498,SAMN18196759,Model organism or animal,1782481144,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501224,Illumina NovaSeq 6000,1550,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:34:00Z,1,1550_WGS,female,SRP146254,blood,WGS sample 1550; replicate 1,rustica,,,,,
SRR14131093,WGS,300,8496811200,PRJNA323498,SAMN18196794,Model organism or animal,2513363496,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10501223,Illumina NovaSeq 6000,1470,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:43:00Z,1,1470_WGS,female,SRP146254,blood,WGS sample 1470; replicate 1,tytleri-gutturalis,,,,,
SRR14131094,WGS,300,5715434700,PRJNA323498,SAMN18196758,Model organism or animal,1701601886,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501222,Illumina NovaSeq 6000,1534,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:34:00Z,1,1534_WGS,female,SRP146254,blood,WGS sample 1534; replicate 1,rustica,,,,,
SRR14131095,WGS,300,6793933500,PRJNA323498,SAMN18196793,Model organism or animal,2017987418,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10501221,Illumina NovaSeq 6000,1457,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:37:00Z,1,1457_WGS,male,SRP146254,blood,WGS sample 1457; replicate 1,tytleri-gutturalis,,,,,
SRR14131096,WGS,300,9084996600,PRJNA323498,SAMN18196792,Model organism or animal,2687459994,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501220,Illumina NovaSeq 6000,1433,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:45:00Z,1,1433_WGS,female,SRP146254,blood,WGS sample 1433; replicate 1,tytleri-gutturalis,,,,,
SRR14131097,WGS,300,8493752700,PRJNA323498,SAMN18196791,Model organism or animal,2507423256,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",adult,SRX10501219,Illumina NovaSeq 6000,1425,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:43:00Z,1,1425_WGS,female,SRP146254,blood,WGS sample 1425; replicate 1,tytleri-gutturalis,,,,,
SRR14131098,WGS,300,8686830600,PRJNA323498,SAMN18196790,Model organism or animal,2567213384,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX10501218,Illumina NovaSeq 6000,1424,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:43:00Z,1,1424_WGS,male,SRP146254,blood,WGS sample 1424; replicate 1,tytleri-gutturalis,,,,,
SRR14131099,WGS,300,7620672300,PRJNA323498,SAMN18196789,Model organism or animal,2250344731,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501217,Illumina NovaSeq 6000,1411,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:39:00Z,1,1411_WGS,male,SRP146254,blood,WGS sample 1411; replicate 1,tytleri-gutturalis,,,,,
SRR14131100,WGS,300,7732892400,PRJNA323498,SAMN18196788,Model organism or animal,2298093027,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501216,Illumina NovaSeq 6000,1410,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,1410_WGS,male,SRP146254,blood,WGS sample 1410; replicate 1,tytleri-gutturalis,,,,,
SRR14131101,WGS,300,8621657700,PRJNA323498,SAMN18196787,Model organism or animal,2532576578,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX10501215,Illumina NovaSeq 6000,1392,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:39:00Z,1,1392_WGS,female,SRP146254,blood,WGS sample 1392; replicate 1,tytleri-gutturalis,,,,,
SRR14131102,WGS,300,7290718200,PRJNA323498,SAMN18196786,Model organism or animal,2155658001,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,SRX10501214,Illumina NovaSeq 6000,1379,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:39:00Z,1,1379_WGS,female,SRP146254,blood,WGS sample 1379; replicate 1,tytleri-gutturalis,,,,,
SRR14131103,WGS,300,7876328700,PRJNA323498,SAMN18196785,Model organism or animal,2327603904,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10501213,Illumina NovaSeq 6000,1362,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:43:00Z,1,1362_WGS,male,SRP146254,blood,WGS sample 1362; replicate 1,tytleri-gutturalis,,,,,
SRR14131104,WGS,300,4097760600,PRJNA323498,SAMN18196784,Model organism or animal,1234836407,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10501212,Illumina NovaSeq 6000,1361,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:33:00Z,1,1361_WGS,female,SRP146254,blood,WGS sample 1361; replicate 1,tytleri-gutturalis,,,,,
SRR14131105,WGS,300,6875895000,PRJNA323498,SAMN18196757,Model organism or animal,2017399078,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501211,Illumina NovaSeq 6000,1487,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:39:00Z,1,1487_WGS,male,SRP146254,blood,WGS sample 1487; replicate 1,rustica,,,,,
SRR14131106,WGS,300,8484102000,PRJNA323498,SAMN18196783,Model organism or animal,2525594739,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501210,Illumina NovaSeq 6000,1350,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,1350_WGS,female,SRP146254,blood,WGS sample 1350; replicate 1,tytleri-gutturalis,,,,,
SRR14131107,WGS,300,7356243000,PRJNA323498,SAMN18196782,Model organism or animal,2357779000,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501209,Illumina NovaSeq 6000,1343,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:40:00Z,1,1343_WGS,female,SRP146254,blood,WGS sample 1343; replicate 1,tytleri-gutturalis,,,,,
SRR14131108,WGS,300,11963026200,PRJNA323498,SAMN18196781,Model organism or animal,3554831773,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",adult,SRX10501208,Illumina NovaSeq 6000,1341,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:54:00Z,1,1341_WGS,female,SRP146254,blood,WGS sample 1341; replicate 1,tytleri-gutturalis,,,,,
SRR14131109,WGS,300,7806558600,PRJNA323498,SAMN18196780,Model organism or animal,2319009202,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501207,Illumina NovaSeq 6000,1332,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:44:00Z,1,1332_WGS,female,SRP146254,blood,WGS sample 1332; replicate 1,tytleri-gutturalis,,,,,
SRR14131110,WGS,300,7474760400,PRJNA323498,SAMN18196779,Model organism or animal,2211088080,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",adult,SRX10501206,Illumina NovaSeq 6000,1331,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:41:00Z,1,1331_WGS,male,SRP146254,blood,WGS sample 1331; replicate 1,tytleri-gutturalis,,,,,
SRR14131111,WGS,300,5933940900,PRJNA323498,SAMN18196778,Model organism or animal,1759610514,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501205,Illumina NovaSeq 6000,1330,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:39:00Z,1,1330_WGS,male,SRP146254,blood,WGS sample 1330; replicate 1,tytleri-gutturalis,,,,,
SRR14131112,WGS,300,6518082900,PRJNA323498,SAMN18196777,Model organism or animal,1923329253,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501204,Illumina NovaSeq 6000,1324,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:41:00Z,1,1324_WGS,male,SRP146254,blood,WGS sample 1324; replicate 1,tytleri-gutturalis,,,,,
SRR14131113,WGS,300,5486528700,PRJNA323498,SAMN18196776,Model organism or animal,1650157638,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501203,Illumina NovaSeq 6000,1319,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:37:00Z,1,1319_WGS,male,SRP146254,blood,WGS sample 1319; replicate 1,tytleri-gutturalis,,,,,
SRR14131114,WGS,300,6087288300,PRJNA323498,SAMN18196775,Model organism or animal,1794676568,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501202,Illumina NovaSeq 6000,450,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:44:00Z,1,450_WGS,male,SRP146254,blood,WGS sample 450; replicate 1,tytleri-gutturalis,,,,,
SRR14131115,WGS,300,9342047700,PRJNA323498,SAMN18196774,Model organism or animal,2746038203,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501201,Illumina NovaSeq 6000,432,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,432_WGS,female,SRP146254,blood,WGS sample 432; replicate 1,tytleri-gutturalis,,,,,
SRR14131116,WGS,300,7499154000,PRJNA323498,SAMN18196756,Model organism or animal,2216642813,UNIVERSITY OF COLORADO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501200,Illumina NovaSeq 6000,1485,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:40:00Z,1,1485_WGS,male,SRP146254,blood,WGS sample 1485; replicate 1,rustica,,,,,
SRR14131117,WGS,300,7698157200,PRJNA323498,SAMN18196773,Model organism or animal,2288157289,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501199,Illumina NovaSeq 6000,382,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:54:00Z,1,382_WGS,male,SRP146254,blood,WGS sample 382; replicate 1,tytleri-gutturalis,,,,,
SRR14131118,WGS,300,7797476400,PRJNA323498,SAMN18196772,Model organism or animal,2284164226,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501198,Illumina NovaSeq 6000,379,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:43:00Z,1,379_WGS,male,SRP146254,blood,WGS sample 379; replicate 1,tytleri-gutturalis,,,,,
SRR14131119,WGS,300,8455991400,PRJNA323498,SAMN18196771,Model organism or animal,2545641104,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,SRX10501197,Illumina NovaSeq 6000,364,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,364_WGS,female,SRP146254,blood,WGS sample 364; replicate 1,tytleri-gutturalis,,,,,
SRR14131120,WGS,300,7481429100,PRJNA323498,SAMN18196770,Model organism or animal,2206779584,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",adult,SRX10501196,Illumina NovaSeq 6000,361,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,361_WGS,male,SRP146254,blood,WGS sample 361; replicate 1,tytleri-gutturalis,,,,,
SRR14131121,WGS,300,8725398300,PRJNA323498,SAMN18196769,Model organism or animal,2562950829,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501195,Illumina NovaSeq 6000,358,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T21:06:00Z,1,358_WGS,male,SRP146254,blood,WGS sample 358; replicate 1,tytleri-gutturalis,,,,,
SRR14131122,WGS,300,7114400400,PRJNA323498,SAMN18196768,Model organism or animal,2150807043,UNIVERSITY OF COLORADO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",adult,SRX10501194,Illumina NovaSeq 6000,347,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:44:00Z,1,347_WGS,male,SRP146254,blood,WGS sample 347; replicate 1,tytleri-gutturalis,,,,,
SRR14131123,WGS,300,8376919200,PRJNA323498,SAMN18196767,Model organism or animal,2480423729,UNIVERSITY OF COLORADO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501193,Illumina NovaSeq 6000,1995,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T21:24:00Z,1,1995_WGS,female,SRP146254,blood,WGS sample 1995; replicate 1,rustica,,,,,
SRR14131124,WGS,300,7582031400,PRJNA323498,SAMN18196766,Model organism or animal,2228710943,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",adult,SRX10501192,Illumina NovaSeq 6000,1992,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:42:00Z,1,1992_WGS,male,SRP146254,blood,WGS sample 1992; replicate 1,rustica,,,,,
SRR14131125,WGS,300,7944926400,PRJNA323498,SAMN18196765,Model organism or animal,2332877779,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",adult,SRX10501191,Illumina NovaSeq 6000,1971,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:48:00Z,1,1971_WGS,male,SRP146254,blood,WGS sample 1971; replicate 1,rustica,,,,,
SRR14131126,WGS,300,7374222900,PRJNA323498,SAMN18196764,Model organism or animal,2178600253,UNIVERSITY OF COLORADO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",adult,SRX10501190,Illumina NovaSeq 6000,1966,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:46:00Z,1,1966_WGS,female,SRP146254,blood,WGS sample 1966; replicate 1,rustica,,,,,
SRR14131127,WGS,300,6894046200,PRJNA323498,SAMN18196755,Model organism or animal,2036599448,UNIVERSITY OF COLORADO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,SRX10501189,Illumina NovaSeq 6000,1483,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:47:00Z,1,1483_WGS,female,SRP146254,blood,WGS sample 1483; replicate 1,rustica,,,,,
SRR14131128,WGS,300,8024806200,PRJNA323498,SAMN18196754,Model organism or animal,2366603724,UNIVERSITY OF COLORADO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",adult,SRX10501188,Illumina NovaSeq 6000,1475,PAIRED,RANDOM,GENOMIC,Hirundo rustica,ILLUMINA,2021-04-01T00:00:00Z,2021-04-01T20:46:00Z,1,1475_WGS,female,SRP146254,blood,WGS sample 1475; replicate 1,rustica,,,,,
