transcript	pN	pS	dN	dS	mk.raw.p.value	mk.odds.ni	dos
rna-XM_011610698.2	0.0	0.0	0.0	1.0	1.0	nan	NA
rna-XM_011610699.2	0.0	0.0	0.0	1.0	1.0	nan	NA
rna-XM_003970394.3	1.0	5.0	1.0	1.0	0.46428571428571425	0.2	0.33333333333333337
rna-XM_029847531.1	3.0	2.0	0.0	2.0	0.4285714285714286	inf	-0.6
rna-XM_029847528.1	2.0	7.0	1.0	0.0	0.3	0.0	0.7777777777777778
rna-XM_029847529.1	2.0	7.0	1.0	0.0	0.3	0.0	0.7777777777777778
rna-XM_029847530.1	2.0	7.0	1.0	0.0	0.3	0.0	0.7777777777777778
rna-XM_003970422.3	1.0	1.0	3.0	0.0	0.4000000000000001	0.0	0.5
rna-XM_029847718.1	1.0	1.0	3.0	0.0	0.4000000000000001	0.0	0.5
rna-XM_029846930.1	3.0	17.0	0.0	4.0	1.0	inf	-0.15
rna-XM_011610700.2	3.0	18.0	0.0	4.0	1.0	inf	-0.14285714285714285
rna-XM_029846929.1	3.0	18.0	0.0	4.0	1.0	inf	-0.14285714285714285
rna-XM_011610701.2	2.0	18.0	0.0	4.0	1.0	inf	-0.1
rna-XM_011610702.2	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003970395.3	3.0	2.0	1.0	2.0	1.0	3.0	-0.26666666666666666
rna-XM_011610704.2	7.0	6.0	3.0	0.0	0.25	0.0	0.46153846153846156
rna-XM_011610705.2	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_029847373.1	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_029847368.1	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_029847371.1	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_029847370.1	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_029847369.1	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_029847372.1	8.0	2.0	0.0	1.0	0.2727272727272727	inf	-0.8
rna-XM_003970426.3	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_029847360.1	0.0	1.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970396.3	1.0	2.0	1.0	0.0	1.0	0.0	0.6666666666666667
rna-XM_011610706.2	1.0	2.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_003970428.3	2.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847367.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610707.2	1.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_011610710.2	12.0	28.0	3.0	1.0	0.1072551951735162	0.14285714285714285	0.45
rna-XM_029847348.1	12.0	28.0	3.0	1.0	0.1072551951735162	0.14285714285714285	0.45
rna-XM_011610709.2	12.0	28.0	3.0	1.0	0.1072551951735162	0.14285714285714285	0.45
rna-XM_011610712.2	1.0	4.0	0.0	1.0	1.0	inf	-0.2
rna-XM_011610711.2	1.0	4.0	0.0	1.0	1.0	inf	-0.2
rna-XM_003970398.3	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029847365.1	0.0	2.0	0.0	2.0	1.0	nan	0.0
rna-XM_011610718.2	0.0	2.0	0.0	2.0	1.0	nan	0.0
rna-XM_029847364.1	1.0	2.0	0.0	2.0	1.0	inf	-0.3333333333333333
rna-XM_011610717.2	0.0	2.0	0.0	2.0	1.0	nan	0.0
rna-XM_011610715.2	0.0	3.0	0.0	2.0	1.0	nan	0.0
rna-XM_011610713.2	3.0	6.0	4.0	0.0	0.06993006993006992	0.0	0.6666666666666667
rna-XM_003970432.3	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011610721.2	11.0	8.0	1.0	0.0	1.0	0.0	0.42105263157894735
rna-XM_011610719.2	12.0	8.0	2.0	0.0	0.5151515151515151	0.0	0.4
rna-XM_003970434.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847358.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847361.1	2.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003970436.3	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970400.3	0.0	2.0	1.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_029847362.1	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_003970401.3	0.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011610722.2	2.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011610743.1	7.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003970402.3	2.0	0.0	0.0	1.0	0.3333333333333333	inf	-1.0
rna-XM_011610724.2	2.0	0.0	0.0	1.0	0.3333333333333333	inf	-1.0
rna-XM_003970403.3	0.0	2.0	1.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_011610725.2	0.0	6.0	1.0	0.0	0.14285714285714285	0.0	1.0
rna-XM_011610726.2	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029847374.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970405.3	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970438.3	0.0	0.0	1.0	0.0	1.0	nan	NA
rna-XM_003970406.3	5.0	6.0	2.0	2.0	1.0	0.8333333333333334	0.04545454545454547
rna-XM_003970408.2	1.0	4.0	1.0	0.0	0.3333333333333333	0.0	0.8
rna-XM_029847354.1	8.0	6.0	2.0	0.0	0.5	0.0	0.4285714285714286
rna-XM_011610729.2	8.0	6.0	2.0	0.0	0.5	0.0	0.4285714285714286
rna-XM_011610730.2	8.0	6.0	2.0	0.0	0.5	0.0	0.4285714285714286
rna-XM_029847355.1	5.0	5.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029847357.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847356.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970439.3	1.0	2.0	1.0	1.0	1.0	0.5	0.16666666666666669
rna-XM_029847349.1	10.0	10.0	4.0	1.0	0.34057971014492755	0.25	0.30000000000000004
rna-XM_029847350.1	10.0	10.0	4.0	1.0	0.34057971014492755	0.25	0.30000000000000004
rna-XM_029847352.1	10.0	10.0	4.0	1.0	0.34057971014492755	0.25	0.30000000000000004
rna-XM_029847375.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970409.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970441.3	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970410.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970442.3	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_029846881.1	2.0	4.0	1.0	2.0	1.0	1.0	0.0
rna-XM_003970443.2	2.0	4.0	0.0	1.0	1.0	inf	-0.3333333333333333
rna-XM_029846882.1	2.0	4.0	1.0	2.0	1.0	1.0	0.0
rna-XM_003970444.3	3.0	4.0	0.0	3.0	0.475	inf	-0.42857142857142855
rna-XM_011610736.2	3.0	4.0	0.0	3.0	0.475	inf	-0.42857142857142855
rna-XM_011610738.2	3.0	4.0	0.0	3.0	0.475	inf	-0.42857142857142855
rna-XM_003970445.3	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029847818.1	8.0	2.0	0.0	2.0	0.09090909090909093	inf	-0.8
rna-XM_003979322.3	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011621108.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847816.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847817.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847725.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847726.1	3.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847632.1	3.0	1.0	0.0	1.0	0.4000000000000001	inf	-0.75
rna-XM_029847631.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011610787.2	1.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011610788.2	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847538.1	6.0	4.0	2.0	7.0	0.16980233388902122	5.25	-0.37777777777777777
rna-XM_029847539.1	6.0	4.0	2.0	7.0	0.16980233388902122	5.25	-0.37777777777777777
rna-XM_029847544.1	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029847543.1	5.0	2.0	2.0	5.0	0.28613053613053613	6.25	-0.4285714285714286
rna-XM_029847540.1	6.0	4.0	2.0	7.0	0.16980233388902122	5.25	-0.37777777777777777
rna-XM_029847541.1	6.0	4.0	2.0	7.0	0.16980233388902122	5.25	-0.37777777777777777
rna-XM_029847542.1	6.0	4.0	2.0	7.0	0.16980233388902122	5.25	-0.37777777777777777
rna-XM_003970465.3	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610786.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970487.3	1.0	0.0	2.0	0.0	1.0	nan	0.0
rna-XM_029847432.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610784.2	1.0	1.0	0.0	1.0	1.0	inf	-0.5
rna-XM_011610785.2	1.0	1.0	0.0	1.0	1.0	inf	-0.5
rna-XM_029846886.1	1.0	1.0	0.0	1.0	1.0	inf	-0.5
rna-XM_029846885.1	1.0	1.0	0.0	1.0	1.0	inf	-0.5
rna-XM_011610782.2	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_011610783.2	0.0	4.0	1.0	1.0	0.3333333333333333	0.0	0.5
rna-XM_029846887.1	1.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029846889.1	3.0	1.0	0.0	2.0	0.4000000000000001	inf	-0.75
rna-XM_029846888.1	3.0	1.0	0.0	2.0	0.4000000000000001	inf	-0.75
rna-XM_011610780.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610776.2	13.0	5.0	0.0	1.0	0.31578947368421056	inf	-0.7222222222222222
rna-XM_011610777.2	13.0	5.0	0.0	1.0	0.31578947368421056	inf	-0.7222222222222222
rna-XM_029846870.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846871.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846865.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846867.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846869.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846866.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846868.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970462.3	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846872.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_011610775.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011610774.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011610773.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970481.3	2.0	6.0	1.0	0.0	0.33333333333333337	0.0	0.75
rna-XM_029847196.1	9.0	11.0	4.0	2.0	0.6447204968944098	0.4090909090909091	0.21666666666666662
rna-XM_029847197.1	8.0	11.0	4.0	2.0	0.37826086956521743	0.36363636363636365	0.24561403508771928
rna-XM_029847198.1	9.0	10.0	4.0	2.0	0.6447204968944098	0.45	0.19298245614035087
rna-XM_011610745.2	5.0	7.0	0.0	0.0	1.0	nan	NA
rna-NM_001032758.1	5.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011610772.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610769.2	2.0	2.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029847279.1	2.0	1.0	1.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_011610770.2	2.0	1.0	1.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_003970480.3	2.0	2.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029847625.1	15.0	5.0	0.0	1.0	0.28571428571428575	inf	-0.75
rna-XM_029847627.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970478.3	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_029847277.1	2.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_003970460.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029847258.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029847257.1	1.0	3.0	1.0	0.0	0.4000000000000001	0.0	0.75
rna-XM_029847259.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970459.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_011610768.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847624.1	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_003970458.3	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029847623.1	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_003970477.3	6.0	3.0	1.0	0.0	1.0	0.0	0.33333333333333337
rna-XM_029847578.1	11.0	4.0	2.0	0.0	1.0	0.0	0.2666666666666667
rna-XM_029847579.1	11.0	3.0	2.0	0.0	1.0	0.0	0.2142857142857143
rna-XM_011610765.2	13.0	5.0	2.0	0.0	1.0	0.0	0.2777777777777778
rna-XM_029847577.1	13.0	5.0	2.0	0.0	1.0	0.0	0.2777777777777778
rna-XM_029847581.1	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_029847580.1	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_011610767.2	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_003970476.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970456.3	3.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029847430.1	3.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_003970455.3	2.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_003970454.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970453.3	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_011610763.2	4.0	10.0	1.0	1.0	1.0	0.4	0.2142857142857143
rna-XM_029847121.1	4.0	10.0	1.0	1.0	1.0	0.4	0.2142857142857143
rna-XM_011610761.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011610760.2	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_003970474.3	2.0	3.0	0.0	1.0	1.0	inf	-0.4
rna-XM_011610744.2	1.0	1.0	1.0	1.0	1.0	1.0	0.0
rna-NM_001105225.1	1.0	1.0	1.0	1.0	1.0	1.0	0.0
rna-XM_011610758.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_011610759.2	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970451.3	0.0	2.0	2.0	0.0	0.3333333333333333	0.0	1.0
rna-XM_029847122.1	8.0	9.0	0.0	1.0	1.0	inf	-0.47058823529411764
rna-XM_003970473.3	8.0	9.0	0.0	1.0	1.0	inf	-0.47058823529411764
rna-XM_011610755.2	8.0	8.0	0.0	1.0	1.0	inf	-0.5
rna-XM_011610757.2	6.0	8.0	0.0	1.0	1.0	inf	-0.42857142857142855
rna-XM_011610756.2	6.0	9.0	0.0	1.0	1.0	inf	-0.4
rna-XM_003970450.3	0.0	3.0	0.0	2.0	1.0	nan	0.0
rna-XM_003970472.3	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_029846950.1	0.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_011610752.2	0.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_029846951.1	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_029846952.1	0.0	6.0	0.0	0.0	1.0	nan	NA
rna-XM_011610753.2	0.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_029846954.1	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029846955.1	1.0	1.0	1.0	0.0	1.0	0.0	0.5
rna-XM_029846957.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846958.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846964.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846965.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846960.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846961.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846966.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846967.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846959.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846962.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846963.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_029846968.1	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_011610751.2	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970449.3	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029846949.1	7.0	20.0	0.0	3.0	1.0	inf	-0.25925925925925924
rna-XM_011610749.2	1.0	0.0	1.0	1.0	1.0	inf	-0.5
rna-XM_029846956.1	1.0	0.0	1.0	1.0	1.0	inf	-0.5
rna-XM_011610748.2	1.0	0.0	1.0	1.0	1.0	inf	-0.5
rna-XM_003970467.3	3.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003970447.3	2.0	4.0	0.0	0.0	1.0	nan	NA
rna-XM_029847590.1	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029847667.1	32.0	16.0	2.0	4.0	0.17922389081418735	4.0	-0.3333333333333333
rna-XM_029847666.1	32.0	16.0	2.0	4.0	0.17922389081418735	4.0	-0.3333333333333333
rna-XM_029847138.1	0.0	7.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970446.3	0.0	7.0	0.0	1.0	1.0	nan	0.0
rna-XM_029847135.1	3.0	3.0	0.0	1.0	1.0	inf	-0.5
rna-XM_011610746.2	3.0	3.0	0.0	1.0	1.0	inf	-0.5
rna-XM_029847136.1	3.0	3.0	0.0	1.0	1.0	inf	-0.5
rna-XM_029847137.1	3.0	3.0	0.0	1.0	1.0	inf	-0.5
rna-XM_003970539.3	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029847768.1	3.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970519.3	1.0	7.0	2.0	0.0	0.06666666666666667	0.0	0.875
rna-XM_011610831.2	1.0	7.0	2.0	0.0	0.06666666666666667	0.0	0.875
rna-XM_029847807.1	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_029847806.1	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_029847805.1	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_029847810.1	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_029847809.1	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_029847808.1	1.0	6.0	1.0	0.0	0.25	0.0	0.8571428571428572
rna-XM_003970537.3	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847812.1	1.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847811.1	2.0	9.0	2.0	0.0	0.07692307692307693	0.0	0.8181818181818181
rna-XM_011610830.2	2.0	9.0	2.0	0.0	0.07692307692307693	0.0	0.8181818181818181
rna-XM_011610829.2	6.0	7.0	2.0	2.0	1.0	0.8571428571428571	0.038461538461538436
rna-XM_003970516.3	0.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029847674.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970536.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970515.3	0.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_029846992.1	1.0	5.0	1.0	0.0	0.2857142857142857	0.0	0.8333333333333334
rna-XM_011610796.2	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-NM_001033846.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029846970.1	10.0	4.0	3.0	1.0	1.0	0.8333333333333334	0.0357142857142857
rna-XM_029846971.1	10.0	4.0	3.0	1.0	1.0	0.8333333333333334	0.0357142857142857
rna-XM_029846969.1	9.0	11.0	5.0	1.0	0.16956521739130434	0.16363636363636364	0.38333333333333336
rna-XM_011610835.2	9.0	11.0	5.0	1.0	0.16956521739130434	0.16363636363636364	0.38333333333333336
rna-XM_011610824.2	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970514.3	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029846972.1	1.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_003970513.3	0.0	2.0	0.0	0.0	1.0	nan	NA
rna-XM_011610823.2	0.0	0.0	0.0	2.0	1.0	nan	NA
rna-XM_003970534.2	5.0	2.0	1.0	2.0	0.5	5.0	-0.380952380952381
rna-XM_003970533.3	1.0	1.0	1.0	1.0	1.0	1.0	0.0
rna-XM_011610822.2	2.0	7.0	1.0	0.0	0.3	0.0	0.7777777777777778
rna-XM_003970509.3	2.0	7.0	1.0	0.0	0.3	0.0	0.7777777777777778
rna-NM_001078589.1	1.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970508.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970507.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029846927.1	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_003970506.3	0.0	1.0	1.0	0.0	1.0	0.0	1.0
rna-XM_003970505.3	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_003970504.3	0.0	7.0	0.0	0.0	1.0	nan	NA
rna-XM_029846926.1	0.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003970503.3	0.0	8.0	0.0	0.0	1.0	nan	NA
rna-XM_003970532.2	6.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011610820.2	6.0	10.0	1.0	1.0	1.0	0.6	0.125
rna-XM_011610819.2	2.0	2.0	0.0	1.0	1.0	inf	-0.5
rna-XM_011610818.2	2.0	2.0	0.0	1.0	1.0	inf	-0.5
rna-XM_003970529.3	6.0	5.0	0.0	0.0	1.0	nan	NA
rna-XM_011610817.2	7.0	5.0	3.0	1.0	1.0	0.4666666666666667	0.16666666666666663
rna-XM_011610816.2	7.0	5.0	3.0	1.0	1.0	0.4666666666666667	0.16666666666666663
rna-XM_029847176.1	2.0	8.0	1.0	1.0	0.4545454545454546	0.25	0.3
rna-XM_011610813.2	2.0	9.0	1.0	1.0	0.42307692307692313	0.2222222222222222	0.3181818181818182
rna-XM_011610812.2	2.0	9.0	1.0	1.0	0.42307692307692313	0.2222222222222222	0.3181818181818182
rna-XM_029847174.1	1.0	9.0	1.0	1.0	0.3181818181818182	0.1111111111111111	0.4
rna-XM_011610811.2	1.0	9.0	1.0	1.0	0.3181818181818182	0.1111111111111111	0.4
rna-XM_029847175.1	1.0	8.0	1.0	1.0	0.3454545454545455	0.125	0.3888888888888889
rna-NM_001100604.1	6.0	2.0	1.0	0.0	1.0	0.0	0.25
rna-XM_011610810.2	5.0	3.0	0.0	1.0	0.4444444444444444	inf	-0.625
rna-XM_029847717.1	9.0	20.0	0.0	2.0	1.0	inf	-0.3103448275862069
rna-XM_029847569.1	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029847566.1	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029847568.1	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_011610807.2	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029847567.1	0.0	2.0	1.0	1.0	1.0	0.0	0.5
rna-XM_029847519.1	2.0	7.0	0.0	1.0	1.0	inf	-0.2222222222222222
rna-XM_011610806.2	2.0	7.0	0.0	1.0	1.0	inf	-0.2222222222222222
rna-XM_011610805.2	2.0	7.0	0.0	1.0	1.0	inf	-0.2222222222222222
rna-XM_003970523.3	2.0	3.0	0.0	0.0	1.0	nan	NA
rna-XM_029847604.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847606.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847605.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610800.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970522.3	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610802.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_011610801.2	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847609.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847608.1	2.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_003970498.3	0.0	5.0	0.0	0.0	1.0	nan	NA
rna-NM_001032554.1	0.0	0.0	0.0	0.0	1.0	nan	NA
rna-XM_029847653.1	0.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847195.1	1.0	3.0	1.0	2.0	1.0	0.6666666666666666	0.08333333333333331
rna-XM_029847194.1	1.0	3.0	1.0	2.0	1.0	0.6666666666666666	0.08333333333333331
rna-XM_011610799.2	0.0	3.0	1.0	2.0	1.0	0.0	0.3333333333333333
rna-XM_003970496.3	1.0	3.0	1.0	2.0	1.0	0.6666666666666666	0.08333333333333331
rna-XM_003970495.3	1.0	3.0	1.0	2.0	1.0	0.6666666666666666	0.08333333333333331
rna-XM_029847388.1	0.0	6.0	1.0	1.0	0.25	0.0	0.5
rna-XM_003970494.3	0.0	2.0	0.0	1.0	1.0	nan	0.0
rna-XM_003970520.3	0.0	2.0	2.0	1.0	0.4000000000000001	0.0	0.6666666666666666
rna-XM_029847023.1	0.0	9.0	0.0	1.0	1.0	nan	0.0
rna-XM_029847022.1	1.0	11.0	0.0	2.0	1.0	inf	-0.08333333333333333
rna-XM_011610794.2	11.0	5.0	3.0	0.0	0.5304437564499483	0.0	0.3125
rna-XM_011610795.2	10.0	5.0	3.0	0.0	0.5220588235294118	0.0	0.33333333333333337
rna-NM_001011731.2	10.0	4.0	1.0	1.0	1.0	2.5	-0.2142857142857143
rna-XM_003970491.2	4.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847024.1	4.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847025.1	3.0	1.0	0.0	0.0	1.0	nan	NA
rna-XM_029847155.1	4.0	13.0	0.0	2.0	1.0	inf	-0.23529411764705882
rna-XM_029847145.1	4.0	14.0	0.0	2.0	1.0	inf	-0.2222222222222222
rna-XM_029847144.1	4.0	14.0	0.0	2.0	1.0	inf	-0.2222222222222222
rna-XM_029847146.1	4.0	14.0	0.0	2.0	1.0	inf	-0.2222222222222222
rna-XM_029847150.1	4.0	13.0	0.0	2.0	1.0	inf	-0.23529411764705882
rna-XM_029847147.1	4.0	14.0	0.0	2.0	1.0	inf	-0.2222222222222222
rna-XM_029847148.1	4.0	14.0	0.0	2.0	1.0	inf	-0.2222222222222222
rna-XM_029847149.1	4.0	14.0	0.0	2.0	1.0	inf	-0.2222222222222222
rna-XM_029847154.1	4.0	13.0	0.0	2.0	1.0	inf	-0.23529411764705882
rna-XM_029847152.1	4.0	16.0	0.0	2.0	1.0	inf	-0.2
rna-XM_029847153.1	4.0	16.0	0.0	2.0	1.0	inf	-0.2
rna-XM_029847151.1	4.0	13.0	0.0	2.0	1.0	inf	-0.23529411764705882
