Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioSampleModel,sex,Isolate,Collection_date,Tissue,Biomaterial_provider,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,lat_lon,Sample_Name,dev_stage,Ecotype,Strain,AGE,isol_growth_condt,Cultivar,estimated_size,num_replicons,ploidy,propagation,env_biome,env_feature,env_material,locus_tag_prefix,project_name,common_name,date_received,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),FAMILY,material,Order,provider,Submission_identifier,Submission_title,collected_by,Breed,tissue_type,death_date,store_cond,AssemblyName,Host,Sample_Type,bcid,coordinateUncertaintyInMeters,dayCollected,decimallatitude,decimallongitude,Depth,eventID,Genus,georeferenceProtocol,identified_by,locality,materialSampleID,MonthCollected,permitInformation,specificEpithet,YearCollected,dev-stage,env_broad_scale,env_local_scale,env_medium,biotic_relationship,COUNTRY,extrachrom_elements,health_state,host_taxid,Isolation_source,pathogenicity,ref_biomaterial,run (run),samp_collect_device,samp_mat_process,samp_size,sequencing_date (run),Source_material_ID,subspecf_gen_lin,trophic_level
ERR3316083,WGS,302,28877603306,PRJEB22206,SAMEA994730,13700241949,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341593,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316084,WGS,302,25948585336,PRJEB22206,SAMEA994730,12255948890,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341594,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316085,WGS,302,27768859230,PRJEB22206,SAMEA994730,13147295436,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341595,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316086,WGS,302,25843132976,PRJEB22206,SAMEA994730,12269784450,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341596,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316087,WGS,302,28861958498,PRJEB22206,SAMEA994730,13722996655,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341597,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316089,WGS,302,28111589668,PRJEB22206,SAMEA994730,13249532369,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341599,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316090,WGS,302,26078776630,PRJEB22206,SAMEA994730,12326629652,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341600,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316091,WGS,302,29212076762,PRJEB22206,SAMEA994730,13828578654,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341601,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316092,WGS,302,26267449620,PRJEB22206,SAMEA994730,12382005510,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341602,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316093,WGS,302,29587200022,PRJEB22206,SAMEA994730,13733642276,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341603,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316095,WGS,302,30674728900,PRJEB22206,SAMEA994730,14292402558,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341605,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316096,WGS,302,27579239772,PRJEB22206,SAMEA994730,12796313254,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341606,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10081138,WGS,302,98219844144,PRJNA560402,SAMN12591048,50173421993,BCCAGSC,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6814155,HiSeq X Ten,B07325,PAIRED,RANDOM,GENOMIC,Squalus suckleyi,ILLUMINA,2019-09-07T00:00:00Z,SJ_92,SRP220705,Model organism or animal,not determined,SJ_92,,Liver,"Fisheries and Oceans Canada\, Government of Canada",Canada,North America,Canada:British Columbia,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239385,,,,2019-02-19T18:57:39Z,,,
SRR11537135,WGS,302,6164356050,PRJNA607895,SAMN14333425,2703504642,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8108269,Illumina HiSeq 4000,DM519,PAIRED,PCR,GENOMIC,Raja brachyura,ILLUMINA,2020-04-14T00:00:00Z,Raja_brachyura_DM519,SRP254083,Model organism or animal,not applicable,ZMUCP2395758,,Muscle,,,,,56.019094 N 10.449945 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11537136,WGS,302,12225517492,PRJNA607895,SAMN14333424,5404036784,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8108268,Illumina HiSeq 4000,DM518,PAIRED,PCR,GENOMIC,Alopias vulpinus,ILLUMINA,2020-04-14T00:00:00Z,Alopias_vulpinus_DM518,SRP254083,Model organism or animal,not applicable,ZMUCP2395791,2018,Muscle,,,,,56.025995 N 7.725543 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,ZMUC/Fiskeatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11537164,WGS,302,3002276828,PRJNA607895,SAMN14333334,1258660957,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8108240,Illumina HiSeq 4000,DM238,PAIRED,PCR,GENOMIC,Etmopterus spinax,ILLUMINA,2020-04-14T00:00:00Z,Etmopterus_spinax_DM238,SRP254083,Model organism or animal,not applicable,ZMUCP2395459,2017,Muscle,,,,,67.272382 N 1.430908 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,DTU Aqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6824965,WGS,500,500,PRJNA437821,SAMN08685388,77983,GRAEFOX'S SHARED SUBMISSIONS,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3781461,Illumina MiSeq,Raja undulata RU_03,PAIRED,RANDOM,GENOMIC,Raja undulata,ILLUMINA,2018-03-12T00:00:00Z,Raja undulata read containg Ru03 microsatellite,SRP134840,Model organism or animal,female,,,heart,,,,,,,adult,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12321244,WGS,571,1365640817,PRJNA647728,SAMN15596809,808370236,HAWAI'I INSTITUTE OF MARINE BIOLOGY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8821490,Illumina MiSeq,WNA.1.1,PAIRED,Reduced Representation,GENOMIC,Carcharhinus falciformis,ILLUMINA,2020-07-24T00:00:00Z,WNA.1,SRP273494,Model organism or animal,not applicable,,2015-01-01,fin clip,Brian Bowen,USA,North America,USA: North West Atlantic,29.6804 N 73.9047 W,,Not Applicable,,,missing,,,,,,,,,,,,,,,,,,,,,,missing,missing,,,,,missing,,https://n2t.net/ark:/21547/Dac2WNA.1,100000,1,29.6804,-73.9047,missing,1377faa25a6f02fabd61df6a981d5d2d,Carcharhinus,google maps,missing,North West Atlantic,WNA,1,NA,falciformis,2015,,,,,,,,,,,,,,,,,,,,
SRR12321245,WGS,560,1443289450,PRJNA647728,SAMN15596808,890697982,HAWAI'I INSTITUTE OF MARINE BIOLOGY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8821489,Illumina MiSeq,RSO.1.1,PAIRED,Reduced Representation,GENOMIC,Carcharhinus falciformis,ILLUMINA,2020-07-24T00:00:00Z,RSO.1,SRP273494,Model organism or animal,not applicable,,2015-01-01,fin clip,Brian Bowen,Saudi Arabia,Asia,Saudi Arabia: Red Sea,20.1303 N 38.726 E,,Not Applicable,,,missing,,,,,,,,,,,,,,,,,,,,,,missing,missing,,,,,missing,,https://n2t.net/ark:/21547/Dac2RSO.1,100000,1,20.1303,38.726,missing,5ab4ffcde008952b37bd87699e752913,Carcharhinus,google maps,missing,Red Sea,RSO,1,NA,falciformis,2015,,,,,,,,,,,,,,,,,,,,
SRR12321246,WGS,465,2510617070,PRJNA647728,SAMN15596807,1437383466,HAWAI'I INSTITUTE OF MARINE BIOLOGY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8821488,Illumina MiSeq,GOM.1.1,PAIRED,Reduced Representation,GENOMIC,Carcharhinus falciformis,ILLUMINA,2020-07-24T00:00:00Z,GOM.1,SRP273494,Model organism or animal,not applicable,,2015-01-01,fin clip,Brian Bowen,USA,North America,USA: Gulf of Mexico,25.364 N 90.7368 W,,Not Applicable,,,missing,,,,,,,,,,,,,,,,,,,,,,missing,missing,,,,,missing,,https://n2t.net/ark:/21547/Dac2GOM.1,100000,1,25.364,-90.7368,missing,0a6a5b84a42a4952b9be32cea9c12753,Carcharhinus,google maps,missing,Gulf of Mexico,GOM,1,NA,falciformis,2015,,,,,,,,,,,,,,,,,,,,
SRR12321247,WGS,531,2609893762,PRJNA647728,SAMN15596806,1590174816,HAWAI'I INSTITUTE OF MARINE BIOLOGY,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8821487,Illumina MiSeq,BRA.1.1,PAIRED,Reduced Representation,GENOMIC,Carcharhinus falciformis,ILLUMINA,2020-07-24T00:00:00Z,BRA.1,SRP273494,Model organism or animal,not applicable,,2015-01-01,fin clip,Brian Bowen,Brazil,South America,Brazil: Brazil,2.100206 N 45.0336 W,,Not Applicable,,,missing,,,,,,,,,,,,,,,,,,,,,,missing,missing,,,,,missing,,https://n2t.net/ark:/21547/Dac2BRA.1,100000,1,2.100206,-45.0336,missing,37a04e8d8459f8f74cd067eea21176ae,Carcharhinus,google maps,missing,Brazil,BRA,1,NA,falciformis,2015,,,,,,,,,,,,,,,,,,,,
SRR11071609,WGS,291,53540532093,PRJNA606208,SAMN14087618,18031124110,CIIMAR - INTERDISCIPLINARY CENTRE OF MARINE AND ENVIRONMENTAL RESEARCH,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7711765,HiSeq X Ten,Haf-2020,PAIRED,RANDOM,GENOMIC,Hydrolagus affinis,ILLUMINA,2020-02-21T00:00:00Z,Haf-2020,SRP248403,Model organism or animal,not collected,CHA-2020,2018-08-09,Muscle,,,,,47.3685 N 46.654 W,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,"Nair Vilas Arrondo (Instituto Espanol de Oceanografia\, C. O. Vigo\, Espana)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic Ocean: NAFO Regulatory Area\, Div. 3L",,,,,,,,,,,,,,
SRR12403722,WGS,251,3263,PRJNA655731,SAMN15751136,81289,"CALIFORNIA STATE UNIVERSITY, FULLERTON",public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8901745,Illumina HiSeq 2500,Som0813_02,PAIRED,Reduced Representation,GENOMIC,Somniosus microcephalus,ILLUMINA,2021-02-13T00:00:00Z,SOM0813_2,SRP276482,MIGS.eu,,,2013-08,,,uncalculated,uncalculated,Not applicable,Not applicable,,,,Not applicable,,Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ocean,Not applicable,Not applicable,,,,,,,,,,,,,,,,
SRR11679476,WGS,302,1160879846,PRJNA607895,SAMN14333410,546484309,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240484,Illumina HiSeq 4000,DM438,PAIRED,PCR,GENOMIC,Galeus melastomus,ILLUMINA,2020-05-05T00:00:00Z,Galeus_melastomus_DM438,SRP254083,Model organism or animal,not applicable,ZMUCP2395745,2018,Muscle,,,,,59.042429 N 1.602771 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,ZMUC/Fiskeatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679479,WGS,302,941074280,PRJNA607895,SAMN14333406,430118703,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240481,Illumina HiSeq 4000,DM434,PAIRED,PCR,GENOMIC,Chimaera monstrosa,ILLUMINA,2020-05-05T00:00:00Z,Chimaera_monstrosa_DM434,SRP254083,Model organism or animal,not applicable,ZMUCP2395739,2018,Muscle,,,,,59.042429 N 1.602771 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,ZMUC/Fiskeatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679481,WGS,302,2954581364,PRJNA607895,SAMN14333403,1290025661,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240479,Illumina HiSeq 4000,DM429,PAIRED,PCR,GENOMIC,Rajella lintea,ILLUMINA,2020-05-05T00:00:00Z,Rajella_lintea_DM429,SRP254083,Model organism or animal,not applicable,ZMUCP2395606,2018,Muscle,,,,,61.259065 N 3.268053 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,HG Tobis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679487,WGS,302,2147773264,PRJNA607895,SAMN14333395,946639744,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240473,Illumina HiSeq 4000,DM421,PAIRED,PCR,GENOMIC,Leucoraja fullonica,ILLUMINA,2020-05-05T00:00:00Z,Leucoraja_fullonica_DM421,SRP254083,Model organism or animal,not applicable,ZMUCP2395595,2018,Muscle,,,,,61.259065 N 3.268053 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,HG Tobis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679488,WGS,302,930043730,PRJNA607895,SAMN14333394,428830823,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240472,Illumina HiSeq 4000,DM420,PAIRED,PCR,GENOMIC,Dipturus oxyrinchus,ILLUMINA,2020-05-05T00:00:00Z,Dipturus_oxyrinchus_DM420,SRP254083,Model organism or animal,not applicable,ZMUCP2395594,2018,Muscle,,,,,61.259065 N 3.268053 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,HG Tobis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679497,WGS,302,8955610076,PRJNA607895,SAMN14333381,3570414210,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240463,Illumina HiSeq 4000,DM360,PAIRED,PCR,GENOMIC,Lamna nasus,ILLUMINA,2020-05-05T00:00:00Z,Lamna_nasus_DM360,SRP254083,Model organism or animal,not applicable,ZMUCP584,2012,Muscle,,,,,56.762167 N 5.750743 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,ZMUC/Fiskeatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679498,WGS,302,2555120226,PRJNA607895,SAMN14333380,1072257067,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8240462,Illumina HiSeq 4000,DM359,PAIRED,PCR,GENOMIC,Somniosus microcephalus,ILLUMINA,2020-05-05T00:00:00Z,Somniosus_microcephalus_DM359,SRP254083,Model organism or animal,not applicable,ZMUCP7179,2010,Muscle,,,,,57.605616 N 10.436243 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,ZMUC/Fiskeatlas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13518547,WGS,297,4334480,PRJNA694536,SAMN17526303,1480092,INTERDISCIPLINARY CENTRE OF MARINE AND ENVIRONMENTAL RESEARCH (CIIMAR) / UNIVERSITY OF PORTO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9929595,HiSeq X Ten,Neoib001,PAIRED,unspecified,GENOMIC,Neoraja iberica,ILLUMINA,2021-01-25T00:00:00Z,Neoib001,SRP303100,Model organism or animal,not determined,Neoib001,,liver,,Portugal,Europe,Portugal,,,adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96% ehtanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316081,WGS,302,27675414390,PRJEB22206,SAMEA994730,13072621874,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341591,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRR111852,WGS,500,5919409199,PRJDB6260,SAMD00098918,3936493839,RIKEN_CLST_DBFDI,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",DRX104919,Illumina MiSeq,P043_06_1,PAIRED,RANDOM,GENOMIC,Scyliorhinus torazame,ILLUMINA,2018-07-31T00:00:00Z,SAMD00098918,DRP004362,MIGS.eu,,missing,2013-02-07,,Aquarium Facility of RIKEN Center for Developmental Biology,uncalculated,uncalculated,not applicable,not applicable,gDNA-No109-Storazame,,missing,missing,,not applicable,missing,6.67 Gbp,1,diploid,sexual,not applicable,aquarium,not applicable,scyTo,Whole genome sequencing of the cloudy catshark (Scyliorhinus torazame),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316088,WGS,302,25957014760,PRJEB22206,SAMEA994730,12287962640,WELLCOME SANGER INSTITUTE,public,"cram,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX3341598,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7693870,WGS,320,31384054720,PRJNA269969,SAMN01915239,21059020440,CORNELL UNIVERSITY,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX4552922,Illumina HiSeq 2500,3-5kb_mate_paired_library,PAIRED,RANDOM,GENOMIC,Carcharodon carcharias,ILLUMINA,2018-09-28T00:00:00Z,C_car_delaware_2007,SRP051049,,female,C_car_delaware_2007,2007,,,USA,North America,USA: Delaware,,,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,heart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11679508,WGS,302,2121039318,PRJNA607895,SAMN14333368,903242017,UNIVERSITY OF COPENHAGEN,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX8240452,Illumina HiSeq 4000,DM344,PAIRED,PCR,GENOMIC,Dipturus batis,ILLUMINA,2020-05-05T00:00:00Z,Dipturus_intermedius_DM344,SRP254083,Model organism or animal,not applicable,ZMUCP2395465,2016,Muscle,,,,,57.119715 N 8.592379 E,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR3316094,WGS,302,27109700742,PRJEB22206,SAMEA994730,12620563421,WELLCOME SANGER INSTITUTE,public,"sra,cram","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",ERX3341604,Illumina HiSeq X Ten,DN518444E:E1,PAIRED,RANDOM,GENOMIC,Scyliorhinus canicula,ILLUMINA,2019-05-09T00:00:00Z,SAMEA994730,ERP024552,,male,,,,,,,,,sScyCan1,,,,,,,,,,,,,,,,lesser-spotted catshark,2018-02-08T00:00:00Z,2019-05-08,2019-05-08,Scyliorhinidae,individual,Carcharhiniformes,Kyle Martin,GSB-65,25 Genomes Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
