Run,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,sex,Library Name,dev_stage,BioSampleModel,Tissue,Isolate,geo_loc_name_country,geo_loc_name_country_continent,Breed,Strain,Ecotype,AGE,Cultivar,Specimen_voucher,geo_loc_name,lat_lon,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Collection_date,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,collected_by,geographic_location_(country_and/or_sea),tissue_type,geographic_location_(region_and_locality),Field_ID,run (run),common,sequencing_date (run),common_name,Sample_Name,health_state,date_received,FAMILY,material,Order,Project,provider_id,provider,Submission_description,Submission_identifier,Submission_title,tissue_storage,instrument_model (run),Sample_Type,Library,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,SRA_accession,Title,actual_read_length (run),Biomaterial_provider,External_Id,Id_Number,Submitter_Id,total_bases (run),environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),host-associated_environmental_package,Investigation_type,project_name,Sequencing_method,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,biotic_relationship,estimated_size,extrachrom_elements,breeding_history,store_cond,birth_location,Genotype,Isolation_source,Treatment,ArrayExpress-SPECIES,Label,Subject_ID,subsrc_note,Alias,AssemblyName,Description,ENA_CHECKLIST,Host,host_taxid,num_replicons,pathogenicity,ploidy,propagation,ref_biomaterial,samp_collect_device,samp_mat_process,samp_size,Source_material_ID,subspecf_gen_lin,trophic_level
SRR6890720,WGS,PRJNA439445,SAMN08767030,UNIVERSITY OF CONNECTICUT,public,SRX3841192,Illumina HiSeq 2000,PAIRED,size fractionation,GENOMIC,Pyxicephalus adspersus,ILLUMINA,2018-11-16T00:00:00Z,1539,SRP136363,200,127406159800,87730257020,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,1539_180bp,Adult,Model organism or animal,Blood,1539,,,missing,,,11 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9588747,WGS,PRJNA209850,SAMN12126326,UNIVERSITY OF GEORGIA,public,SRX6354574,Illumina HiSeq 2000,PAIRED,RANDOM,GENOMIC,Anaxyrus baxteri,ILLUMINA,2019-09-06T00:00:00Z,Abax,SRP035917,285,8003,59203,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not determined,Ab01,adult,Model organism or animal,muscle,,,,wild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9590995,WGS,PRJNA550271,SAMN12123227,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356812,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Kermit,SRP211852,158,14785986652,7777118450,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10XB5_Kermit,Adult,Model organism or animal,Whole body,Kermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9590996,WGS,PRJNA550271,SAMN12123228,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356811,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Hum2,SRP211852,159,60260705850,32060754558,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10X_Hum2,Adult,Model organism or animal,Whole body,Hum2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591000,WGS,PRJNA550271,SAMN12123227,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356807,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Kermit,SRP211852,159,59385166149,31313889127,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10XA_Kermit,Adult,Model organism or animal,Whole body,Kermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591003,WGS,PRJNA550271,SAMN12123227,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356804,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Kermit,SRP211852,158,13148593942,6919959461,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10XB3_Kermit,Adult,Model organism or animal,Whole body,Kermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591004,WGS,PRJNA550271,SAMN12123227,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356803,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Kermit,SRP211852,158,12084391578,6352907129,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10XB4_Kermit,Adult,Model organism or animal,Whole body,Kermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591005,WGS,PRJNA550271,SAMN12123227,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356802,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Kermit,SRP211852,158,57929348152,29450694451,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10XB1_Kermit,Adult,Model organism or animal,Whole body,Kermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591006,WGS,PRJNA550271,SAMN12123227,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356801,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Kermit,SRP211852,158,14348532684,7597423170,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10XB2_Kermit,Adult,Model organism or animal,Whole body,Kermit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591025,WGS,PRJNA550271,SAMN12123229,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356782,Illumina HiSeq X Ten,PAIRED,RANDOM,GENOMIC,Ascaphus montanus,ILLUMINA,2020-07-24T00:00:00Z,MTM1,SRP211852,159,55386213117,29597092428,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,10X_MTM1,Adult,Model organism or animal,Whole body,MTM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9591026,WGS,PRJNA550271,SAMN12123228,"UNIVERSITY OF CALIFORNIA, BERKELEY",public,SRX6356781,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Ascaphus truei,ILLUMINA,2020-07-24T00:00:00Z,Hum2,SRP211852,302,91764568172,39496656054,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,Illumina_Hum2,Adult,Model organism or animal,Whole body,Hum2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11537209,WGS,PRJNA607895,SAMN14333245,UNIVERSITY OF COPENHAGEN,public,SRX8108195,Illumina HiSeq 4000,PAIRED,PCR,GENOMIC,Hyla arborea,ILLUMINA,2020-04-14T00:00:00Z,Hyla_arborea_DM102,SRP254083,302,2195847738,966631835,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,DM102,not applicable,Model organism or animal,Tissue,ZMUCR8439,,,,,,,,,,55.124821 N 12.147617 E,,,2015,,,"Gravlund\, P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8788204,WGS,PRJNA505224,SAMN11259658,CENTRAL CHINA NORMAL UNIVERSITY,public,SRX5578031,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Leptobrachium leishanense,ILLUMINA,2019-11-12T00:00:00Z,Illumina_Library_H6,SRP188598,300,27649166400,11383939498,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,H6,B,Model organism or animal,muscle,not applicable,,,not applicable,not applicable,not applicable,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8788205,WGS,PRJNA505224,SAMN11259657,CENTRAL CHINA NORMAL UNIVERSITY,public,SRX5578030,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Leptobrachium leishanense,ILLUMINA,2019-11-12T00:00:00Z,Illumina_Library_H5,SRP188598,300,26948378400,11028711013,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,H5,B,Model organism or animal,muscle,not applicable,,,not applicable,not applicable,not applicable,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8788206,WGS,PRJNA505224,SAMN11259656,CENTRAL CHINA NORMAL UNIVERSITY,public,SRX5578029,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Leptobrachium leishanense,ILLUMINA,2019-11-12T00:00:00Z,Illumina_Library_H4,SRP188598,300,31755582600,13241209532,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,H4,B,Model organism or animal,muscle,not applicable,,,not applicable,not applicable,not applicable,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8788207,WGS,PRJNA505224,SAMN11259655,CENTRAL CHINA NORMAL UNIVERSITY,public,SRX5578028,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Leptobrachium leishanense,ILLUMINA,2019-11-12T00:00:00Z,Illumina_Library_H3,SRP188598,300,34775527800,14685192436,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,H3,B,Model organism or animal,muscle,not applicable,,,not applicable,not applicable,not applicable,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8788208,WGS,PRJNA505224,SAMN11259654,CENTRAL CHINA NORMAL UNIVERSITY,public,SRX5578027,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Leptobrachium leishanense,ILLUMINA,2019-11-12T00:00:00Z,Illumina_Library_H2,SRP188598,300,27006646500,11455366323,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,H2,B,Model organism or animal,muscle,not applicable,,,not applicable,not applicable,not applicable,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8788209,WGS,PRJNA505224,SAMN11259653,CENTRAL CHINA NORMAL UNIVERSITY,public,SRX5578026,Illumina HiSeq 4000,PAIRED,RANDOM,GENOMIC,Leptobrachium leishanense,ILLUMINA,2019-11-12T00:00:00Z,Illumina_Library_H1,SRP188598,300,26727028500,11223834357,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",male,H1,B,Model organism or animal,muscle,not applicable,,,not applicable,not applicable,not applicable,not collected,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837586,WGS,PRJNA391191,SAMN07279086,LOUISIANA STATE UNIVERSITY,public,SRX3014097,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus sp. 'Boi',ILLUMINA,2017-07-18T00:00:00Z,frog-b9,SRP112727,502,461359586,278184224,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b9,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,,,not collected,,DZUP:461,"Brazil:SantaCatarina\,Corupa\,Morro do Boi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837587,WGS,PRJNA391191,SAMN07279087,LOUISIANA STATE UNIVERSITY,public,SRX3014096,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus milanoi,ILLUMINA,2017-07-18T00:00:00Z,frog-b10,SRP112727,502,545964658,325553700,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b10,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:460,"Brazil:SantaCatarina\,Blumenau\,Morro do Cachorro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837588,WGS,PRJNA391191,SAMN07279080,LOUISIANA STATE UNIVERSITY,public,SRX3014095,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus alipioi,ILLUMINA,2017-07-18T00:00:00Z,frog-a3,SRP112727,502,404263110,241715533,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-a3,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:142,"Brazil:Parana\,Campina Grande do Sul\,Pico Parana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837590,WGS,PRJNA391191,SAMN07279078,LOUISIANA STATE UNIVERSITY,public,SRX3014093,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus alipioi,ILLUMINA,2017-07-18T00:00:00Z,frog-a1,SRP112727,502,457786350,275145363,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-a1,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:345,"Brazil:SaoPaulo\,Apiai\,Apiai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837593,WGS,PRJNA391191,SAMN07279085,LOUISIANA STATE UNIVERSITY,public,SRX3014090,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus milanoi,ILLUMINA,2017-07-18T00:00:00Z,frog-a8,SRP112727,502,450530442,267005556,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-a8,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,,"Brazil:SantaCatarina\,Ilhota\,Morro do Bau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837594,WGS,PRJNA391191,SAMN07279082,LOUISIANA STATE UNIVERSITY,public,SRX3014089,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus alipioi,ILLUMINA,2017-07-18T00:00:00Z,frog-a5,SRP112727,502,405668710,254411854,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-a5,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:344,"Brazil:Parana\,Campina Grande do Sul\,Serra do Capivari",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837595,WGS,PRJNA391191,SAMN07279083,LOUISIANA STATE UNIVERSITY,public,SRX3014088,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus sp. 'azul',ILLUMINA,2017-07-18T00:00:00Z,frog-a6,SRP112727,502,496837934,300181549,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-a6,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,,,not collected,,DZUP:430,"Brazil:SantaCatarina\,Timbo\,Morro Azul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837596,WGS,PRJNA391191,SAMN07279109,LOUISIANA STATE UNIVERSITY,public,SRX3014087,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus sp. 'Tupipia',ILLUMINA,2017-07-18T00:00:00Z,frog-d32,SRP112727,502,412931646,245825633,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-d32,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,,,not collected,,DZUP:514,"Brazil:Parana\,Campina Grande do Sul\,Tupipia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837597,WGS,PRJNA391191,SAMN07279096,LOUISIANA STATE UNIVERSITY,public,SRX3014086,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus brunneus,ILLUMINA,2017-07-18T00:00:00Z,frog-c19,SRP112727,502,363996184,214137661,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-c19,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:559,"Brazil:Parana\,Campina Grande do Sul\,Camapua",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837598,WGS,PRJNA391191,SAMN07279097,LOUISIANA STATE UNIVERSITY,public,SRX3014085,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus sp. 'curupira',ILLUMINA,2017-07-18T00:00:00Z,frog-c20,SRP112727,502,397946444,240997541,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-c20,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,,,not collected,,DZUP:558,"Brazil:Parana\,Piraquara\,Morro do Canal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837600,WGS,PRJNA391191,SAMN07279091,LOUISIANA STATE UNIVERSITY,public,SRX3014083,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus brunneus,ILLUMINA,2017-07-18T00:00:00Z,frog-b14,SRP112727,502,679500172,403229894,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b14,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,,"Brazil:Parana\,Campina Grande do Sul\,Caratuva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837601,WGS,PRJNA391191,SAMN07279088,LOUISIANA STATE UNIVERSITY,public,SRX3014082,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus xanthostomus,ILLUMINA,2017-07-18T00:00:00Z,frog-b11,SRP112727,502,467176260,277095594,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b11,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:192,"Brazil:SantaCatarina\,Campo Alegre\,Quiriri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837602,WGS,PRJNA391191,SAMN07279089,LOUISIANA STATE UNIVERSITY,public,SRX3014081,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus sp. 'Prata',ILLUMINA,2017-07-18T00:00:00Z,frog-b12,SRP112727,502,353051078,211960026,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b12,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,,,not collected,,DZUP:212,"Brazil:Parana\,Guaratuba\,Serra da Prata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837603,WGS,PRJNA391191,SAMN07279094,LOUISIANA STATE UNIVERSITY,public,SRX3014080,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus pernix,ILLUMINA,2017-07-18T00:00:00Z,frog-c17,SRP112727,502,346263536,206525465,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-c17,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,,"Brazil:Parana\,Quatro Barras\,Pico Anhangava",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837604,WGS,PRJNA391191,SAMN07279095,LOUISIANA STATE UNIVERSITY,public,SRX3014079,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus pombali,ILLUMINA,2017-07-18T00:00:00Z,frog-c18,SRP112727,502,424833564,250886787,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-c18,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,,"Brazil:Parana\,Guaratuba\,Serra da Igreja",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837605,WGS,PRJNA391191,SAMN07279092,LOUISIANA STATE UNIVERSITY,public,SRX3014078,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus ferruginus,ILLUMINA,2017-07-18T00:00:00Z,frog-b15,SRP112727,502,430012698,257549495,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b15,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,,"Brazil:Parana\,Morretes\,Marumbi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837606,WGS,PRJNA391191,SAMN07279093,LOUISIANA STATE UNIVERSITY,public,SRX3014077,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus izecksohni,ILLUMINA,2017-07-18T00:00:00Z,frog-b16,SRP112727,502,551431940,329065432,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-b16,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:561,"Brazil:Parana\,Guaratuba\,Torre da Prata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837607,WGS,PRJNA391191,SAMN07279084,LOUISIANA STATE UNIVERSITY,public,SRX3014076,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Melanophryniscus sp. 'Boa Vista',ILLUMINA,2017-07-18T00:00:00Z,frog-a7,SRP112727,502,437516594,267428997,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-a7,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,,,not collected,,DZUP:434,"Brazil:SantaCatarina\,Jaragua do Sul\,Morro do Boa Vista",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5837608,WGS,PRJNA391191,SAMN07279101,LOUISIANA STATE UNIVERSITY,public,SRX3014075,Illumina MiSeq,PAIRED,Hybrid Selection,GENOMIC,Brachycephalus fuscolineatus,ILLUMINA,2017-07-18T00:00:00Z,frog-c24,SRP112727,502,442607376,265780212,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",missing,frog-c24,not collected,Model organism or animal,muscle,not applicable,Brazil,South America,not applicable,not applicable,not applicable,not collected,not applicable,DZUP:150,"Brazil:SantaCatarina\,Ilhota\,Morro do Bau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
