BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJEB9057,SAMEA3334469,Corvus_cornix,missing,DNA_436,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3137694,0.0346197,32921603,3.7285,-0.0196013,0.0135091,0.0133205,0.0501801,8.0448e-4,0.0260258,-9.60143e-5,0.00324738,-0.0473455,-0.00761144,cluster_1,ingroup,11
PRJEB9057,SAMEA3334520,Corvus_cornix,missing,DNA_503,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3160971,0.0348765,32919843,3.95949,-0.0196924,0.013874,0.0135475,0.0511322,6.77519e-4,0.0269521,-0.00125526,0.00292297,-0.0524764,-0.00610654,cluster_1,exclude,6
PRJEB9057,SAMEA3334464,Corvus_cornix,missing,DNA_430,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3216133,0.0354851,32917874,3.85456,-0.0196912,0.01375,0.0124874,0.0486359,5.76991e-4,0.0232227,7.09356e-4,0.00189546,-0.038261,-0.00417991,cluster_1,ingroup,23
PRJEB9057,SAMEA3334458,Corvus_cornix,missing,DNA_407,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3293077,0.0363341,32918207,3.67137,-0.0196462,0.0137764,0.0117136,0.042562,5.20406e-4,0.0148075,-3.15864e-4,7.76206e-4,-0.0192757,-0.0132469,cluster_1,exclude,4
PRJEB9057,SAMEA3334477,Corvus_cornix,missing,DNA_445,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3318373,0.0366132,32920499,3.76662,-0.0196429,0.0137566,0.0135397,0.0504317,7.69878e-4,0.0270531,-1.62614e-4,0.00230434,-0.0558618,-0.0084643,cluster_1,ingroup,10
PRJEB9057,SAMEA3334583,Corvus_frugilegus,missing,DNA_534,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3336198,0.0368098,16759168,2.86806,0.0218236,-0.32183,0.00370704,0.0213371,7.83757e-4,-0.00112707,-0.292839,-0.0224257,0.00192566,0.00169654,cluster_4,exclude,NA
PRJEB9057,SAMEA3334506,Corvus_cornix,missing,DNA_483,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3348151,0.0369417,32925787,3.88944,-0.0196871,0.0137421,0.012304,0.0467669,6.12256e-4,0.0204922,9.57357e-4,0.00212906,-0.0133055,-0.00450621,cluster_1,exclude,22
PRJEB9057,SAMEA3334471,Corvus_cornix,missing,DNA_438,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3353032,0.0369956,32920417,3.7094,-0.0196241,0.0136604,0.0127405,0.0472562,9.03236e-4,0.0220076,-7.28373e-4,9.36143e-4,-0.0502939,-0.00457624,cluster_1,ingroup,9
PRJEB9057,SAMEA3334582,Corvus_frugilegus,missing,DNA_533,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3440856,0.0379646,16757427,2.80952,0.0215605,-0.316798,0.0038066,0.0190363,-2.62952e-4,-0.0019187,-0.308021,-0.0188075,7.62028e-4,0.00145153,cluster_4,exclude,NA
PRJEB9057,SAMEA3334561,Corvus_dauuricus,missing,DNA_474,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3454410,0.0381141,28224694,3.64577,0.242038,0.030393,0.141747,-0.0111349,-0.306475,-0.00672247,-0.00448842,-0.0312696,-0.0019888,-0.0117132,cluster_6,outgroup,31
PRJEB9057,SAMEA3334473,Corvus_cornix,missing,DNA_440,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3455434,0.0381254,32925603,3.50382,-0.0197141,0.0138921,0.0130847,0.0521146,2.57743e-4,0.029886,0.0015451,0.00623345,0.231131,0.0310269,cluster_1,ingroup,18
PRJEB9057,SAMEA3334466,Corvus_cornix,missing,DNA_432,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3533079,0.0389821,32925000,3.20024,-0.0197137,0.0137469,0.0122815,0.0481305,4.65281e-4,0.0223302,0.00107139,0.00395,-0.0424383,-0.00132912,cluster_1,ingroup,29
PRJEB9057,SAMEA3334478,Corvus_cornix,missing,DNA_446,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3545478,0.0391189,32924593,3.62032,-0.0197986,0.0138519,0.0128844,0.05005,6.73124e-4,0.0254153,9.63302e-4,0.00329551,-0.0639444,-0.00258348,cluster_1,exclude,3
PRJEB9057,SAMEA3334560,Corvus_dauuricus,missing,DNA_473,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3643042,0.0401954,28222599,3.51148,0.24067,0.0305057,0.142078,-0.0126828,-0.309316,-0.0066069,-0.00547945,-0.0335655,-0.00217267,-0.0113134,cluster_6,exclude,31
PRJEB9057,SAMEA3334609,Corvus_corone_orientalis,missing,DNA_378,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3678027,0.0405814,13840420,1.94259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334476,Corvus_cornix,missing,DNA_443,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3700436,0.0408287,32920882,3.48238,-0.0197332,0.013739,0.0131749,0.0493982,6.43402e-4,0.02518,-5.91956e-4,0.00212093,-0.055288,-0.00484217,cluster_1,ingroup,15
PRJEB9057,SAMEA3334625,Corvus_pectoralis,missing,DNA_347,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3773841,0.0416386,11350001,1.73107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334503,Corvus_cornix,missing,DNA_476,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3797458,0.0418991,32924312,3.52312,-0.0198083,0.0136805,0.0119097,0.0439826,4.18805e-4,0.0171732,4.93691e-4,0.00318057,-0.0165251,-0.00409232,cluster_1,ingroup,34
PRJEB9057,SAMEA3334580,Corvus_frugilegus,missing,DNA_497,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3808849,0.0420248,16966548,2.15789,0.0205859,-0.308918,0.00699018,0.0152899,9.576e-4,-0.00133171,0.387589,-0.0743895,8.65926e-4,-0.00188397,cluster_4,exclude,28
PRJEB9057,SAMEA3334541,Corvus_cornix,missing,DNA_530,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3826321,0.0422176,32924466,3.61839,-0.0196788,0.0137685,0.012292,0.046328,8.08244e-4,0.020415,7.05061e-4,0.00250883,-0.0133836,-0.00474513,cluster_1,exclude,22
PRJEB9057,SAMEA3334581,Corvus_frugilegus,missing,DNA_498,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3841489,0.042385,16967257,2.14631,0.0206785,-0.308591,0.00565578,0.0150687,-1.38624e-4,-0.00149966,0.39156,-0.0663956,-2.5357e-4,-6.57049e-4,cluster_4,exclude,28
PRJEB9057,SAMEA3334540,Corvus_cornix,missing,DNA_529,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3887028,0.0428874,32924171,3.5781,-0.0197404,0.013725,0.0124184,0.0462351,7.04348e-4,0.0209551,8.59286e-4,0.00245807,-0.0140022,-0.00527198,cluster_1,exclude,22
PRJEB9057,SAMEA3334610,Corvus_corone_orientalis,missing,DNA_383,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3923162,0.0432861,13838636,1.89657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334612,Corvus_corone_orientalis,missing,DNA_391,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3932437,0.0433884,13836781,1.86874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334522,Corvus_cornix,missing,DNA_505,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,3972477,0.0438302,32918284,3.19755,-0.0197712,0.0135349,0.0130669,0.0496477,5.18058e-4,0.0263509,-1.51513e-4,0.00298195,-0.0456428,-0.00651086,cluster_1,exclude,11
PRJEB9057,SAMEA3334523,Corvus_cornix,missing,DNA_506,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4020984,0.0443654,32917908,3.17441,-0.0197482,0.0137237,0.0130554,0.0488851,6.58427e-4,0.0258227,-1.17938e-4,0.00321061,-0.0448621,-0.00782854,cluster_1,exclude,11
PRJEB9057,SAMEA3334511,Corvus_cornix,missing,DNA_492,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4021572,0.0443719,32911039,3.38686,-0.019802,0.0137865,0.0125173,0.0482918,4.96639e-4,0.0229716,4.39792e-4,0.00300999,-0.0391009,-0.0049771,cluster_1,exclude,23
PRJEB9057,SAMEA3334502,Corvus_cornix,missing,DNA_475,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4055927,0.044751,32924331,3.39997,-0.0198868,0.0137872,0.0119269,0.0437914,4.41968e-4,0.0179689,4.09774e-4,0.00267923,-0.0178419,-0.00461106,cluster_1,exclude,34
PRJEB9057,SAMEA3334567,Corvus_dauuricus,missing,DNA_508,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4092843,0.0451583,28210697,3.27419,0.23654,0.0293388,0.147598,-0.0152929,-0.310164,-0.00798257,-0.0046886,-0.0337247,-0.00180317,-0.0112679,cluster_6,exclude,31
PRJEB9057,SAMEA3334613,Corvus_corone_orientalis,missing,DNA_392,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4130237,0.0455709,13834070,1.84654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334544,Corvus_cornix,missing,DNA_535,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4154231,0.0458356,32916948,3.22088,-0.0197582,0.0137079,0.0134345,0.0487314,7.33428e-4,0.0258738,-2.05453e-4,0.00287367,-0.0569826,-0.00638162,cluster_1,exclude,10
PRJEB9057,SAMEA3334566,Corvus_dauuricus,missing,DNA_507,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4160865,0.0459088,28210040,3.24081,0.236577,0.029636,0.146498,-0.0150604,-0.315857,-0.00794945,-0.00418301,-0.0295196,-0.00273467,-0.010515,cluster_6,outgroup,NA
PRJEB9057,SAMEA3334510,Corvus_cornix,missing,DNA_491,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4163585,0.0459388,32910386,3.31768,-0.0197627,0.0137019,0.0123922,0.0469122,6.09989e-4,0.0226909,8.82323e-4,0.00263877,-0.0392899,-0.00421017,cluster_1,exclude,23
PRJEB9057,SAMEA3334545,Corvus_cornix,missing,DNA_536,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4176184,0.0460778,32917353,3.20989,-0.019785,0.0136941,0.0132103,0.0488211,5.54348e-4,0.0254131,1.5418e-4,0.00284675,-0.0535964,-0.00683725,cluster_1,exclude,10
PRJEB9057,SAMEA3334528,Corvus_cornix,missing,DNA_513,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4180170,0.0461218,32917975,3.1772,-0.0198591,0.0139061,0.0131372,0.0476225,9.23753e-4,0.0215929,-5.73354e-4,0.0013666,-0.0493738,-0.00157788,cluster_1,exclude,9
PRJEB9057,SAMEA3334509,Corvus_cornix,missing,DNA_488,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4208195,0.046431,32919408,3.69348,-0.0199176,0.014064,0.0140495,0.0515807,7.8007e-4,0.0267378,-0.00166776,0.00301245,-0.0462423,-0.00826052,cluster_1,ingroup,33
PRJEB9057,SAMEA3334529,Corvus_cornix,missing,DNA_514,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4218678,0.0465467,32917660,3.15768,-0.0198316,0.0138567,0.0130149,0.0488996,9.09355e-4,0.0228388,-1.73125e-4,0.00183937,-0.0493551,-0.00499488,cluster_1,exclude,9
PRJEB9057,SAMEA3334599,Corvus_corone_orientalis,missing,DNA_358,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4248239,0.0468728,13835607,1.77978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334467,Corvus_cornix,missing,DNA_434,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4433448,0.0489163,32924746,3.1755,-0.019844,0.0138043,0.0119481,0.04494,4.516e-4,0.0199074,8.31133e-4,0.00368939,-4.46048e-4,7.05811e-4,cluster_1,ingroup,16
PRJEB9057,SAMEA3334534,Corvus_cornix,missing,DNA_519,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4447981,0.0490767,32923637,2.997,-0.0199345,0.0139677,0.0128245,0.0526875,1.42198e-4,0.0308662,0.0013644,0.00648127,0.236278,0.0335485,cluster_1,exclude,18
PRJEB9057,SAMEA3334508,Corvus_cornix,missing,DNA_487,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4467595,0.0492931,32918837,3.57154,-0.0199063,0.0139251,0.0136086,0.0490478,7.80166e-4,0.0250609,-0.00162455,0.00224166,-0.0452192,-0.0107329,cluster_1,exclude,33
PRJEB9057,SAMEA3334535,Corvus_cornix,missing,DNA_520,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4491138,0.0495528,32923539,2.97828,-0.0198984,0.0138994,0.0133248,0.0519501,1.21759e-4,0.0302166,0.00140139,0.00700628,0.228585,0.0327714,cluster_1,exclude,18
PRJEB9057,SAMEA3334527,Corvus_cornix,missing,DNA_512,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4561341,0.0503274,32922469,3.17945,-0.0198274,0.0137368,0.0115685,0.0433424,3.4803e-4,0.0183959,3.03277e-4,0.00256969,-0.0188711,-0.00558857,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334514,Corvus_cornix,missing,DNA_495,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4604392,0.0508024,32922816,2.72796,-0.0199609,0.0139089,0.0125298,0.0472451,1.97994e-4,0.0205592,5.70569e-4,0.00428953,-0.0384234,0.00242086,cluster_1,exclude,29
PRJEB9057,SAMEA3334542,Corvus_cornix,missing,DNA_531,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4605853,0.0508186,32917965,2.99009,-0.0199001,0.0138102,0.0134852,0.0495703,5.28594e-4,0.0246453,-6.02657e-4,0.00180202,-0.0564736,-0.00515673,cluster_1,exclude,15
PRJEB9057,SAMEA3334515,Corvus_cornix,missing,DNA_496,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4633678,0.0511256,32922422,2.71743,-0.0199573,0.0138429,0.012303,0.0469596,1.36529e-4,0.020835,8.74863e-4,0.00451394,-0.0422131,-5.79971e-4,cluster_1,exclude,29
PRJEB9057,SAMEA3334543,Corvus_cornix,missing,DNA_532,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4635395,0.0511445,32918338,2.97792,-0.0199377,0.0138597,0.0134324,0.0483935,7.01501e-4,0.0241926,-4.28386e-4,0.00249402,-0.053669,-0.00489869,cluster_1,exclude,15
PRJEB9057,SAMEA3334526,Corvus_cornix,missing,DNA_511,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4643913,0.0512385,32922461,3.14366,-0.0199337,0.0138556,0.012071,0.0438444,4.04686e-4,0.0178695,1.84624e-4,0.00222533,-0.0157221,-0.00455328,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334480,Corvus_cornix,missing,DNA_448,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4644933,0.0512497,32924560,2.65627,-0.0199149,0.0137276,0.0121839,0.0453552,3.68892e-4,0.0196191,8.69011e-4,0.00215394,-0.0125425,-0.00219775,cluster_1,exclude,13
PRJEB9057,SAMEA3334652,Corvus_corone_orientalis,missing,DNA_388,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4694001,0.0517911,13840305,1.50723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334574,Corvus_dauuricus,missing,DNA_554,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4711336,0.0519824,28213199,5.72448,0.22874,0.0312654,-0.330641,0.080236,0.00866033,0.0131485,0.00233618,-0.0212891,0.00151121,-0.00325522,cluster_6,outgroup,19
PRJEB9057,SAMEA3334579,Corvus_frugilegus,missing,DNA_464,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4724631,0.0521291,16773576,2.17009,0.0190935,-0.298417,0.00122178,0.0156007,1.80089e-4,-0.00686133,-0.327746,-0.0236191,0.00190575,0.00184118,cluster_4,exclude,NA
PRJEB9057,SAMEA3334475,Corvus_cornix,missing,DNA_442,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4754155,0.0524548,32924221,3.06961,-0.0200068,0.0139531,0.0131133,0.0505266,1.92448e-4,0.0296206,0.00138097,0.00576322,0.241376,0.0346427,cluster_1,exclude,12
PRJEB9057,SAMEA3334549,Corvus_cornix,missing,DNA_542,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4832929,0.053324,32921425,2.94893,-0.019923,0.0138844,0.0127814,0.0483957,5.78621e-4,0.024439,0.00116223,0.00359701,-0.0615792,-0.00314115,cluster_1,exclude,3
PRJEB9057,SAMEA3334474,Corvus_cornix,missing,DNA_441,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4881962,0.053865,32918797,3.07396,-0.0200254,0.0140249,0.0138963,0.0520296,2.16483e-4,0.033528,-1.42686e-4,0.00602044,0.242921,0.0273375,cluster_1,ingroup,27
PRJEB9057,SAMEA3334547,Corvus_cornix,missing,DNA_540,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4951809,0.0546356,32916763,3.31678,-0.0200054,0.0139133,0.013457,0.049372,6.71982e-4,0.0259323,-0.00144037,0.00268796,-0.0446776,-0.00834934,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334548,Corvus_cornix,missing,DNA_541,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,4967222,0.0548057,32921793,2.90219,-0.0200078,0.0139446,0.0128485,0.0489182,6.69507e-4,0.0237749,7.82571e-4,0.00286285,-0.0599668,-0.00246159,cluster_1,exclude,3
PRJEB9057,SAMEA3334546,Corvus_cornix,missing,DNA_539,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5051083,0.055731,32916632,3.2775,-0.0200237,0.0139247,0.0135155,0.0492805,4.95518e-4,0.0261127,-0.00153772,0.00239529,-0.0443189,-0.0111544,cluster_1,ingroup,NA
PRJEB9057,SAMEA3334578,Corvus_frugilegus,missing,DNA_453,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5053154,0.0557538,16971281,1.6822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334517,Corvus_cornix,missing,DNA_500,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5080240,0.0560527,32922894,2.86834,-0.0200002,0.0138546,0.0122364,0.0450841,4.50304e-4,0.0203771,5.26257e-4,0.00314393,-2.46324e-4,-6.71868e-4,cluster_1,exclude,16
PRJEB9057,SAMEA3334472,Corvus_cornix,missing,DNA_439,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5116230,0.0564498,32922185,2.93404,-0.0200735,0.0139788,0.0121015,0.0459923,2.20629e-4,0.0213402,5.93936e-4,0.00253221,-0.0375325,0.00143957,cluster_1,exclude,35
PRJEB9057,SAMEA3334653,Corvus_corone_orientalis,missing,DNA_393,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5151156,0.0568351,13836021,1.42899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334516,Corvus_cornix,missing,DNA_499,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5207480,0.0574566,32922358,2.81596,-0.0200095,0.0138176,0.0121712,0.0449513,4.52297e-4,0.0195872,8.37128e-4,0.00295791,-0.00115577,7.30254e-4,cluster_1,exclude,16
PRJEB9057,SAMEA3334468,Corvus_cornix,missing,DNA_435,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5226835,0.0576701,32917942,2.96276,-0.0200738,0.0140332,0.0130575,0.0483653,5.30208e-4,0.0234415,-9.13626e-4,0.00170633,-0.035579,-0.00478743,cluster_1,exclude,30
PRJEB9057,SAMEA3334651,Corvus_corone_orientalis,missing,DNA_387,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5288281,0.0583481,13838311,1.35564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334446,Corvus_cornix,missing,DNA_360,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5333661,0.0588488,32924919,2.63736,-0.0199413,0.0136097,0.0107562,0.0383136,4.25487e-4,0.010689,3.06913e-4,0.00156092,-0.0272946,-0.0402336,cluster_1,exclude,7
PRJEB9057,SAMEA3334555,Corvus_cornix,missing,DNA_551,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5375176,0.0593069,32918118,2.85448,-0.0200851,0.0141261,0.0139751,0.0523,3.12892e-4,0.0329454,-4.45135e-4,0.00530588,0.24409,0.0293625,cluster_1,exclude,27
PRJEB9057,SAMEA3334470,Corvus_cornix,missing,DNA_437,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5376632,0.0593229,32924757,3.13117,-0.0200035,0.0137727,0.0118646,0.0414789,2.86498e-4,0.0162207,6.86947e-4,0.00204155,-0.0110163,-2.08711e-4,cluster_1,ingroup,14
PRJEB9057,SAMEA3334465,Corvus_cornix,missing,DNA_431,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5382348,0.059386,32918607,2.6376,-0.0200677,0.0139174,0.0126666,0.0457492,1.87299e-4,0.0207356,-1.799e-4,0.00157084,-0.0368905,-0.00211627,cluster_1,exclude,NA
PRJEB9057,SAMEA3334442,Corvus_cornix,missing,DNA_344,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5483866,0.0605061,32919136,2.69104,-0.0200674,0.0138546,0.0115013,0.0392627,5.4214e-4,0.0122075,-3.36344e-4,-5.67116e-4,-0.0290903,-0.0222302,cluster_1,exclude,20
PRJEB9057,SAMEA3334563,Corvus_dauuricus,missing,DNA_482,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5653571,0.0623785,28225457,2.91302,0.229308,0.0295057,0.159798,-0.0366644,0.316003,-0.0029005,-0.00517956,-0.0314736,-4.45231e-4,-0.00857716,cluster_6,exclude,37
PRJEB9057,SAMEA3334443,Corvus_cornix,missing,DNA_348,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5660635,0.0624565,32917387,2.68498,-0.0199686,0.013521,0.0112994,0.0387862,6.15902e-4,0.0145417,-4.08646e-4,8.0376e-4,-0.0189282,-0.0121791,cluster_1,exclude,32
PRJEB9057,SAMEA3334596,Corvus_corone_orientalis,missing,DNA_355,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5702919,0.062923,13838760,1.54783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334553,Corvus_cornix,missing,DNA_546,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5853624,0.0645858,32921982,2.27586,-0.0201609,0.0137981,0.0120855,0.0438899,2.09898e-4,0.018883,5.78392e-4,0.00230677,-0.0148877,-0.00103911,cluster_1,exclude,13
PRJEB9057,SAMEA3334481,Corvus_cornix,missing,DNA_450,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5877374,0.0648478,32914780,2.69035,-0.0201995,0.0138744,0.0123931,0.0458004,4.66017e-4,0.0211383,3.72473e-4,0.00242864,-0.0375124,-0.00371294,cluster_1,exclude,NA
PRJEB9057,SAMEA3334562,Corvus_dauuricus,missing,DNA_481,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5933860,0.0654711,28225473,2.80632,0.227364,0.0293901,0.156702,-0.037436,0.321555,-0.00426043,-0.00570949,-0.0336867,-5.5141e-4,-0.0132809,cluster_6,exclude,37
PRJEB9057,SAMEA3334495,Corvus_cornix,missing,DNA_466,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5951044,0.0656607,32923648,2.54765,-0.0202552,0.0140992,0.0131842,0.0492037,5.49932e-4,0.024088,6.07698e-4,0.00369131,-0.0625579,-0.00263309,cluster_1,exclude,3
PRJEB9057,SAMEA3334486,Corvus_cornix,missing,DNA_456,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5975368,0.0659291,32917506,2.40592,-0.0201522,0.0137442,0.0131273,0.0471797,3.66519e-4,0.0242744,-5.16957e-4,0.00314137,-0.0455636,-0.00835666,cluster_1,exclude,11
PRJEB9057,SAMEA3334538,Corvus_cornix,missing,DNA_527,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5977111,0.0659483,32921442,2.61367,-0.0202704,0.013991,0.0132941,0.0497987,1.98549e-4,0.0292489,0.00100605,0.00625328,0.234503,0.0341632,cluster_1,exclude,12
PRJEB9057,SAMEA3334441,Corvus_cornix,missing,DNA_343,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5988752,0.0660767,32924632,2.576,-0.0201404,0.0136859,0.0106157,0.0364446,2.14276e-4,0.0110585,7.22855e-4,0.00200333,-0.0127253,-0.0108417,cluster_1,exclude,NA
PRJEB9057,SAMEA3334494,Corvus_cornix,missing,DNA_465,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,5991023,0.0661018,32917036,2.44874,-0.0201893,0.013814,0.0133351,0.0477921,5.48001e-4,0.0245467,-1.63937e-4,0.00284283,-0.05404,-0.00705784,cluster_1,exclude,10
PRJEB9057,SAMEA3334650,Corvus_corone_orientalis,missing,DNA_384,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6002863,0.0662324,13836526,1.17262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,exclude,NA
PRJEB9057,SAMEA3334572,Corvus_dauuricus,missing,DNA_548,NA,NA,NA,GCF_000738735.5,Corvus_cornix_cornix,90633301,0,6004505,0.0662505,28197897,2.50927,0.228558,0.0298512,0.148019,-0.0197682,-0.335179,-0.012666,-0.00386595,-0.0419019,-0.00266589,-0.0128169,cluster_6,exclude,NA
