BioProject,BioSample,Organism,sex,Submitter_Id,Country,Continent,Locality,lat_lon,Ecotype,refGenome,refSpecies,N_DATA,N_GENOTYPES_FILTERED,N_MISS,F_MISS,N_SITES,MEAN_DEPTH,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,SampleType,rel_cluster
PRJNA693136,SAMN17377800,Gasterosteus_aculeatus,male,Jossavannet_5,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4580134,0.0999214,45796715,6.53456,-0.0687394,-0.00960547,0.0250271,0.0143481,0.0210682,-0.00401535,0.369475,0.0762235,0.0477647,-0.078015,cluster_3,ingroup,NA
PRJNA693136,SAMN17377797,Gasterosteus_aculeatus,female,Jossavannet_3,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4581356,0.099948,45797380,6.61169,-0.0668779,-0.00851152,0.0200124,0.0185928,0.0244881,0.00674052,0.383147,0.0673662,0.0403631,-0.0324099,cluster_3,ingroup,NA
PRJNA485717,SAMN09813055,Gasterosteus_aculeatus,unknown,OBSM349,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4588110,0.100095,45781962,4.75085,-0.0645964,-0.00745919,0.0167903,0.0103216,0.0107951,0.00531068,-0.0127753,0.0208486,-0.0191637,0.0644948,cluster_3,ingroup,NA
PRJNA693136,SAMN17377791,Gasterosteus_aculeatus,female,Klubbvatnet_12,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4687681,0.102268,45797006,6.34769,-0.0657933,-0.00898628,0.0203576,0.0185292,0.0254915,-2.56756e-4,0.0442554,-0.348569,-0.0985928,-0.0106715,cluster_3,ingroup,NA
PRJNA485717,SAMN09813074,Gasterosteus_aculeatus,unknown,ARDH6,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4701699,0.102573,45783172,4.46431,-0.0642583,-0.00733083,0.0169364,0.00970148,0.0107419,0.00560896,-0.0121993,0.0191603,-0.0170248,0.061385,cluster_3,ingroup,NA
PRJNA693136,SAMN17377651,Gasterosteus_aculeatus,female,Klubbvatnet_2,Norway,Europe,Klubbvatnet,70.36 N 23.37 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4762537,0.103901,45794969,6.00488,-0.0645711,-0.00913078,0.020358,0.0194356,0.0256192,-4.71418e-4,0.0419726,-0.348377,-0.0946648,-0.00911786,cluster_3,ingroup,NA
PRJNA485717,SAMN09813060,Gasterosteus_aculeatus,unknown,OBSM643,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4874045,0.106333,45777499,4.35662,-0.0659504,-0.00840357,0.021715,0.00487972,0.00724554,-0.00558725,-0.0321463,0.0306976,-0.0109084,0.0172474,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338595,Gasterosteus_aculeatus,female,BS15,Germany,Europe,Eider,54.263617 N 10.040131 E,river,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,4895892,0.10681,45821893,7.12326,-0.0628894,-0.00866575,0.0182431,0.0165748,0.0167445,-0.00331014,-0.0325836,0.0273497,0.0219396,0.0725941,cluster_3,ingroup,NA
PRJNA374462,SAMN06323894,Gasterosteus_aculeatus,female,GOLD_X_2009#02,Canada,North America,GOLD,53.631887767 N 132.053583058 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5011655,0.109336,45829985,7.92285,0.0619903,-0.00967746,-0.0824191,0.0678494,0.0878891,0.0438288,-0.00547588,0.0142556,-0.0319593,-0.0147597,cluster_4,ingroup,NA
PRJNA485717,SAMN09813052,Gasterosteus_aculeatus,unknown,OBSM299,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5055728,0.110297,45779424,4.18357,-0.0639532,-0.00746042,0.0166007,0.00961244,0.00983567,0.00579694,-0.0114095,0.0184745,-0.0172456,0.0633396,cluster_3,ingroup,NA
PRJNA693136,SAMN17377886,Gasterosteus_aculeatus,missing,Altafjord_1,Norway,Europe,Altafjord,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5055759,0.110298,45790938,5.03912,-0.0617051,-0.00733685,0.0155175,0.00954953,0.00881759,0.00482815,0.00164267,0.00279271,-0.0128623,0.0360519,cluster_3,ingroup,NA
PRJNA485717,SAMN09813066,Gasterosteus_aculeatus,unknown,OBSM720,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5138775,0.112109,45777904,4.11952,-0.065447,-0.00826678,0.0209961,0.00336519,0.00570639,-0.00535368,-0.0311151,0.0314927,-0.0104272,0.0154587,cluster_3,ingroup,NA
PRJNA374462,SAMN06323890,Gasterosteus_aculeatus,female,DRIZ_L_2009#15,Canada,North America,DRIZ,53.934427366 N 132.074177561 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5142590,0.112192,45829390,6.90428,0.0499002,-0.00688595,-0.075476,0.0323785,0.035145,0.0175005,0.00159825,-0.0176852,0.0526371,0.0559892,cluster_4,ingroup,NA
PRJNA485717,SAMN09813069,Gasterosteus_aculeatus,unknown,ARDH1,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5230729,0.114115,45778737,3.89195,-0.063865,-0.00754183,0.0157196,0.0105083,0.00999451,0.0050873,-0.0141112,0.0165814,-0.0191066,0.0611865,cluster_3,ingroup,NA
PRJNA485717,SAMN09813058,Gasterosteus_aculeatus,unknown,OBSM637,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5281043,0.115213,45779337,3.99198,-0.0635651,-0.00717939,0.0165097,0.00998513,0.00982858,0.0054792,-0.0150305,0.0180967,-0.0182526,0.0635296,cluster_3,ingroup,NA
PRJNA485717,SAMN09813061,Gasterosteus_aculeatus,unknown,OBSM644,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5300389,0.115635,45779536,4.0509,-0.0641577,-0.00727243,0.0169775,0.0099737,0.01082,0.00569064,-0.0148492,0.0170073,-0.0178034,0.0655513,cluster_3,ingroup,NA
PRJNA485717,SAMN09813049,Gasterosteus_aculeatus,unknown,OBSM295,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5327330,0.116222,45780372,4.00782,-0.0645464,-0.00733787,0.0161855,0.0101558,0.0100367,0.00591805,-0.0162092,0.0206175,-0.0198548,0.0669875,cluster_3,ingroup,NA
PRJNA374462,SAMN06323889,Gasterosteus_aculeatus,female,DRIZ_L_2009#02,Canada,North America,DRIZ,53.934427366 N 132.074177561 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5337291,0.11644,45829137,6.60093,0.050139,-0.00709746,-0.0772624,0.0350747,0.0362702,0.017473,0.0016965,-0.0176794,0.0519197,0.0561363,cluster_4,ingroup,NA
PRJNA374462,SAMN06323908,Gasterosteus_aculeatus,female,MAYR|X|2004#26,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5410814,0.118044,45828982,6.812,0.0470035,-0.00651304,-0.0934548,0.0590557,0.0712918,0.0663821,-0.00548552,0.0286395,-0.0747431,-0.0369283,cluster_4,ingroup,NA
PRJNA485717,SAMN09813051,Gasterosteus_aculeatus,unknown,OBSM298,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5444052,0.118769,45777796,3.86604,-0.0644518,-0.0075264,0.0171484,0.0110528,0.00962189,0.00601699,-0.0114984,0.0171924,-0.0187297,0.0642614,cluster_3,ingroup,NA
PRJNA374462,SAMN06323933,Gasterosteus_aculeatus,female,SPNC_O_2010#14,Canada,North America,SPNC,53.974716204 N 131.781403361 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5449809,0.118894,45828414,6.35475,0.0562844,-0.00792466,-0.0349676,0.0122024,0.00704478,0.00403457,0.00559887,-0.0200923,0.048977,0.0577937,cluster_4,ingroup,NA
PRJNA374462,SAMN06323927,Gasterosteus_aculeatus,female,SKON|X|X#12,Canada,North America,SKON,53.910133626 N 132.030670465 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5458251,0.119079,45828582,4.88418,0.0526233,-0.0073164,-0.0731976,0.036278,0.0380097,0.0143442,-3.08706e-5,-0.0196411,0.0627687,0.048536,cluster_4,ingroup,NA
PRJNA374462,SAMN06323891,Gasterosteus_aculeatus,female,DRIZ_O_2009#03,Canada,North America,DRIZ,53.937475 N 132.061285 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5463343,0.11919,45828996,6.35743,0.0574317,-0.00833573,-0.0647697,0.036033,0.0422564,0.0123058,0.00136716,-0.0225848,0.0645791,0.0633534,cluster_4,ingroup,NA
PRJNA693136,SAMN17377795,Gasterosteus_aculeatus,female,Jossavannet_1,Norway,Europe,Jossavannet,70.27 N 23.47 E,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5468056,0.119292,45791245,4.8058,-0.0674815,-0.00848052,0.020632,0.0195287,0.0246856,0.00706923,0.382734,0.0647107,0.0401634,-0.0334501,cluster_3,ingroup,NA
PRJNA485717,SAMN09813050,Gasterosteus_aculeatus,unknown,OBSM297,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5474098,0.119424,45778641,3.89411,-0.0642067,-0.0072659,0.0164815,0.0104706,0.00816226,0.00542905,-0.0152225,0.0242067,-0.0173462,0.0665128,cluster_3,ingroup,NA
PRJNA485717,SAMN09813078,Gasterosteus_aculeatus,unknown,ARDH24,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5479157,0.119535,45777078,3.74542,-0.0638887,-0.00752231,0.0161152,0.0100836,0.00963839,0.00577218,-0.0128368,0.0161458,-0.0182317,0.0625404,cluster_3,ingroup,NA
PRJEB5198,SAMEA2338575,Gasterosteus_aculeatus,female,BS14,Germany,Europe,Westensee,54.283867 N 9.948808 E,lake,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5482444,0.119606,45819744,6.00692,-0.0618824,-0.008246,0.015979,0.0131354,0.0116723,8.4249e-5,-0.0264526,0.0245794,0.0162778,0.0623926,cluster_3,ingroup,NA
PRJNA374462,SAMN06323930,Gasterosteus_aculeatus,female,SPNC_L_2009#01,Canada,North America,SPNC,53.974716204 N 131.781403361 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5512285,0.120257,45828749,6.10574,0.0414011,-0.00466829,-0.0534742,0.00109886,-0.00814333,0.0208142,0.00820855,-0.017528,0.0336269,0.0566165,cluster_4,ingroup,NA
PRJNA374462,SAMN06323932,Gasterosteus_aculeatus,female,SPNC_O_2010#08,Canada,North America,SPNC,53.974716204 N 131.781403361 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5518454,0.120392,45828680,6.2125,0.0531729,-0.00767224,-0.0421272,0.0133746,0.00843083,0.00452351,0.0053479,-0.0207024,0.0475779,0.0587588,cluster_4,ingroup,NA
PRJNA485717,SAMN09813067,Gasterosteus_aculeatus,unknown,OBSM721,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5523568,0.120504,45775980,3.76793,-0.0643232,-0.00739231,0.0165477,0.00939442,0.00995603,0.0054297,-0.0137117,0.0186694,-0.0184087,0.0623046,cluster_3,ingroup,NA
PRJNA374462,SAMN06323906,Gasterosteus_aculeatus,female,MAYR|X|2004#21,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5531879,0.120685,45828926,5.14949,0.0521915,-0.00760699,-0.0901811,0.0642903,0.0758119,0.0583341,-0.00623541,0.0209319,-0.0533156,-0.0292569,cluster_4,ingroup,NA
PRJNA374462,SAMN06323928,Gasterosteus_aculeatus,female,SLTC|X|X#90458,Canada,North America,SLTC,53.940503904 N 131.931242677 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5545398,0.12098,45829398,4.85947,0.056333,-0.00768667,-0.0629041,0.0284684,0.0312742,8.24921e-4,0.00425733,-0.0255623,0.0720346,0.0397437,cluster_4,ingroup,NA
PRJNA374462,SAMN06323888,Gasterosteus_aculeatus,female,DRIZ_I_2010#01,Canada,North America,DRIZ,53.929314857 N 132.076985378 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5608496,0.122356,45829484,7.34404,0.0590468,-0.00832041,-0.0624097,0.0362999,0.0443399,0.0131588,0.00193974,-0.0236473,0.0707074,0.0684866,cluster_4,ingroup,NA
PRJNA485717,SAMN09813071,Gasterosteus_aculeatus,unknown,ARDH3,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5610077,0.122391,45773259,3.59705,-0.0643773,-0.00803653,0.0199948,0.00425006,0.00657907,-0.00456227,-0.030812,0.0266742,-0.00939232,0.0163044,cluster_3,ingroup,NA
PRJNA485717,SAMN09813053,Gasterosteus_aculeatus,unknown,OBSM302,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5628601,0.122795,45777419,3.65852,-0.0646289,-0.00750675,0.0171302,0.0101516,0.010163,0.00587761,-0.012735,0.020897,-0.0180557,0.0667308,cluster_3,ingroup,NA
PRJNA485717,SAMN09813076,Gasterosteus_aculeatus,unknown,ARDH8,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5639721,0.123038,45775375,3.69646,-0.0648387,-0.00831559,0.0211825,0.00500464,0.00611639,-0.00504687,-0.0294641,0.0274991,-0.0103482,0.0121547,cluster_3,ingroup,NA
PRJNA374462,SAMN06323931,Gasterosteus_aculeatus,female,SPNC_L_2009#02,Canada,North America,SPNC,53.974716204 N 131.781403361 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5648760,0.123235,45828663,6.25927,0.0400743,-0.00482512,-0.0538606,-8.45995e-4,-0.00975549,0.021846,0.00895661,-0.0176115,0.030632,0.0524976,cluster_4,ingroup,NA
PRJNA374462,SAMN06323914,Gasterosteus_aculeatus,female,RDSP|X|2012#70307,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5710027,0.124571,45828653,5.56577,0.0544847,-0.00858658,-0.092835,0.0699258,0.0862676,0.0610004,-0.00747462,0.0234427,-0.0613027,-0.0345294,cluster_4,ingroup,NA
PRJNA485717,SAMN09813059,Gasterosteus_aculeatus,unknown,OBSM642,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5716649,0.124716,45779872,3.72034,-0.0643985,-0.00729441,0.0164934,0.00994161,0.00986182,0.00689941,-0.0127615,0.0197767,-0.0176583,0.0651271,cluster_3,ingroup,NA
PRJNA374462,SAMN06323887,Gasterosteus_aculeatus,female,DAWS_X_2009#02,Canada,North America,DAWS,53.225721945 N 132.476814402 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5734628,0.125108,45828172,6.38483,0.00743723,0.00180056,-0.0422999,-0.0596341,-0.0881156,0.0364828,0.0112273,0.0013731,-0.0278592,0.0246734,cluster_1,ingroup,NA
PRJNA374462,SAMN06323925,Gasterosteus_aculeatus,female,SDPY_X_2006#24,Canada,North America,SDPY,54.0277 N 131.7599 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5762579,0.125718,45829056,6.77618,0.0680188,-0.0103389,1.04906e-4,0.00862135,0.0108449,5.93607e-4,0.00951132,-0.0255676,0.0453533,0.085556,cluster_4,ingroup,NA
PRJNA374462,SAMN06323892,Gasterosteus_aculeatus,female,EDEN_X_2010#01,Canada,North America,EDEN,53.85098257 N 132.745284302 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5764930,0.125769,45828610,6.517,0.0326374,-0.00367299,-0.0540271,-0.0123662,-0.0322029,0.0129326,0.00561699,-0.0188416,0.039448,0.0313541,cluster_4,ingroup,NA
PRJNA374462,SAMN06323896,Gasterosteus_aculeatus,male,LAUR|X|1993#9_5,Canada,North America,LAUR,53.929794435 N 132.026397308 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5774808,0.125985,45829901,6.32812,0.0543972,-0.00838572,-0.0660919,0.0307921,0.0370724,0.00289698,-0.0170999,-0.0114184,0.0773929,0.00465593,cluster_4,ingroup,NA
PRJNA374462,SAMN06323929,Gasterosteus_aculeatus,female,SLVR|X|2009#29996,Canada,North America,SLVR,54.103117883 N 131.685371428 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5783950,0.126184,45827862,4.30631,0.0684628,-0.0110415,0.00483332,0.0103139,0.00892478,-0.00125028,0.0105612,-0.019857,0.037806,0.0682299,cluster_4,ingroup,NA
PRJNA374462,SAMN06323907,Gasterosteus_aculeatus,female,MAYR|X|2004#24,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5786360,0.126237,45829843,6.14512,0.0502832,-0.00749417,-0.0934863,0.0634119,0.076462,0.0609184,-0.00620549,0.0237056,-0.0633185,-0.0334617,cluster_4,ingroup,NA
PRJNA374462,SAMN06323923,Gasterosteus_aculeatus,female,RDSP|X|2012#70385,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5872105,0.128107,45828462,5.20197,0.0544357,-0.00839597,-0.0942843,0.0697948,0.0880364,0.0665881,-0.00814795,0.0256887,-0.0626249,-0.0348341,cluster_4,ingroup,NA
PRJNA374462,SAMN06323922,Gasterosteus_aculeatus,female,RDSP|X|2012#70368,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5878154,0.128239,45828397,5.046,0.0523668,-0.00782935,-0.0919843,0.0677431,0.0816263,0.0590792,-0.00726614,0.0236425,-0.0612954,-0.0329553,cluster_4,ingroup,NA
PRJNA374462,SAMN06323904,Gasterosteus_aculeatus,female,MAYR|X|2004#14,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5880937,0.1283,45829196,5.57545,0.0525509,-0.00783439,-0.0899807,0.0633655,0.0772529,0.0599518,-0.00671689,0.0231423,-0.0560982,-0.0285696,cluster_4,ingroup,NA
PRJNA485717,SAMN09813068,Gasterosteus_aculeatus,unknown,OBSM722,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5882331,0.12833,45775655,3.51606,-0.0634053,-0.00724444,0.0161718,0.0100103,0.0104852,0.00624039,-0.0163495,0.0214164,-0.0173044,0.0594506,cluster_3,ingroup,NA
PRJNA485717,SAMN09813072,Gasterosteus_aculeatus,unknown,ARDH4,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5893710,0.128579,45774997,3.46767,-0.0636737,-0.00733058,0.0158773,0.0103837,0.00961448,0.00597219,-0.0129381,0.0158716,-0.0180833,0.0594741,cluster_3,ingroup,NA
PRJNA387728,SAMN07162967,Gasterosteus_aculeatus,female,Bamfield,Canada,North America,Bamfield,48.824876 N 125.1363 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5901662,0.128752,45814274,3.5663299999999998,0.00857768,0.00220747,-0.0422468,-0.0618698,-0.0975986,0.0385251,0.011497,0.00879731,-0.0461625,0.0135117,cluster_1,ingroup,NA
PRJNA374462,SAMN06323882,Gasterosteus_aculeatus,female,BOUL_X_2010#01,Canada,North America,BOUL,53.783625751 N 132.100340209 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5911204,0.12896,45829386,6.32653,0.0523597,-0.00853287,-0.0780617,0.0446074,0.0469185,0.0239168,-0.00147185,-0.0137153,0.0436824,0.0320498,cluster_4,ingroup,NA
PRJNA374462,SAMN06323899,Gasterosteus_aculeatus,female,MAYR_X_2009#11,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5932791,0.129431,45828746,5.08015,0.0483145,-0.0070333,-0.0919681,0.0603466,0.0710101,0.0645817,-0.00664791,0.0240545,-0.0667852,-0.0344153,cluster_4,ingroup,NA
PRJNA374462,SAMN06323913,Gasterosteus_aculeatus,female,RDSP_X_2010#02,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,5943214,0.129659,45828911,6.32686,0.052854,-0.00807825,-0.0930171,0.0684432,0.0846435,0.0617394,-0.00759569,0.025394,-0.0666296,-0.0358392,cluster_4,ingroup,NA
PRJNA374462,SAMN06323897,Gasterosteus_aculeatus,female,LUTE|X|2003#76_4,Canada,North America,LUTE,52.336771878 N 131.370217351 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6024391,0.13143,45828920,4.74138,0.0397197,-0.00506681,-0.0337988,-0.0187155,-0.0358477,0.00561583,0.00990433,-0.0221402,0.0403916,0.0400777,cluster_4,ingroup,NA
PRJNA374462,SAMN06323902,Gasterosteus_aculeatus,female,MAYR|X|2004#09,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6051235,0.132015,45829444,5.90888,0.0558428,-0.00860378,-0.0873497,0.0641751,0.0821353,0.0536116,-0.00621327,0.0178731,-0.0458763,-0.0259069,cluster_4,ingroup,NA
PRJNA374462,SAMN06323934,Gasterosteus_aculeatus,female,STIU_X_2009#03,Canada,North America,STIU,53.244507898 N 132.588068083 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6059497,0.132196,45828306,5.73714,0.0167388,-6.0942e-4,-0.0446108,-0.0447119,-0.0773978,0.0233675,0.00769069,-0.0131257,0.0166342,0.0382261,cluster_1,ingroup,NA
PRJNA374462,SAMN06323924,Gasterosteus_aculeatus,female,ROUG|X|2000#f03,Canada,North America,ROUG,54.033414516 N 131.87631256 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6066676,0.132352,45829009,5.41251,0.0723433,-0.0111692,0.00509482,0.0135851,0.0199589,0.00290131,0.00789924,-0.0231211,0.0458913,0.0880998,cluster_4,ingroup,NA
PRJNA374462,SAMN06323903,Gasterosteus_aculeatus,female,MAYR|X|2004#13,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6082657,0.132701,45829893,6.79324,0.0546686,-0.00810066,-0.0915031,0.0658921,0.0816515,0.0558528,-0.00666518,0.0202832,-0.0502796,-0.0293852,cluster_4,ingroup,NA
PRJNA374462,SAMN06323926,Gasterosteus_aculeatus,female,SKID_X_2009#01,Canada,North America,SKID,53.099731997 N 131.916021266 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6121675,0.133552,45828190,5.35549,0.0486942,-0.00651623,-0.0589548,0.0139497,0.00679924,-0.00128397,0.00440086,-0.0199852,0.0496368,0.0225333,cluster_4,ingroup,NA
PRJNA374462,SAMN06323910,Gasterosteus_aculeatus,female,MDPC_X_1993#01,Canada,North America,MDPC,45 N 174 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6122441,0.133569,45828024,6.06715,0.00360408,0.00220745,-0.0421522,-0.0697229,-0.0914776,0.0370584,0.0119439,-0.00450571,-0.0152061,0.0439917,cluster_1,ingroup,NA
PRJNA374462,SAMN06323911,Gasterosteus_aculeatus,female,MNYN|X|X#29997,Canada,North America,MNYN,53.599066419 N 132.963419768 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6123201,0.133585,45827750,4.13248,0.038835,-0.0053089,-0.0433011,-0.0146322,-0.0369887,-0.00143514,0.0085747,-0.0266274,0.0611143,0.0464423,cluster_4,ingroup,NA
PRJNA374462,SAMN06323879,Gasterosteus_aculeatus,female,ANSR_X_2009#01,Canada,North America,ANSR,54.11632135 N 131.68673362 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6133984,0.133821,45827701,5.93864,0.0699134,-0.0109035,0.00499108,0.0118179,0.0107531,0.00117925,0.009587,-0.0211119,0.0360264,0.0705997,cluster_4,ingroup,NA
PRJNA374462,SAMN06323886,Gasterosteus_aculeatus,female,DARW_X_2009#03,Canada,North America,DARW,52.553616267 N 131.645954237 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6164405,0.134484,45827305,5.35812,0.011093,7.24834e-4,-0.0418482,-0.0539641,-0.0855516,0.0341996,0.0100448,-0.00456794,-0.0166021,0.0264869,cluster_1,ingroup,NA
PRJNA374462,SAMN06323918,Gasterosteus_aculeatus,female,RDSP|X|2012#70337,Canada,North America,RDSP,53.624899798 N 132.036489197 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6212699,0.135538,45827987,5.11674,0.0536648,-0.00827871,-0.0925012,0.0700939,0.0846222,0.0621252,-0.00749147,0.0282992,-0.0686932,-0.0353627,cluster_4,ingroup,NA
PRJNA485717,SAMN09813075,Gasterosteus_aculeatus,unknown,ARDH7,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6217823,0.13565,45769998,3.2753,-0.0655798,-0.0084004,0.0205368,0.00460645,0.00711313,-0.00403489,-0.0326274,0.0292381,-0.0113979,0.0121165,cluster_3,ingroup,NA
PRJNA374462,SAMN06323884,Gasterosteus_aculeatus,female,BRNT_X_2009#05,Canada,North America,BRNT,53.967297303 N 132.017326469 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6226768,0.135845,45829161,5.84626,0.0541254,-0.00737864,-0.0632837,0.0293138,0.0291888,0.00758342,0.00212542,-0.0233378,0.0671555,0.04421,cluster_4,ingroup,NA
PRJNA485717,SAMN09813073,Gasterosteus_aculeatus,unknown,ARDH5,Scotland,Europe,ARDH,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6250967,0.136373,45775765,3.3171,-0.0644256,-0.00764638,0.0167841,0.0104472,0.0100068,0.00559278,-0.0118293,0.0166496,-0.0179836,0.0597171,cluster_3,ingroup,NA
PRJNA374462,SAMN06323901,Gasterosteus_aculeatus,female,MAYR|X|2004#04,Canada,North America,MAYR,53.657404509 N 132.062371212 W,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6257627,0.136518,45827651,3.9734,0.0500736,-0.00767914,-0.0895755,0.0618142,0.0713386,0.0573975,-0.00558219,0.0234853,-0.0576195,-0.0305647,cluster_4,ingroup,NA
PRJNA485717,SAMN09813065,Gasterosteus_aculeatus,unknown,OBSM719,Scotland,Europe,OBSM,NA,marine,GCA_000180675.1,Gasterosteus_aculeatus,45837384,0,6277040,0.136941,45770619,3.32095,-0.0656106,-0.00817692,0.0212737,0.00436625,0.00642984,-0.00489287,-0.0319,0.0311247,-0.0129485,0.0168893,cluster_3,ingroup,NA
