BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	Strain	Breed	Cultivar	common	Treatment
PRJNA325126	SRR4017510	WGS	302	5220548368	SAMN05223508	2120371060	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011312	NextSeq 500	721	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23584_HGMNWBGXX_721_CGTACG_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	721_R1	NA
PRJNA325126	SRR4017511	WGS	302	5763136970	SAMN05223518	2344998409	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011313	NextSeq 500	725	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23585_HGMNWBGXX_725_GAGTGG_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	725_R1	NA
PRJNA325126	SRR4017513	WGS	302	5348513922	SAMN05223489	2168144928	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011314	NextSeq 500	733	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23586_HGMNWBGXX_733_ACTGAT_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	733_R1	NA
PRJNA325126	SRR4017514	WGS	302	5356684532	SAMN05223512	2193074397	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011315	NextSeq 500	738	PAIRED	RANDOM	GENOMIC	Vermivora_chrysoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23587_HGMNWBGXX_738_ATTCCT_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	738_R1	NA
PRJNA325126	SRR4017515	WGS	302	4842280382	SAMN05223492	1974802903	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011316	NextSeq 500	708	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23567_HGMNWBGXX_708_TGACCA_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	708_R1	NA
PRJNA325126	SRR4017516	WGS	302	5275619880	SAMN05223501	2141967202	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011317	NextSeq 500	709	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23568_HGMNWBGXX_709_ACAGTG_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	709_R1	NA
PRJNA325126	SRR4017517	WGS	302	6220412686	SAMN05223528	2531146412	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011318	NextSeq 500	720	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23569_HGMNWBGXX_720_GCCAAT_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	720_R1	NA
PRJNA325126	SRR4017518	WGS	302	5592992888	SAMN05223509	2252697959	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011319	NextSeq 500	724	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23570_HGMNWBGXX_724_CAGATC_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	724_R1	NA
PRJNA325126	SRR4017519	WGS	302	6326140470	SAMN05223523	2564701741	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011320	NextSeq 500	741	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23571_HGMNWBGXX_741_ACTTGA_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	741_R1	NA
PRJNA325126	SRR4017520	WGS	302	5286955450	SAMN05223506	2148211135	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011321	NextSeq 500	742	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23572_HGMNWBGXX_742_GATCAG_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	742_R1	NA
PRJNA325126	SRR4017521	WGS	302	6095202882	SAMN05223519	2479413804	CORNELL LAB OF ORNITHOLOGY	public	fastq,sra,unknown_contigs	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2011322	NextSeq 500	743	PAIRED	RANDOM	GENOMIC	Vermivora_cyanoptera	ILLUMINA	2016-09-23T00:00:00Z	5512_3270_23573_HGMNWBGXX_743_TAGCTT_R1	SRP081220	Model organism or animal	male	blood	not applicable	adult	not applicable	not applicable	not applicable	not applicable	743_R1	NA
