BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Strain	Breed	Cultivar
PRJNA612146	SRR12601867	WGS	300	7278320700	SAMN14363120	3046913178	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085525	Illumina HiSeq 4000	42	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_8	SRP280296	Model organism or animal	missing	muscle-42	Not applicable	missing	missing-42	Xiamen\, China	Not applicable	Not applicable	Not applicable-42
PRJNA612146	SRR12601868	WGS	300	7674153300	SAMN14363119	3203158585	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085524	Illumina HiSeq 4000	41	PAIRED	RANDOM	GENOMIC	Hippocampus_barbouri	ILLUMINA	2020-09-06T00:00:00Z	Hbb_7	SRP280296	Model organism or animal	missing	muscle-41	Not applicable	missing	missing-41	Xiamen\, China	Not applicable	Not applicable	Not applicable-41
PRJNA612146	SRR12601870	WGS	300	7981788000	SAMN14363278	3166057492	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085522	Illumina HiSeq 4000	200	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S23	SRP280296	Model organism or animal	missing	muscle-200	Not applicable	missing	missing-200	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-200
PRJNA612146	SRR12601872	WGS	300	7097313900	SAMN14363276	2849482447	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085520	Illumina HiSeq 4000	198	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S21	SRP280296	Model organism or animal	missing	muscle-198	Not applicable	missing	missing-198	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-198
PRJNA612146	SRR12601874	WGS	300	7203917100	SAMN14363274	2914273330	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085518	Illumina HiSeq 4000	196	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S19	SRP280296	Model organism or animal	missing	muscle-196	Not applicable	missing	missing-196	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-196
PRJNA612146	SRR12601877	WGS	300	7198565400	SAMN14363271	2862411953	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085515	Illumina HiSeq 4000	193	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S15	SRP280296	Model organism or animal	missing	muscle-193	Not applicable	missing	missing-193	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-193
PRJNA612146	SRR12601880	WGS	300	20244276900	SAMN14363098	7486482919	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085512	Illumina HiSeq 4000	20	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_4	SRP280296	Model organism or animal	missing	muscle-20	Not applicable	missing	missing-20	Luanda\, Angola	Not applicable	Not applicable	Not applicable-20
PRJNA612146	SRR12601881	WGS	300	8869221600	SAMN14363268	3495187490	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085511	Illumina HiSeq 4000	190	PAIRED	RANDOM	GENOMIC	Hippocampus_jayakari	ILLUMINA	2020-09-06T00:00:00Z	Hjk_S11	SRP280296	Model organism or animal	missing	muscle-190	Not applicable	missing	missing-190	Abu Dhabi\, United Arab Emirates	Not applicable	Not applicable	Not applicable-190
PRJNA612146	SRR12601883	WGS	300	9840478200	SAMN14363266	3959306418	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085509	Illumina HiSeq 4000	188	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_S2	SRP280296	Model organism or animal	missing	muscle-188	Not applicable	missing	missing-188	Lima\, Peru	Not applicable	Not applicable	Not applicable-188
PRJNA612146	SRR12601885	WGS	300	9909253800	SAMN14363264	3829689552	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085507	Illumina HiSeq 4000	186	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_22	SRP280296	Model organism or animal	missing	muscle-186	Not applicable	missing	missing-186	Lima\, Peru	Not applicable	Not applicable	Not applicable-186
PRJNA612146	SRR12601888	WGS	300	6932355000	SAMN14363261	2776296650	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085504	Illumina HiSeq 4000	183	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_18	SRP280296	Model organism or animal	missing	muscle-183	Not applicable	missing	missing-183	Lima\, Peru	Not applicable	Not applicable	Not applicable-183
PRJNA612146	SRR12601890	WGS	300	6165706500	SAMN14363259	2282903503	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085502	Illumina HiSeq 4000	181	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_16	SRP280296	Model organism or animal	missing	muscle-181	Not applicable	missing	missing-181	Lima\, Peru	Not applicable	Not applicable	Not applicable-181
PRJNA612146	SRR12601892	WGS	300	12681597600	SAMN14363258	5175920889	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085500	Illumina HiSeq 4000	180	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_14	SRP280296	Model organism or animal	missing	muscle-180	Not applicable	missing	missing-180	Lima\, Peru	Not applicable	Not applicable	Not applicable-180
PRJNA612146	SRR12601894	WGS	300	8909460900	SAMN14363256	3600569209	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085498	Illumina HiSeq 4000	178	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_12	SRP280296	Model organism or animal	missing	muscle-178	Not applicable	missing	missing-178	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-178
PRJNA612146	SRR12601900	WGS	300	7129297500	SAMN14363250	2886381428	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085492	Illumina HiSeq 4000	172	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_5	SRP280296	Model organism or animal	missing	muscle-172	Not applicable	missing	missing-172	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-172
PRJNA612146	SRR12601902	WGS	300	9515171700	SAMN14363096	3821598704	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085490	Illumina HiSeq 4000	18	PAIRED	RANDOM	GENOMIC	Hippocampus_algiricus	ILLUMINA	2020-09-06T00:00:00Z	Hag_2	SRP280296	Model organism or animal	missing	muscle-18	Not applicable	missing	missing-18	Luanda\, Angola	Not applicable	Not applicable	Not applicable-18
PRJNA612146	SRR12601904	WGS	300	6361417800	SAMN14363247	2604491585	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085488	Illumina HiSeq 4000	169	PAIRED	RANDOM	GENOMIC	Hippocampus_ingens	ILLUMINA	2020-09-06T00:00:00Z	Hig_1	SRP280296	Model organism or animal	missing	muscle-169	Not applicable	missing	missing-169	Puerto Vallarta\, Jalisco\, Mexico	Not applicable	Not applicable	Not applicable-169
PRJNA612146	SRR12601906	WGS	300	8184579300	SAMN14363212	3335038311	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085486	Illumina HiSeq 4000	134	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_4	SRP280296	Model organism or animal	missing	muscle-134	Not applicable	missing	missing-134	Las Palmas\, Spain	Not applicable	Not applicable	Not applicable-134
PRJNA612146	SRR12601908	WGS	300	7527089400	SAMN14363210	3070334447	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085484	Illumina HiSeq 4000	132	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_2	SRP280296	Model organism or animal	missing	muscle-132	Not applicable	missing	missing-132	Las Palmas\, Spain	Not applicable	Not applicable	Not applicable-132
PRJNA612146	SRR12601911	WGS	300	6902451300	SAMN14363208	2799510199	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085481	Illumina HiSeq 4000	130	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_S8	SRP280296	Model organism or animal	missing	muscle-130	Not applicable	missing	missing-130	Durban\, South Africa	Not applicable	Not applicable	Not applicable-130
PRJNA612146	SRR12601913	WGS	300	12802177500	SAMN14363206	4734561529	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085479	Illumina HiSeq 4000	128	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_71	SRP280296	Model organism or animal	missing	muscle-128	Not applicable	missing	missing-128	Durban\, South Africa	Not applicable	Not applicable	Not applicable-128
PRJNA612146	SRR12601916	WGS	300	7058944500	SAMN14363203	2947210849	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085476	Illumina HiSeq 4000	125	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_56	SRP280296	Model organism or animal	missing	muscle-125	Not applicable	missing	missing-125	Durban\, South Africa	Not applicable	Not applicable	Not applicable-125
PRJNA612146	SRR12601918	WGS	300	25574000700	SAMN14363201	10709411823	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085474	Illumina HiSeq 4000	123	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_48	SRP280296	Model organism or animal	missing	muscle-123	Not applicable	missing	missing-123	Durban\, South Africa	Not applicable	Not applicable	Not applicable-123
PRJNA612146	SRR12601920	WGS	300	5499676200	SAMN14363199	2325705130	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085472	Illumina HiSeq 4000	121	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_44	SRP280296	Model organism or animal	missing	muscle-121	Not applicable	missing	missing-121	Durban\, South Africa	Not applicable	Not applicable	Not applicable-121
PRJNA612146	SRR12601922	WGS	300	7032873000	SAMN14363198	2999027707	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085470	Illumina HiSeq 4000	120	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_39	SRP280296	Model organism or animal	missing	muscle-120	Not applicable	missing	missing-120	Durban\, South Africa	Not applicable	Not applicable	Not applicable-120
PRJNA612146	SRR12601924	WGS	300	5833068900	SAMN14363196	2461661330	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085468	Illumina HiSeq 4000	118	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_36	SRP280296	Model organism or animal	missing	muscle-118	Not applicable	missing	missing-118	Durban\, South Africa	Not applicable	Not applicable	Not applicable-118
PRJNA612146	SRR12601926	WGS	300	6974079900	SAMN14363194	2917217036	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085466	Illumina HiSeq 4000	116	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_23	SRP280296	Model organism or animal	missing	muscle-116	Not applicable	missing	missing-116	Durban\, South Africa	Not applicable	Not applicable	Not applicable-116
PRJNA612146	SRR12601928	WGS	300	7668154800	SAMN14363192	2889645155	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085464	Illumina HiSeq 4000	114	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_5	SRP280296	Model organism or animal	missing	muscle-114	Not applicable	missing	missing-114	Durban\, South Africa	Not applicable	Not applicable	Not applicable-114
PRJNA612146	SRR12601930	WGS	300	6852150600	SAMN14363190	2597828656	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085462	Illumina HiSeq 4000	112	PAIRED	RANDOM	GENOMIC	Hippocampus_fuscus	ILLUMINA	2020-09-06T00:00:00Z	Hfc_2	SRP280296	Model organism or animal	missing	muscle-112	Not applicable	missing	missing-112	Durban\, South Africa	Not applicable	Not applicable	Not applicable-112
PRJNA612146	SRR12601931	WGS	300	8900226300	SAMN14363189	3591412669	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085461	Illumina HiSeq 4000	111	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_S2	SRP280296	Model organism or animal	missing	muscle-111	Not applicable	missing	missing-111	Tampa\, US	Not applicable	Not applicable	Not applicable-111
PRJNA612146	SRR12601933	WGS	300	7834374000	SAMN14363188	3131764144	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085459	Illumina HiSeq 4000	110	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_S1	SRP280296	Model organism or animal	missing	muscle-110	Not applicable	missing	missing-110	Tampa\, US	Not applicable	Not applicable	Not applicable-110
PRJNA612146	SRR12601934	WGS	300	10385603700	SAMN14363187	4049670881	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085458	Illumina HiSeq 4000	109	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_20	SRP280296	Model organism or animal	missing	muscle-109	Not applicable	missing	missing-109	Palm Bay\, US	Not applicable	Not applicable	Not applicable-109
PRJNA612146	SRR12601936	WGS	300	7676602500	SAMN14363185	3033316899	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085456	Illumina HiSeq 4000	107	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_18	SRP280296	Model organism or animal	missing	muscle-107	Not applicable	missing	missing-107	Palm Bay\, US	Not applicable	Not applicable	Not applicable-107
PRJNA612146	SRR12601937	WGS	300	9685836600	SAMN14363184	3743835654	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085455	Illumina HiSeq 4000	106	PAIRED	RANDOM	GENOMIC	Hippocampus_erectus	ILLUMINA	2020-09-06T00:00:00Z	Het_17	SRP280296	Model organism or animal	missing	muscle-106	Not applicable	missing	missing-106	Palm Bay\, US	Not applicable	Not applicable	Not applicable-106
PRJNA612146	SRR12601943	WGS	300	8403270300	SAMN14363244	3321337026	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085449	Illumina HiSeq 4000	166	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_20	SRP280296	Model organism or animal	missing	muscle-166	Not applicable	missing	missing-166	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-166
PRJNA612146	SRR12601945	WGS	300	19964032500	SAMN14363242	8048783738	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085447	Illumina HiSeq 4000	164	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_18	SRP280296	Model organism or animal	missing	muscle-164	Not applicable	missing	missing-164	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-164
PRJNA612146	SRR12601947	WGS	300	8482077000	SAMN14363240	3549139308	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085445	Illumina HiSeq 4000	162	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_16	SRP280296	Model organism or animal	missing	muscle-162	Not applicable	missing	missing-162	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-162
PRJNA612146	SRR12601951	WGS	300	6592311600	SAMN14363237	2731925901	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085441	Illumina HiSeq 4000	159	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_13	SRP280296	Model organism or animal	missing	muscle-159	Not applicable	missing	missing-159	Brunei Bay\, Philippines	Not applicable	Not applicable	Not applicable-159
PRJNA612146	SRR12601953	WGS	300	8158519200	SAMN14363235	3413473161	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085439	Illumina HiSeq 4000	157	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_11	SRP280296	Model organism or animal	missing	muscle-157	Not applicable	missing	missing-157	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-157
PRJNA612146	SRR12601955	WGS	300	6506812500	SAMN14363233	2716801716	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085437	Illumina HiSeq 4000	155	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_9	SRP280296	Model organism or animal	missing	muscle-155	Not applicable	missing	missing-155	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-155
PRJNA612146	SRR12601956	WGS	300	6907517700	SAMN14363232	2872048618	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085436	Illumina HiSeq 4000	154	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_8	SRP280296	Model organism or animal	missing	muscle-154	Not applicable	missing	missing-154	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-154
PRJNA612146	SRR12601958	WGS	300	8151379800	SAMN14363230	3388335313	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085434	Illumina HiSeq 4000	152	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_6	SRP280296	Model organism or animal	missing	muscle-152	Not applicable	missing	missing-152	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-152
PRJNA612146	SRR12601959	WGS	300	7380688800	SAMN14363229	3069956926	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085433	Illumina HiSeq 4000	151	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_5	SRP280296	Model organism or animal	missing	muscle-151	Not applicable	missing	missing-151	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-151
PRJNA612146	SRR12601960	WGS	300	10446940500	SAMN14363094	4223885597	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085432	Illumina HiSeq 4000	16	PAIRED	RANDOM	GENOMIC	Hippocampus_abdominalis	ILLUMINA	2020-09-06T00:00:00Z	Had_S6	SRP280296	Model organism or animal	missing	muscle-16	Not applicable	missing	missing-16	Tasmania\, Austrialia	Not applicable	Not applicable	Not applicable-16
PRJNA612146	SRR12601961	WGS	300	6312401100	SAMN14363228	2652369825	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085431	Illumina HiSeq 4000	150	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_4	SRP280296	Model organism or animal	missing	muscle-150	Not applicable	missing	missing-150	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-150
PRJNA612146	SRR12601963	WGS	300	6272222400	SAMN14363226	2613575302	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085429	Illumina HiSeq 4000	148	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_2	SRP280296	Model organism or animal	missing	muscle-148	Not applicable	missing	missing-148	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-148
PRJNA612146	SRR12601964	WGS	300	6106449300	SAMN14363225	2558486250	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085428	Illumina HiSeq 4000	147	PAIRED	RANDOM	GENOMIC	Hippocampus_histrix	ILLUMINA	2020-09-06T00:00:00Z	Hht_1	SRP280296	Model organism or animal	missing	muscle-147	Not applicable	missing	missing-147	Nha Trang\, Vietnum	Not applicable	Not applicable	Not applicable-147
PRJNA612146	SRR12601966	WGS	300	13450940100	SAMN14363223	5655419158	SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CHINESE ACADEMY OF SCIENCES	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9085426	Illumina HiSeq 4000	145	PAIRED	RANDOM	GENOMIC	Hippocampus_hippocampus	ILLUMINA	2020-09-06T00:00:00Z	Hhc_19	SRP280296	Model organism or animal	missing	muscle-145	Not applicable	missing	missing-145	Tunis\, Tunisia	Not applicable	Not applicable	Not applicable-145
