BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	ArrayExpress-SPECIES	Subject_ID	Alias	ENA_CHECKLIST
PRJEB15289	ERR1743780	WGS	302	21708908506	SAMEA4033340	9623375100	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812986	HiSeq X Ten	DN461383W:F2	PAIRED	RANDOM	GENOMIC	Haplochromis_tweddlei	ILLUMINA	2016-11-30T00:00:00Z	SAMEA4033340	ERP017005	missing	ERS1204450	2016-11-29	2018-11-16	NA	NA	SC	2016-11-29T09:32:26Z	2016-06-14T15:58:52Z	public	ERS1204450	CICHM16429778	NA	NA	e25e09d0-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1743781	WGS	302	21275424048	SAMEA4033341	9394202019	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812987	HiSeq X Ten	DN461383W:G2	PAIRED	RANDOM	GENOMIC	Astatotilapia_bloyeti	ILLUMINA	2016-11-30T00:00:00Z	SAMEA4033341	ERP017005	missing	ERS1204451	2016-11-29	2018-11-16	NA	NA	SC	2016-11-29T09:32:26Z	2016-06-14T15:58:52Z	public	ERS1204451	CICHM16429779	NA	NA	e2692d60-2348-11e6-a63e-3c4a9275d6c8	ERC000011
PRJEB15289	ERR1743783	WGS	302	26708064298	SAMEA4051560	11531634114	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1812989	HiSeq X Ten	DN461383W:A3	PAIRED	RANDOM	GENOMIC	Lethrinops_gossei	ILLUMINA	2016-11-30T00:00:00Z	e2842f70-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-11-29	2018-11-16	2016-11-29	2019-07-23	NA	NA	NA	NA	NA	NA	Lethrinops gossei	NA	NA	NA
PRJEB15289	ERR1749396	WGS	302	25012334600	SAMEA4032033	11452982780	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818576	HiSeq X Ten	DN461233J:A1	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c97c1ab0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749397	WGS	302	28152291114	SAMEA4033247	12702777538	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818577	HiSeq X Ten	DN461233J:B1	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c997e010-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749398	WGS	302	27622558652	SAMEA4032034	12594825525	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818578	HiSeq X Ten	DN461233J:C1	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c9ae7550-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749399	WGS	302	30170849450	SAMEA4033248	13667878351	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818579	HiSeq X Ten	DN461233J:D1	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c9b81240-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749403	WGS	302	34090634290	SAMEA4033250	15637077341	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818583	HiSeq X Ten	DN461233J:H1	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c9dadc80-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749406	WGS	302	28347679376	SAMEA4032038	12746191494	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818586	HiSeq X Ten	DN461233J:C2	PAIRED	RANDOM	GENOMIC	Petrotilapia_genalutea	ILLUMINA	2016-12-07T00:00:00Z	c9f5b780-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Petrotilapia genalutea	NA	NA	NA
PRJEB15289	ERR1749410	WGS	302	30626780662	SAMEA4032040	13458317623	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818590	HiSeq X Ten	DN461233J:G2	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca1833a0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749411	WGS	302	33000460798	SAMEA4033254	14379741254	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818591	HiSeq X Ten	DN461233J:H2	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca20bf20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749413	WGS	302	27986162726	SAMEA4033255	12523634026	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818593	HiSeq X Ten	DN461233J:B3	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca31fd30-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749419	WGS	302	29488970898	SAMEA4032108	13059174887	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818599	HiSeq X Ten	DN461234K:C4	PAIRED	RANDOM	GENOMIC	Buccochromis_nototaenia	ILLUMINA	2016-12-07T00:00:00Z	d6c60d20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Buccochromis nototaenia	NA	NA	NA
PRJEB15289	ERR1749421	WGS	302	31505152192	SAMEA4032109	14219542455	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818601	HiSeq X Ten	DN461234K:E4	PAIRED	RANDOM	GENOMIC	Protomelas_similis	ILLUMINA	2016-12-07T00:00:00Z	d6e26ec0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas similis	NA	NA	NA
PRJEB15289	ERR1749423	WGS	302	28527923546	SAMEA4032110	12730153831	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818603	HiSeq X Ten	DN461234K:G4	PAIRED	RANDOM	GENOMIC	Protomelas_similis	ILLUMINA	2016-12-07T00:00:00Z	d6fbc320-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas similis	NA	NA	NA
PRJEB15289	ERR1749425	WGS	302	31275921206	SAMEA4032111	13848439825	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818605	HiSeq X Ten	DN461234K:A5	PAIRED	RANDOM	GENOMIC	Dimidiochromis_kiwinge	ILLUMINA	2016-12-07T00:00:00Z	d716c530-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Dimidiochromis kiwinge	NA	NA	NA
PRJEB15289	ERR1749428	WGS	302	33208444574	SAMEA4033309	14522888920	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818608	HiSeq X Ten	DN461234K:D5	PAIRED	RANDOM	GENOMIC	Dimidiochromis_strigatus	ILLUMINA	2016-12-07T00:00:00Z	d750e800-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Dimidiochromis strigatus	NA	NA	NA
PRJEB15289	ERR1749430	WGS	302	30727927710	SAMEA4032113	13824141556	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818610	HiSeq X Ten	DN461234K:G5	PAIRED	RANDOM	GENOMIC	Mylochromis_anaphyrmus	ILLUMINA	2016-12-07T00:00:00Z	d78bce20-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Mylochromis anaphyrmus	NA	NA	NA
PRJEB15289	ERR1749431	WGS	302	33751178438	SAMEA4033311	15090824854	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818611	HiSeq X Ten	DN461234K:H5	PAIRED	RANDOM	GENOMIC	Mylochromis_anaphyrmus	ILLUMINA	2016-12-07T00:00:00Z	d796a390-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Mylochromis anaphyrmus	NA	NA	NA
PRJEB15289	ERR1749433	WGS	302	33143274786	SAMEA4033312	14550401113	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818613	HiSeq X Ten	DN461234K:D6	PAIRED	RANDOM	GENOMIC	Taeniolethrinops_praeorbitalis	ILLUMINA	2016-12-07T00:00:00Z	d7c63f10-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Taeniolethrinops praeorbitalis	NA	NA	NA
PRJEB15289	ERR1749435	WGS	302	29794163642	SAMEA4032115	13008818668	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818615	HiSeq X Ten	DN461234K:F6	PAIRED	RANDOM	GENOMIC	Taeniolethrinops_furcicauda	ILLUMINA	2016-12-07T00:00:00Z	d7d903c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Taeniolethrinops furcicauda yellow	NA	NA	NA
PRJEB15289	ERR1749437	WGS	302	36536657318	SAMEA4033315	16026650086	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818617	HiSeq X Ten	DN461234K:H6	PAIRED	RANDOM	GENOMIC	Lethrinops_longipinnis	ILLUMINA	2016-12-07T00:00:00Z	d7eb7a50-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Lethrinops longipinnis	NA	NA	NA
PRJEB15289	ERR1749439	WGS	302	31384094586	SAMEA4033316	14002285165	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818619	HiSeq X Ten	DN461234K:B7	PAIRED	RANDOM	GENOMIC	Tramitichromis_brevis	ILLUMINA	2016-12-07T00:00:00Z	d7fda2c0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Tramitichromis brevis	NA	NA	NA
PRJEB15289	ERR1749442	WGS	302	32028532688	SAMEA4033318	13481403966	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818622	HiSeq X Ten	DN461234K:F7	PAIRED	RANDOM	GENOMIC	Diplotaxodon_limnothrissa	ILLUMINA	2016-12-07T00:00:00Z	d8215760-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon limnothrissa black pelvis	NA	NA	NA
PRJEB15289	ERR1749445	WGS	302	31201985868	SAMEA4033320	13418052941	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818625	HiSeq X Ten	DN461234K:D8	PAIRED	RANDOM	GENOMIC	Maylandia_emmiltos	ILLUMINA	2016-12-07T00:00:00Z	d85c8ba0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia emmiltos	NA	NA	NA
PRJEB15289	ERR1749446	WGS	302	34719625394	SAMEA4032127	14713226559	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818626	HiSeq X Ten	DN461234K:E8	PAIRED	RANDOM	GENOMIC	Maylandia_emmiltos	ILLUMINA	2016-12-07T00:00:00Z	d8660180-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia emmiltos	NA	NA	NA
PRJEB15289	ERR1749448	WGS	302	38587622066	SAMEA4032128	16287743851	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818628	HiSeq X Ten	DN461234K:G8	PAIRED	RANDOM	GENOMIC	Pseudotropheus_fainzilberi	ILLUMINA	2016-12-07T00:00:00Z	d87ae910-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Maylandia fainzilberi	NA	NA	NA
PRJEB15289	ERR1749451	WGS	302	38743509030	SAMEA4032130	16240040386	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818631	HiSeq X Ten	DN461234K:G9	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d8cd75e0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749453	WGS	302	40049510144	SAMEA4033324	17340647879	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818633	HiSeq X Ten	DN461234K:B10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d8f2ff40-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749455	WGS	302	27531312070	SAMEA4033325	11882605754	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818635	HiSeq X Ten	DN461234K:D10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d90b9050-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749457	WGS	302	27999362542	SAMEA4032134	12053650824	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818637	HiSeq X Ten	DN461234K:F10	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	d93c6450-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749460	WGS	302	29005644360	SAMEA4033329	12590162802	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818640	HiSeq X Ten	DN461234K:D11	PAIRED	RANDOM	GENOMIC	Diplotaxodon_sp._'similis'	ILLUMINA	2016-12-07T00:00:00Z	d98fb470-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Diplotaxodon similis	NA	NA	NA
PRJEB15289	ERR1749462	WGS	302	31674592010	SAMEA4033257	13811990676	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818642	HiSeq X Ten	DN461233J:F3	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca5822d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749464	WGS	302	32609311908	SAMEA4033258	14228370328	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818644	HiSeq X Ten	DN461233J:H3	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca6b5cb0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749466	WGS	302	28369403746	SAMEA4033259	12540833459	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818646	HiSeq X Ten	DN461233J:B4	PAIRED	RANDOM	GENOMIC	Trematocranus_placodon	ILLUMINA	2016-12-07T00:00:00Z	ca7cc1d0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Trematocranus placodon	NA	NA	NA
PRJEB15289	ERR1749469	WGS	302	34427438884	SAMEA4032047	15115062310	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818649	HiSeq X Ten	DN461233J:E4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	caa81790-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749471	WGS	302	27749771622	SAMEA4032048	12382808668	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818651	HiSeq X Ten	DN461233J:G4	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cabd9b60-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749473	WGS	302	32422463602	SAMEA4032049	13983533782	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818653	HiSeq X Ten	DN461233J:A5	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cad12360-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749474	WGS	302	30179240822	SAMEA4033263	13015797246	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818654	HiSeq X Ten	DN461233J:B5	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cadeb7f0-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749475	WGS	302	35057801672	SAMEA4032050	14872782308	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818655	HiSeq X Ten	DN461233J:C5	PAIRED	RANDOM	GENOMIC	Copadichromis_virginalis	ILLUMINA	2016-12-07T00:00:00Z	cae8ca10-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Copadichromis virginalis	NA	NA	NA
PRJEB15289	ERR1749476	WGS	302	35200683912	SAMEA4033264	14903023342	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818656	HiSeq X Ten	DN461233J:D5	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	caf28e10-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749478	WGS	302	30800021150	SAMEA4033265	13107627191	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818658	HiSeq X Ten	DN461233J:F5	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb068b40-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749480	WGS	302	31241932918	SAMEA4033266	13261261369	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818660	HiSeq X Ten	DN461233J:H5	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb1cd260-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749482	WGS	302	30062766972	SAMEA4033267	12961460658	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818662	HiSeq X Ten	DN461233J:B6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb30a880-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
PRJEB15289	ERR1749485	WGS	302	32667833166	SAMEA4032055	13987670723	THE WELLCOME TRUST SANGER INSTITUTE	public	cram,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX1818665	HiSeq X Ten	DN461233J:E6	PAIRED	RANDOM	GENOMIC	Eclectochromis_ornatus	ILLUMINA	2016-12-07T00:00:00Z	cb4da660-2348-11e6-a63e-3c4a9275d6c8	ERP017005	missing	NA	2016-12-06	2018-11-16	2016-12-06	2019-07-23	NA	NA	NA	NA	NA	NA	Protomelas ornatus	NA	NA	NA
