BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	lat_lon	Sample_Name	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	geographic_location_(country_and/or_sea)	tissue_type	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	SRA_accession	Title	Alias	Description	ENA_CHECKLIST
PRJEB5198	ERR407392	WGS	192	1986968256	SAMEA2338544	1456339939	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373753	Illumina HiSeq 2000	NG-5353_STD.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407393	WGS	192	1989244992	SAMEA2338544	1448292645	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373754	Illumina HiSeq 2000	NG-5353_STD.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407394	WGS	192	1843266624	SAMEA2338544	1328997445	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373755	Illumina HiSeq 2000	NG-5353_STD.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407395	WGS	192	1533474432	SAMEA2338544	1109442014	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373756	Illumina HiSeq 2000	NG-5353_STD.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407397	WGS	192	1579912896	SAMEA2338544	1110789243	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373758	Illumina HiSeq 2000	NG-5353_STD.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407398	WGS	192	1583567232	SAMEA2338544	1109545377	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373759	Illumina HiSeq 2000	NG-5353_STD.BS40b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338544	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391879	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391879	BS40b Lake Three-spined stickleback	BS40b	BS40b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407399	WGS	192	990675648	SAMEA2338574	721452381	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373760	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407400	WGS	192	1064678592	SAMEA2338574	782102802	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373761	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407401	WGS	192	1066315776	SAMEA2338574	778215254	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373762	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407402	WGS	192	1233568704	SAMEA2338574	900117915	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373763	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407404	WGS	192	1288683456	SAMEA2338574	902082936	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373765	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407405	WGS	192	1281266688	SAMEA2338574	897333697	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373766	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407406	WGS	192	2823460224	SAMEA2338574	1934987158	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373767	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407407	WGS	192	2786723520	SAMEA2338574	1907203652	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373768	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407408	WGS	192	2812508544	SAMEA2338574	1935928701	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373769	Illumina HiSeq 2000	NG-5353_STD.BS41	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338574	ERP004574	male	Jun-2010	USA	North America	61.5691 N 149.76 W	ERS391892	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391892	BS41 River Three-spined stickleback	BS41	BS41 Three-spined stickleback caught during June 2010 in Meadow Creek at Alaska\, USA (61°34'8.76N\,-149°45'36.00W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407409	WGS	192	2475582720	SAMEA2338591	1787097126	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373770	Illumina HiSeq 2000	NG-5353_STD.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407411	WGS	192	2502057216	SAMEA2338591	1811748103	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373772	Illumina HiSeq 2000	NG-5353_STD.BS42b	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338591	ERP004574	female	Jun-2010	USA	North America	61.5761 N 149.77375 W	ERS391880	2014-01-10	2018-11-16	USA	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:48Z	public	ERS391880	BS42b Lake Three-spined stickleback	BS42b	BS42b Three-spined stickleback caught during June 2010 in Long Lake at Alaska\, USA (61°34'33.96N\,-149°46'25.50W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high molecular weight DNA.	ERC000011
PRJEB5198	ERR407413	WGS	94	327583326	SAMEA2338563	232490422	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373774	Illumina HiSeq 2000	NG-5353_STD.BS43	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338563	ERP004574	male	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391899	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391899	BS43 River Three-spined stickleback	BS43	BS43 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407415	WGS	192	1201278720	SAMEA2338563	882604395	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373776	Illumina HiSeq 2000	NG-5353_STD.BS43	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338563	ERP004574	male	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391899	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391899	BS43 River Three-spined stickleback	BS43	BS43 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407416	WGS	192	1201553088	SAMEA2338563	875941595	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373777	Illumina HiSeq 2000	NG-5353_STD.BS43	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338563	ERP004574	male	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391899	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391899	BS43 River Three-spined stickleback	BS43	BS43 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407417	WGS	192	1798984128	SAMEA2338563	1151414658	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373778	Illumina HiSeq 2000	NG-5353_STD.BS43	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338563	ERP004574	male	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391899	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391899	BS43 River Three-spined stickleback	BS43	BS43 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407418	WGS	192	763565568	SAMEA2338563	503564877	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373779	Illumina HiSeq 2000	NG-5353_STD.BS43	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338563	ERP004574	male	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391899	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391899	BS43 River Three-spined stickleback	BS43	BS43 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407419	WGS	192	1911769728	SAMEA2338554	1299358339	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373780	Illumina HiSeq 2000	NG-5353_STD.BS45	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338554	ERP004574	female	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391900	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391900	BS45 River Three-spined stickleback	BS45	BS45 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407420	WGS	192	1928294208	SAMEA2338554	1320140975	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373781	Illumina HiSeq 2000	NG-5353_STD.BS45	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338554	ERP004574	female	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391900	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391900	BS45 River Three-spined stickleback	BS45	BS45 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407421	WGS	192	1953504192	SAMEA2338554	1334525597	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373782	Illumina HiSeq 2000	NG-5353_STD.BS45	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338554	ERP004574	female	Sep-2010	Canada	North America	50.602889 N 127.252306 W	ERS391900	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391900	BS45 River Three-spined stickleback	BS45	BS45 Three-spined stickleback caught during September 2010 in Misty Stream Inlet at Vancouver Island\, Canada (50°36'10.40N\,-127°15'8.30W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for h...	ERC000011
PRJEB5198	ERR407423	WGS	192	671134848	SAMEA2338540	482919357	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373784	Illumina HiSeq 2000	NG-5353_STD.BS46	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338540	ERP004574	female	Sep-2010	Canada	North America	50.604556 N 127.26175 W	ERS391894	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391894	BS46 Lake Three-spined stickleback	BS46	BS46 Three-spined stickleback caught during September 2010 in Misty Lake at Vancouver Island\, Canada (50°36'16.40N\,-127°15'42.3W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high mole...	ERC000011
PRJEB5198	ERR407424	WGS	192	909073152	SAMEA2338540	594755933	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373785	Illumina HiSeq 2000	NG-5353_STD.BS46	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338540	ERP004574	female	Sep-2010	Canada	North America	50.604556 N 127.26175 W	ERS391894	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391894	BS46 Lake Three-spined stickleback	BS46	BS46 Three-spined stickleback caught during September 2010 in Misty Lake at Vancouver Island\, Canada (50°36'16.40N\,-127°15'42.3W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high mole...	ERC000011
PRJEB5198	ERR407425	WGS	192	2153422848	SAMEA2338540	1352274895	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373786	Illumina HiSeq 2000	NG-5353_STD.BS46	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-03T00:00:00Z	SAMEA2338540	ERP004574	female	Sep-2010	Canada	North America	50.604556 N 127.26175 W	ERS391894	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391894	BS46 Lake Three-spined stickleback	BS46	BS46 Three-spined stickleback caught during September 2010 in Misty Lake at Vancouver Island\, Canada (50°36'16.40N\,-127°15'42.3W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high mole...	ERC000011
PRJEB5198	ERR407427	WGS	192	331866240	SAMEA2338571	228427864	MPI-EVB	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX373788	Illumina HiSeq 2000	NG-5353_STD.BS48	PAIRED	RANDOM	GENOMIC	Gasterosteus_aculeatus	ILLUMINA	2014-03-02T00:00:00Z	SAMEA2338571	ERP004574	male	Sep-2010	Canada	North America	50.604556 N 127.26175 W	ERS391895	2014-01-10	2018-11-16	Canada	Muscle tissue	MPI-EVB	Max Planck Institute for Evolutionary Biology\, Ploen\, Germany	2014-01-10T16:33:02Z	2018-03-08T17:04:57Z	public	ERS391895	BS48 Lake Three-spined stickleback	BS48	BS48 Three-spined stickleback caught during September 2010 in Misty Lake at Vancouver Island\, Canada (50°36'16.40N\,-127°15'42.3W). Muscle tissue was used for DNA extraction using a Qiagen DNA Midi kit following the manufacturer's protocol for high mole...	ERC000011
