BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	lat_lon	sub_species	use_species
PRJNA319295	SRR3512003	WGS	202	2045254242	SAMN04884562	954220721	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764167	Illumina HiSeq 2500	ww_reseq_96B07_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_96B/07	SRP074112	Model organism or animal	male	blood	96B/07	adult	2nd calendar year or older (2cy+)	1996-05-14	Sweden	Europe	Sweden: Kvismaren	59.2 N 15.4 E	trochilus	1
PRJNA319295	SRR3512009	WGS	202	1872388096	SAMN04884563	875840355	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764173	Illumina HiSeq 2500	ww_reseq_97A12_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_97A/12	SRP074112	Model organism or animal	male	blood	97A/12	adult	2nd calendar year or older (2cy+)	1997-05-16	Sweden	Europe	Sweden: Haganas	56.3 N 14.700000000000045 E	trochilus	1
PRJNA319295	SRR3512011	WGS	202	1891064410	SAMN04884563	884859873	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764175	Illumina HiSeq 2500	ww_reseq_97A12_6	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_97A/12	SRP074112	Model organism or animal	male	blood	97A/12	adult	2nd calendar year or older (2cy+)	1997-05-16	Sweden	Europe	Sweden: Haganas	56.3 N 14.700000000000045 E	trochilus	1
PRJNA319295	SRR3511929	WGS	202	1679716860	SAMN04884643	776703906	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764093	Illumina HiSeq 2500	ww_reseq_00J01_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00J/01	SRP074112	Model organism or animal	male	blood	00J/01	adult	2nd calendar year or older (2cy+)	2000-06-26	Sweden	Europe	Sweden: Smedstorp	59.6 N 15 E	trochilus	1
PRJNA319295	SRR3511931	WGS	202	1716756590	SAMN04884643	803670569	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764095	Illumina HiSeq 2500	ww_reseq_00J01_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00J/01	SRP074112	Model organism or animal	male	blood	00J/01	adult	2nd calendar year or older (2cy+)	2000-06-26	Sweden	Europe	Sweden: Smedstorp	59.6 N 15 E	trochilus	1
PRJNA319295	SRR3511957	WGS	202	1877207412	SAMN04881278	876144373	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764121	Illumina HiSeq 2500	ww_reseq_01L20_6	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L20	SRP074112	Model organism or animal	male	blood	01L/20	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3466717	WGS	252	67755493764	SAMN04881205	26914637596	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1736538	Illumina HiSeq 2500	paired end 650 bp	PAIRED	unspecified	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L19	SRP074112	Model organism or animal	male	blood	01L/19	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511953	WGS	202	1810578116	SAMN04881278	834326125	LUND UNIVERSITY	public	sra,fastq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764117	Illumina HiSeq 2500	ww_reseq_01L20_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01L20	SRP074112	Model organism or animal	male	blood	01L/20	adult	2nd calendar year or older (2cy+)	2001-06-11	Sweden	Europe	Sweden:Stordalen	68.33 N 19.100000000000023 E	acredula	1
PRJNA319295	SRR3511973	WGS	202	3571035386	SAMN04884555	1667244331	LUND UNIVERSITY	public	sra,fastq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX1764137	Illumina HiSeq 2500	ww_reseq_01O04_4	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01O04	SRP074112	Model organism or animal	male	blood	01O/04	adult	2nd calendar year or older (2cy+)	2001-06-12	Sweden	Europe	Sweden: Kallax	65.5 N 22.100000000000023 E	acredula	1
PRJNA319295	SRR3511924	WGS	202	1676549500	SAMN04884560	777328924	LUND UNIVERSITY	public	sra,fastq	ncbi,gs,s3	ncbi.public,gs.US,s3.us-east-1	SRX1764088	Illumina HiSeq 2500	ww_reseq_00G10_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_trochilus	ILLUMINA	2017-04-28T00:00:00Z	ww_00G/10	SRP074112	Model organism or animal	male	blood	00G/10	adult	2nd calendar year or older (2cy+)	2000-05-24	Sweden	Europe	Sweden: Stensoffa	55.7 N 13.399999999999977 E	trochilus	1
PRJNA319295	SRR3511941	WGS	202	1791394378	SAMN04884553	822607501	LUND UNIVERSITY	public	sra,fastq	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX1764105	Illumina HiSeq 2500	ww_reseq_01K10_2	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K10	SRP074112	Model organism or animal	male	blood	01K/10	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
PRJNA319295	SRR3511942	WGS	202	1809150380	SAMN04884553	837570817	LUND UNIVERSITY	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX1764106	Illumina HiSeq 2500	ww_reseq_01K10_3	PAIRED	RANDOM	GENOMIC	Phylloscopus_trochilus_acredula	ILLUMINA	2017-04-28T00:00:00Z	ww_01K10	SRP074112	Model organism or animal	male	blood	01K/10	adult	2nd calendar year or older (2cy+)	2001-06-09	Sweden	Europe	Sweden: Tornehamn	68.4 N 18.6 E	acredula	1
