BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	Collection_date	lat_lon	Strain	Breed	Cultivar	AssemblyName	use_species
PRJNA323589	SRR4781633	WGS	202	1161104686	SAMN05930444	587437337	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313663	Illumina HiSeq 2500	BP-4	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-4	SRP092392	Model organism or animal	female	caudal fin	BP-4	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781638	WGS	202	1279191664	SAMN05930443	621395301	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313664	Illumina HiSeq 2500	BP-49	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-49	SRP092392	Model organism or animal	male	caudal fin	BP-49	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781642	WGS	202	1534895990	SAMN05930450	704836830	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313665	Illumina HiSeq 2500	BP-6	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-6	SRP092392	Model organism or animal	male	caudal fin	BP-6	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781651	WGS	202	754853800	SAMN05930448	467913059	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313667	Illumina HiSeq 2500	BP-53	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-53	SRP092392	Model organism or animal	male	caudal fin	BP-53	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781655	WGS	202	1171543844	SAMN05930447	588200019	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313668	Illumina HiSeq 2500	BP-52	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-52	SRP092392	Model organism or animal	male	caudal fin	BP-52	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781657	WGS	199	4957934620	SAMN05930644	2973878893	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313669	Illumina HiSeq 2500	NBH-7	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-7	SRP092392	Model organism or animal	female	caudal fin	NBH-7	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781666	WGS	199	5944692076	SAMN05930381	3387414979	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313671	Illumina HiSeq 2500	BI-38	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-38	SRP092392	Model organism or animal	male	caudal fin	BI-38	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781671	WGS	199	5432991276	SAMN05930384	3206980053	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313672	Illumina HiSeq 2500	BI-41	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-41	SRP092392	Model organism or animal	female	caudal fin	BI-41	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781675	WGS	199	7146661132	SAMN05930383	4344859686	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313673	Illumina HiSeq 2500	BI-40	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-40	SRP092392	Model organism or animal	female	caudal fin	BI-40	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781678	WGS	199	4902952200	SAMN05930386	2899448147	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313674	Illumina HiSeq 2500	BI-43	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-43	SRP092392	Model organism or animal	female	caudal fin	BI-43	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781682	WGS	199	4759518684	SAMN05930385	2870358771	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313675	Illumina HiSeq 2500	BI-42	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-42	SRP092392	Model organism or animal	female	caudal fin	BI-42	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781684	WGS	199	9119647452	SAMN05930388	5194570586	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313676	Illumina HiSeq 2500	BI-45	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-45	SRP092392	Model organism or animal	male	caudal fin	BI-45	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781694	WGS	199	14386135568	SAMN05930387	8220180533	UNIVERSITY OF CALIFORNIA, DAVIS	public	sra,bam,fasta	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313677	Illumina HiSeq 2500	BI-44	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-44	SRP092392	Model organism or animal	female	caudal fin	BI-44	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781696	WGS	199	3865500348	SAMN05930390	2320602952	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313678	Illumina HiSeq 2500	BI-47	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-47	SRP092392	Model organism or animal	female	caudal fin	BI-47	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781699	WGS	199	9485693664	SAMN05930607	5502331880	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313680	Illumina HiSeq 2500	NBH-19	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-19	SRP092392	Model organism or animal	female	caudal fin	NBH-19	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781701	WGS	199	8069410296	SAMN05930608	4835375453	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313681	Illumina HiSeq 2500	NBH-1	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-1	SRP092392	Model organism or animal	female	caudal fin	NBH-1	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781702	WGS	199	9484915348	SAMN05930611	5641530596	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313682	Illumina HiSeq 2500	NBH-22	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-22	SRP092392	Model organism or animal	male	caudal fin	NBH-22	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781704	WGS	199	8561164280	SAMN05930612	5109080833	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313683	Illumina HiSeq 2500	NBH-23	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-23	SRP092392	Model organism or animal	female	caudal fin	NBH-23	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781705	WGS	199	9790246776	SAMN05930609	5823359679	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313684	Illumina HiSeq 2500	NBH-20	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-20	SRP092392	Model organism or animal	male	caudal fin	NBH-20	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781707	WGS	199	12929973484	SAMN05930610	7414748774	UNIVERSITY OF CALIFORNIA, DAVIS	public	fasta,sra,bam	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313685	Illumina HiSeq 2500	NBH-21	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-21	SRP092392	Model organism or animal	male	caudal fin	NBH-21	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781709	WGS	199	12921052056	SAMN05930615	7567823245	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313686	Illumina HiSeq 2500	NBH-26	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-26	SRP092392	Model organism or animal	male	caudal fin	NBH-26	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781711	WGS	199	8378656772	SAMN05930616	5039095842	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313687	Illumina HiSeq 2500	NBH-27	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-27	SRP092392	Model organism or animal	male	caudal fin	NBH-27	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781713	WGS	199	13639163556	SAMN05930613	7880937109	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313688	Illumina HiSeq 2500	NBH-24	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-24	SRP092392	Model organism or animal	male	caudal fin	NBH-24	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781714	WGS	199	11057197800	SAMN05930614	6220079591	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313689	Illumina HiSeq 2500	NBH-25	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-25	SRP092392	Model organism or animal	female	caudal fin	NBH-25	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781716	WGS	199	8843886140	SAMN05930357	4894283741	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313690	Illumina HiSeq 2500	BI-11	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-11	SRP092392	Model organism or animal	male	caudal fin	BI-11	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781718	WGS	199	14491183524	SAMN05930358	8067290316	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313691	Illumina HiSeq 2500	BI-12	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-12	SRP092392	Model organism or animal	male	caudal fin	BI-12	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781720	WGS	199	11781711780	SAMN05930359	6604552520	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313692	Illumina HiSeq 2500	BI-14	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-14	SRP092392	Model organism or animal	male	caudal fin	BI-14	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781721	WGS	199	9966183008	SAMN05930360	5575170573	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313693	Illumina HiSeq 2500	BI-15	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-15	SRP092392	Model organism or animal	male	caudal fin	BI-15	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781722	WGS	202	1289580120	SAMN05930506	632855275	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313694	Illumina HiSeq 2500	F-13	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-13	SRP092392	Model organism or animal	female	caudal fin	F-13	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781723	WGS	199	11046179416	SAMN05930356	6016624972	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313695	Illumina HiSeq 2500	BI-10	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-10	SRP092392	Model organism or animal	male	caudal fin	BI-10	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781724	WGS	202	99968184	SAMN05930431	274501442	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313696	Illumina HiSeq 2500	BP-38	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-38	SRP092392	Model organism or animal	female	caudal fin	BP-38	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781725	WGS	202	735040832	SAMN05930432	466612342	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313697	Illumina HiSeq 2500	BP-39	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-39	SRP092392	Model organism or animal	female	caudal fin	BP-39	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781726	WGS	202	234684004	SAMN05930437	315029276	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313698	Illumina HiSeq 2500	BP-43	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-43	SRP092392	Model organism or animal	female	caudal fin	BP-43	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781728	WGS	202	1066997734	SAMN05930438	557873967	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313699	Illumina HiSeq 2500	BP-44	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-44	SRP092392	Model organism or animal	male	caudal fin	BP-44	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781730	WGS	202	1099281576	SAMN05930439	564384494	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313700	Illumina HiSeq 2500	BP-45	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-45	SRP092392	Model organism or animal	female	caudal fin	BP-45	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781733	WGS	202	735855700	SAMN05930433	462579520	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313702	Illumina HiSeq 2500	BP-3	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-3	SRP092392	Model organism or animal	female	caudal fin	BP-3	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781735	WGS	202	578541736	SAMN05930434	418406556	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313703	Illumina HiSeq 2500	BP-40	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-40	SRP092392	Model organism or animal	female	caudal fin	BP-40	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781736	WGS	202	801703256	SAMN05930435	483406497	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313704	Illumina HiSeq 2500	BP-41	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-41	SRP092392	Model organism or animal	male	caudal fin	BP-41	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781738	WGS	202	956977626	SAMN05930436	534180187	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313705	Illumina HiSeq 2500	BP-42	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BP-42	SRP092392	Model organism or animal	male	caudal fin	BP-42	adult	Not applicable	Bridgeport	2008-12-17	41.1570 N 73.2189 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781740	WGS	202	825620864	SAMN05930507	491551864	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313706	Illumina HiSeq 2500	F-14	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	F-14	SRP092392	Model organism or animal	male	caudal fin	F-14	adult	Not applicable	Flax Pond	2008-11-23	40.9637 N 73.1342 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781741	WGS	199	10043484300	SAMN05930371	5744662221	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313707	Illumina HiSeq 2500	BI-28	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-28	SRP092392	Model organism or animal	male	caudal fin	BI-28	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781743	WGS	199	6119942908	SAMN05930372	3583552386	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313708	Illumina HiSeq 2500	BI-29	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-29	SRP092392	Model organism or animal	male	caudal fin	BI-29	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781745	WGS	199	8860590220	SAMN05930375	5178360628	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313709	Illumina HiSeq 2500	BI-32	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-32	SRP092392	Model organism or animal	female	caudal fin	BI-32	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781747	WGS	199	7923403932	SAMN05930376	4665521231	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313710	Illumina HiSeq 2500	BI-33	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-33	SRP092392	Model organism or animal	female	caudal fin	BI-33	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781750	WGS	199	4720441588	SAMN05930374	2808124245	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313712	Illumina HiSeq 2500	BI-30	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-30	SRP092392	Model organism or animal	male	caudal fin	BI-30	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781752	WGS	199	11580034748	SAMN05930379	6736807074	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313713	Illumina HiSeq 2500	BI-36	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-36	SRP092392	Model organism or animal	female	caudal fin	BI-36	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781753	WGS	199	9280171888	SAMN05930380	5447829200	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313714	Illumina HiSeq 2500	BI-37	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	BI-37	SRP092392	Model organism or animal	female	caudal fin	BI-37	adult	Not applicable	Block Island	2011-08-04	41.1818 N 71.5793 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781758	WGS	199	8386905960	SAMN05930618	4971136525	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313717	Illumina HiSeq 2500	NBH-29	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-29	SRP092392	Model organism or animal	female	caudal fin	NBH-29	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
PRJNA323589	SRR4781760	WGS	199	12602151872	SAMN05930617	7532704141	UNIVERSITY OF CALIFORNIA, DAVIS	public	bam,fasta,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX2313718	Illumina HiSeq 2500	NBH-28	PAIRED	RANDOM	GENOMIC	Fundulus_heteroclitus	ILLUMINA	2018-05-20T00:00:00Z	NBH-28	SRP092392	Model organism or animal	male	caudal fin	NBH-28	adult	Not applicable	New Bedford Harbor	2008-07-22	41.6676 N 70.9159 W	Not applicable	Not applicable	Not applicable	assembly	1
