Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	Collection_Date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	sub_species	Isolate	BioSampleModel	body_site	Label	pathovar	tissue_type
SRR1284384	WGS	200	4247555200	PRJNA192205	SAMN02743833	3102335505	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535406	Illumina HiSeq 2000	E_Vi_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C01	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C01	blood	NA
SRR1284385	WGS	200	4333872000	PRJNA192205	SAMN02743833	3113734396	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535406	Illumina HiSeq 2000	E_Vi_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C01	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C01	blood	NA
SRR1284386	WGS	200	4313845800	PRJNA192205	SAMN02743833	3090098793	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535406	Illumina HiSeq 2000	E_Vi_C01	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C01	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C01	blood	NA
SRR1284387	WGS	200	2117893800	PRJNA192205	SAMN02743834	1548515697	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535407	Illumina HiSeq 2000	E_Vi_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C05	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C05	blood	NA
SRR1284388	WGS	200	4200947200	PRJNA192205	SAMN02743834	3111300587	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535407	Illumina HiSeq 2000	E_Vi_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C05	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C05	blood	NA
SRR1284389	WGS	200	4202449200	PRJNA192205	SAMN02743834	3096295936	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535407	Illumina HiSeq 2000	E_Vi_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C05	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C05	blood	NA
SRR1284390	WGS	200	4201182600	PRJNA192205	SAMN02743834	3083332353	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535407	Illumina HiSeq 2000	E_Vi_C05	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C05	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C05	blood	NA
SRR1284391	WGS	200	2321427600	PRJNA192205	SAMN02743835	1666163905	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535409	Illumina HiSeq 2000	E_Vi_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C08	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C08	blood	NA
SRR1284392	WGS	200	1853200200	PRJNA192205	SAMN02743835	1361668311	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535409	Illumina HiSeq 2000	E_Vi_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C08	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C08	blood	NA
SRR1284393	WGS	200	1843913200	PRJNA192205	SAMN02743835	1355706094	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535409	Illumina HiSeq 2000	E_Vi_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C08	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C08	blood	NA
SRR1284394	WGS	200	1888986800	PRJNA192205	SAMN02743835	1370241513	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535409	Illumina HiSeq 2000	E_Vi_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C08	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C08	blood	NA
SRR1284395	WGS	200	1885817600	PRJNA192205	SAMN02743835	1364399775	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535409	Illumina HiSeq 2000	E_Vi_C08	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C08	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C08	blood	NA
SRR1284396	WGS	200	896626000	PRJNA192205	SAMN02743836	546812105	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535410	Illumina HiSeq 2000	E_Vi_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C14	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C14	blood	NA
SRR1284397	WGS	200	2924460800	PRJNA192205	SAMN02743836	2055440782	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535410	Illumina HiSeq 2000	E_Vi_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C14	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C14	blood	NA
SRR1284398	WGS	200	2892847800	PRJNA192205	SAMN02743836	2036651507	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535410	Illumina HiSeq 2000	E_Vi_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C14	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C14	blood	NA
SRR1284399	WGS	200	3002384000	PRJNA192205	SAMN02743836	2069549778	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535410	Illumina HiSeq 2000	E_Vi_C14	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C14	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C14	blood	NA
SRR1284400	WGS	200	3170278400	PRJNA192205	SAMN02743837	2363210959	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535411	Illumina HiSeq 2000	E_Vi_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C19	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C19	blood	NA
SRR1284401	WGS	200	3560497600	PRJNA192205	SAMN02743837	2615103009	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535411	Illumina HiSeq 2000	E_Vi_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C19	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C19	blood	NA
SRR1284402	WGS	200	3538520600	PRJNA192205	SAMN02743837	2620206828	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535411	Illumina HiSeq 2000	E_Vi_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C19	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C19	blood	NA
SRR1284403	WGS	200	3515962200	PRJNA192205	SAMN02743837	2547631810	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535411	Illumina HiSeq 2000	E_Vi_C19	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C19	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C19	blood	NA
SRR1284404	WGS	200	2385891000	PRJNA192205	SAMN02743838	1475076031	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535412	Illumina HiSeq 2000	E_Vi_C22	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C22	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C22	blood	NA
SRR1284405	WGS	200	2337337800	PRJNA192205	SAMN02743838	1661373120	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535412	Illumina HiSeq 2000	E_Vi_C22	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C22	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C22	blood	NA
SRR1284406	WGS	200	2313188000	PRJNA192205	SAMN02743838	1646994547	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535412	Illumina HiSeq 2000	E_Vi_C22	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C22	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C22	blood	NA
SRR1284407	WGS	200	2351197200	PRJNA192205	SAMN02743838	1639591052	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535412	Illumina HiSeq 2000	E_Vi_C22	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C22	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C22	blood	NA
SRR1284408	WGS	200	1934678400	PRJNA192205	SAMN02743839	1413633563	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535472	Illumina HiSeq 2000	E_Vi_C23	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C23	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C23	blood	NA
SRR1284409	WGS	200	4255420600	PRJNA192205	SAMN02743839	3151588019	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535472	Illumina HiSeq 2000	E_Vi_C23	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C23	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C23	blood	NA
SRR1284410	WGS	200	4253912200	PRJNA192205	SAMN02743839	3135139782	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535472	Illumina HiSeq 2000	E_Vi_C23	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C23	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C23	blood	NA
SRR1284411	WGS	200	4252625200	PRJNA192205	SAMN02743839	3120033740	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535472	Illumina HiSeq 2000	E_Vi_C23	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C23	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C23	blood	NA
SRR1284412	WGS	200	3072111200	PRJNA192205	SAMN02743840	2187910562	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535473	Illumina HiSeq 2000	E_Vi_C32	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C32	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C32	blood	NA
SRR1284413	WGS	200	1904858000	PRJNA192205	SAMN02743840	1391992829	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535473	Illumina HiSeq 2000	E_Vi_C32	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C32	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C32	blood	NA
SRR1284414	WGS	200	1891772000	PRJNA192205	SAMN02743840	1383712496	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535473	Illumina HiSeq 2000	E_Vi_C32	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C32	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C32	blood	NA
SRR1284415	WGS	200	1933552200	PRJNA192205	SAMN02743840	1391965160	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535473	Illumina HiSeq 2000	E_Vi_C32	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C32	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C32	blood	NA
SRR1284416	WGS	200	1923897200	PRJNA192205	SAMN02743840	1381149491	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535473	Illumina HiSeq 2000	E_Vi_C32	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C32	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C32	blood	NA
SRR1284417	WGS	200	1212220200	PRJNA192205	SAMN02743841	749090558	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535474	Illumina HiSeq 2000	E_Vi_C37	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C37	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C37	blood	NA
SRR1284418	WGS	200	2758240800	PRJNA192205	SAMN02743841	1960839818	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535474	Illumina HiSeq 2000	E_Vi_C37	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C37	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C37	blood	NA
SRR1284419	WGS	200	2732685200	PRJNA192205	SAMN02743841	1945928855	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535474	Illumina HiSeq 2000	E_Vi_C37	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C37	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C37	blood	NA
SRR1284420	WGS	200	2864087600	PRJNA192205	SAMN02743841	1996453490	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535474	Illumina HiSeq 2000	E_Vi_C37	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C37	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C37	blood	NA
SRR1284421	WGS	200	2764911800	PRJNA192205	SAMN02743842	2070220383	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535475	Illumina HiSeq 2000	E_Vi_C44	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C44	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C44	blood	NA
SRR1284422	WGS	200	3225470800	PRJNA192205	SAMN02743842	2390446382	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535475	Illumina HiSeq 2000	E_Vi_C44	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C44	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C44	blood	NA
SRR1284423	WGS	200	3205483400	PRJNA192205	SAMN02743842	2385059619	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535475	Illumina HiSeq 2000	E_Vi_C44	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C44	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C44	blood	NA
SRR1284424	WGS	200	3269052600	PRJNA192205	SAMN02743842	2393063462	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535475	Illumina HiSeq 2000	E_Vi_C44	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C44	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C44	blood	NA
SRR1284425	WGS	200	2029250200	PRJNA192205	SAMN02743843	1515580203	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535476	Illumina HiSeq 2000	E_Vi_C46	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C46	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C46	blood	NA
SRR1284426	WGS	200	2385924400	PRJNA192205	SAMN02743843	1758895049	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535476	Illumina HiSeq 2000	E_Vi_C46	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C46	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C46	blood	NA
SRR1284427	WGS	200	2373440200	PRJNA192205	SAMN02743843	1761614840	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535476	Illumina HiSeq 2000	E_Vi_C46	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C46	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C46	blood	NA
SRR1284428	WGS	200	2428600400	PRJNA192205	SAMN02743843	1766871455	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535476	Illumina HiSeq 2000	E_Vi_C46	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C46	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C46	blood	NA
SRR1284429	WGS	200	3003269000	PRJNA192205	SAMN02743844	2205554556	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535477	Illumina HiSeq 2000	E_Vi_C48	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C48	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C48	blood	NA
SRR1284430	WGS	200	3012147600	PRJNA192205	SAMN02743844	2225307749	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535477	Illumina HiSeq 2000	E_Vi_C48	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C48	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C48	blood	NA
SRR1284431	WGS	200	3000605200	PRJNA192205	SAMN02743844	2201670007	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535477	Illumina HiSeq 2000	E_Vi_C48	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C48	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C48	blood	NA
SRR1284432	WGS	200	3054925400	PRJNA192205	SAMN02743844	2243900847	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535477	Illumina HiSeq 2000	E_Vi_C48	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C48	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C48	blood	NA
SRR1284433	WGS	200	1914657200	PRJNA192205	SAMN02743845	1395571756	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535478	Illumina HiSeq 2000	E_Vi_C51	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C51	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C51	blood	NA
SRR1284434	WGS	200	2840933800	PRJNA192205	SAMN02743845	2102602621	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535478	Illumina HiSeq 2000	E_Vi_C51	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C51	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C51	blood	NA
SRR1284435	WGS	200	2836430400	PRJNA192205	SAMN02743845	2089281150	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535478	Illumina HiSeq 2000	E_Vi_C51	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C51	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C51	blood	NA
SRR1284436	WGS	200	2837567600	PRJNA192205	SAMN02743845	2079778174	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535478	Illumina HiSeq 2000	E_Vi_C51	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C51	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C51	blood	NA
SRR1284437	WGS	200	4222142000	PRJNA192205	SAMN02743846	3102056429	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX535479	Illumina HiSeq 2000	E_Vi_C57	PAIRED	RANDOM	GENOMIC	Corvus_corone_corone	ILLUMINA	2014-05-30T00:00:00Z	E_Vi_C57	SRP022901	male	2010	Spain	Europe	Spain: Villaseca de la Sorriba	corone	NA	Model organism or animal	blood	E_Vi_C57	blood	NA
