BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	Ecotype	Biomaterial_provider	Collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	collected_by	lat_lon	Sample_Type	use_species
PRJNA668259	SRR12854768	WGS	302	3459404262	SAMN16492411	1100210001	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321901	Illumina NovaSeq 6000	AAF15	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF15	SRP287931	Model organism or animal	missing	not applicable	AAF15	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854771	WGS	302	2091380200	SAMN16492898	672938040	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321898	Illumina NovaSeq 6000	SMS8	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS8	SRP287931	Model organism or animal	missing	not applicable	SMS8	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854772	WGS	302	3298384506	SAMN16492894	1067588640	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321897	Illumina NovaSeq 6000	SMS50	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS50	SRP287931	Model organism or animal	missing	not applicable	SMS50	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854773	WGS	302	2622963318	SAMN16492892	838960826	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321896	Illumina NovaSeq 6000	SMS49	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS49	SRP287931	Model organism or animal	missing	not applicable	SMS49	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854774	WGS	302	3187169684	SAMN16492886	1034334832	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321895	Illumina NovaSeq 6000	SMS43	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS43	SRP287931	Model organism or animal	missing	not applicable	SMS43	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854775	WGS	302	3406980988	SAMN16492883	1126355659	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321894	Illumina NovaSeq 6000	SMS40	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS40	SRP287931	Model organism or animal	missing	not applicable	SMS40	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854776	WGS	302	2174990108	SAMN16492893	897673154	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321893	Illumina NovaSeq 6000	SMS4	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS4	SRP287931	Model organism or animal	missing	not applicable	SMS4	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854777	WGS	302	1865821836	SAMN16492875	614666794	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321892	Illumina NovaSeq 6000	SMS33	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS33	SRP287931	Model organism or animal	missing	not applicable	SMS33	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854778	WGS	302	1992224238	SAMN16492874	652210777	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321891	Illumina NovaSeq 6000	SMS32	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS32	SRP287931	Model organism or animal	missing	not applicable	SMS32	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854779	WGS	302	1762044972	SAMN16492870	570825577	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321890	Illumina NovaSeq 6000	SMS28	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS28	SRP287931	Model organism or animal	missing	not applicable	SMS28	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854780	WGS	302	3152164864	SAMN16492453	1038551020	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321889	Illumina NovaSeq 6000	AAF9	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AAF9	SRP287931	Model organism or animal	missing	not applicable	AAF9	young	AAF	Leif Andersson	NA	France	Europe	France:Arzal	Hakan Wickstrom	47.498587 N 2.384849 W	tissue sample	1
PRJNA668259	SRR12854781	WGS	302	2610447230	SAMN16492866	852704413	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321888	Illumina NovaSeq 6000	SMS24	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS24	SRP287931	Model organism or animal	missing	not applicable	SMS24	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854782	WGS	302	3116166162	SAMN16492862	1037785503	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321887	Illumina NovaSeq 6000	SMS20	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS20	SRP287931	Model organism or animal	missing	not applicable	SMS20	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854783	WGS	302	4986980964	SAMN16492855	1614458254	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321886	Illumina NovaSeq 6000	SMS13	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS13	SRP287931	Model organism or animal	missing	not applicable	SMS13	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854784	WGS	302	5613936286	SAMN16492854	1811149464	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321885	Illumina NovaSeq 6000	SMS12	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	SMS12	SRP287931	Model organism or animal	missing	not applicable	SMS12	young	SMS	Leif Andersson	2002	Sweden	Europe	Sweden:Motala strom	Hakan Wickstrom	58.588932 N 16.18397 E	tissue sample	1
PRJNA668259	SRR12854785	WGS	302	3141000226	SAMN16492838	1004118407	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321884	Illumina NovaSeq 6000	ATU60	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU60	SRP287931	Model organism or animal	missing	not applicable	ATU60	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854787	WGS	302	3498831570	SAMN16492809	1135615288	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321882	Illumina NovaSeq 6000	ATU34	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU34	SRP287931	Model organism or animal	missing	not applicable	ATU34	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854788	WGS	302	1680198140	SAMN16492807	543266216	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321881	Illumina NovaSeq 6000	ATU32	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU32	SRP287931	Model organism or animal	missing	not applicable	ATU32	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854789	WGS	302	4671365898	SAMN16492805	1505201263	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321880	Illumina NovaSeq 6000	ATU30	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU30	SRP287931	Model organism or animal	missing	not applicable	ATU30	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854790	WGS	302	3631877972	SAMN16492785	1176199747	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321879	Illumina NovaSeq 6000	ATU10	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ATU10	SRP287931	Model organism or animal	missing	not applicable	ATU10	young	ATU	Leif Andersson	2002	Tunisia	Africa	Tunisia:Oued Medjerda	Hakan Wickstrom	37.012167 N 10.191194 E	tissue sample	1
PRJNA668259	SRR12854791	WGS	302	5546801082	SAMN16492782	1790075506	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321878	Illumina NovaSeq 6000	AST7	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST7	SRP287931	Model organism or animal	missing	not applicable	AST7	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854792	WGS	302	1170630822	SAMN16492631	375722481	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321877	Illumina NovaSeq 6000	AMAR14	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR14	SRP287931	Model organism or animal	missing	not applicable	AMAR14	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854793	WGS	302	2860764158	SAMN16492779	926624282	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321876	Illumina NovaSeq 6000	AST4	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST4	SRP287931	Model organism or animal	missing	not applicable	AST4	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854794	WGS	302	3239518364	SAMN16492777	1066874110	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321875	Illumina NovaSeq 6000	AST30	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST30	SRP287931	Model organism or animal	missing	not applicable	AST30	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854795	WGS	302	6532015380	SAMN16492764	2118189744	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321874	Illumina NovaSeq 6000	AST19	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST19	SRP287931	Model organism or animal	missing	not applicable	AST19	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854797	WGS	302	3671131932	SAMN16492761	1184145489	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321872	Illumina NovaSeq 6000	AST16	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AST16	SRP287931	Model organism or animal	missing	not applicable	AST16	young	AST	Leif Andersson	2019	Sweden	Europe	Sweden:Stromsan	Hakan Wickstrom	58.939666 N 11.176402 E	tissue sample	1
PRJNA668259	SRR12854798	WGS	302	5800258508	SAMN16492751	1910211583	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321871	Illumina NovaSeq 6000	ASRI6	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI6	SRP287931	Model organism or animal	missing	not applicable	ASRI6	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854799	WGS	302	4673674990	SAMN16492748	1559438857	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321870	Illumina NovaSeq 6000	ASRI3	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI3	SRP287931	Model organism or animal	missing	not applicable	ASRI3	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854800	WGS	302	3717187234	SAMN16492741	1215682241	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321869	Illumina NovaSeq 6000	ASRI25	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI25	SRP287931	Model organism or animal	missing	not applicable	ASRI25	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854801	WGS	302	4143389264	SAMN16492740	1359557944	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321868	Illumina NovaSeq 6000	ASRI24	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI24	SRP287931	Model organism or animal	missing	not applicable	ASRI24	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854802	WGS	302	3812124256	SAMN16492727	1249730711	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321867	Illumina NovaSeq 6000	ASRI12	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ASRI12	SRP287931	Model organism or animal	missing	not applicable	ASRI12	young	ASRI	Leif Andersson	2019	Sweden	Europe	Sweden:Ringhals	Hakan Wickstrom	57.26626 N 12.106816 E	tissue sample	1
PRJNA668259	SRR12854803	WGS	302	3382602642	SAMN16492623	1094807925	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321866	Illumina NovaSeq 6000	ALI6	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ALI6	SRP287931	Model organism or animal	missing	not applicable	ALI6	young	ALI	Leif Andersson	NA	Lithuania	Europe	Lithuania:Curonian Lagoon	Hakan Wickstrom	55.5425 N 21.1219 E	tissue sample	1
PRJNA668259	SRR12854804	WGS	302	3617074838	SAMN16492723	1147962476	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321865	Illumina NovaSeq 6000	APM8	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM8	SRP287931	Model organism or animal	missing	not applicable	APM8	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854805	WGS	302	1736836126	SAMN16492709	551788120	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321864	Illumina NovaSeq 6000	APM41	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	APM41	SRP287931	Model organism or animal	missing	not applicable	APM41	young	APM	Leif Andersson	1995	Portugal	Europe	Portugal:Mira river	Hakan Wickstrom	37.721472 N 8.782361 W	tissue sample	1
PRJNA668259	SRR12854806	WGS	302	1386180604	SAMN16492672	440424452	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321863	Illumina NovaSeq 6000	AMAR5	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR5	SRP287931	Model organism or animal	missing	not applicable	AMAR5	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854807	WGS	302	1993280332	SAMN16492669	629511278	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321862	Illumina NovaSeq 6000	AMAR49	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR49	SRP287931	Model organism or animal	missing	not applicable	AMAR49	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854809	WGS	302	3099562504	SAMN16492656	974817154	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321860	Illumina NovaSeq 6000	AMAR37	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR37	SRP287931	Model organism or animal	missing	not applicable	AMAR37	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854810	WGS	302	1943055316	SAMN16492651	614184887	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321859	Illumina NovaSeq 6000	AMAR32	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR32	SRP287931	Model organism or animal	missing	not applicable	AMAR32	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854811	WGS	302	1786928564	SAMN16492639	572572094	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321858	Illumina NovaSeq 6000	AMAR21	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR21	SRP287931	Model organism or animal	missing	not applicable	AMAR21	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854812	WGS	302	2168932592	SAMN16492635	695549885	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321857	Illumina NovaSeq 6000	AMAR18	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR18	SRP287931	Model organism or animal	missing	not applicable	AMAR18	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854813	WGS	302	2143746094	SAMN16492633	684031929	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321856	Illumina NovaSeq 6000	AMAR16	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR16	SRP287931	Model organism or animal	missing	not applicable	AMAR16	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854814	WGS	302	3616837768	SAMN16492607	1165569064	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321855	Illumina NovaSeq 6000	ALI38	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ALI38	SRP287931	Model organism or animal	missing	not applicable	ALI38	young	ALI	Leif Andersson	NA	Lithuania	Europe	Lithuania:Curonian Lagoon	Hakan Wickstrom	55.5425 N 21.1219 E	tissue sample	1
PRJNA668259	SRR12854815	WGS	302	1708122570	SAMN16492629	538855352	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321854	Illumina NovaSeq 6000	AMAR12	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR12	SRP287931	Model organism or animal	missing	not applicable	AMAR12	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854816	WGS	302	1831556312	SAMN16492628	583095861	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321853	Illumina NovaSeq 6000	AMAR11	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR11	SRP287931	Model organism or animal	missing	not applicable	AMAR11	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854817	WGS	302	34003388	SAMN16492627	11606223	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321852	Illumina NovaSeq 6000	AMAR10	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AMAR10	SRP287931	Model organism or animal	missing	not applicable	AMAR10	young	AMAR	Leif Andersson	NA	Morocco	Africa	Morocco:Oued Sebou	Hakan Wickstrom	34.274454 N 6.566088 W	tissue sample	1
PRJNA668259	SRR12854818	WGS	302	3600133544	SAMN16492622	1148400382	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321851	Illumina NovaSeq 6000	ALI5	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ALI5	SRP287931	Model organism or animal	missing	not applicable	ALI5	young	ALI	Leif Andersson	NA	Lithuania	Europe	Lithuania:Curonian Lagoon	Hakan Wickstrom	55.5425 N 21.1219 E	tissue sample	1
PRJNA668259	SRR12854819	WGS	302	3120128100	SAMN16492582	999315879	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321850	Illumina NovaSeq 6000	ALI13	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	ALI13	SRP287931	Model organism or animal	missing	not applicable	ALI13	young	ALI	Leif Andersson	NA	Lithuania	Europe	Lithuania:Curonian Lagoon	Hakan Wickstrom	55.5425 N 21.1219 E	tissue sample	1
PRJNA668259	SRR12854820	WGS	302	2022526012	SAMN16492575	652071067	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321849	Illumina NovaSeq 6000	AI147	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI147	SRP287931	Model organism or animal	missing	not applicable	AI147	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
PRJNA668259	SRR12854821	WGS	302	1612060296	SAMN16492569	517897512	UPPSALA UNIVERSITY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9321848	Illumina NovaSeq 6000	AI141	PAIRED	RANDOM	GENOMIC	Anguilla_anguilla	ILLUMINA	2020-11-27T00:00:00Z	AI141	SRP287931	Model organism or animal	missing	not applicable	AI141	young	AI	Leif Andersson	2002	Ireland	Europe	Ireland:River Erne	Hakan Wickstrom	54.504526 N 8.230453 W	tissue sample	1
