Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	dev_stage	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolate	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	sex	SRA Study	tissue	Biomaterial_provider	lat_lon	Specimen_voucher	collected_by	sub_species
SRR6032966	WGS	300	213409200	PRJNA406821	SAMN07637262	Model organism or animal	123058811	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/23/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182877	USA	North America	"USA: UTM zone 10\, NAD83\, 436085E 4550786N\, Territory #2026\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20011_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97818	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.10758 N 123.76232 W	CAS:ORN:97818	J. Mark Higley	
SRR6032967	WGS	300	307433100	PRJNA406821	SAMN07637264	Model organism or animal	191931847	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182876	USA	North America	"USA: UTM zone 10\, NAD83\, 443278E 4552069N\, Territory #2061\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20017_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97820	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.11967 N 123.67678 W	CAS:ORN:97820	J. Mark Higley	
SRR6032968	WGS	300	341007900	PRJNA406821	SAMN07637264	Model organism or animal	206906958	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182875	USA	North America	"USA: UTM zone 10\, NAD83\, 443278E 4552069N\, Territory #2061\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20017_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97820	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.11967 N 123.67678 W	CAS:ORN:97820	J. Mark Higley	
SRR6032969	WGS	300	378674400	PRJNA406821	SAMN07637263	Model organism or animal	223190688	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182874	USA	North America	"USA: UTM zone 10\, NAD83\, 444164E 4555296N\, Territory #2037\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20014_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97822	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.1488 N 123.66652 W	CAS:ORN:97822	J. Mark Higley	
SRR6032970	WGS	300	307923000	PRJNA406821	SAMN07637264	Model organism or animal	189796741	"UNIVERSITY OF CALIFORNIA, BERKELEY"	10/30/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182873	USA	North America	"USA: UTM zone 10\, NAD83\, 443278E 4552069N\, Territory #2061\, Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	Hoopa20017_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:97820	male	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.11967 N 123.67678 W	CAS:ORN:97820	J. Mark Higley	
SRR6032971	WGS	300	613903200	PRJNA406821	SAMN07637282	Model organism or animal	363157642	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/13/96	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182872	USA	North America	"USA: Elger Bay Road\, Camano Island\, Island County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79141_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79141	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.151558 N 122.472524 W	UWBM:ORN:79141	S. Murphy	
SRR6032972	WGS	300	583242600	PRJNA406821	SAMN07637281	Model organism or animal	345876128	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/21/93	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182871	USA	North America	"USA: Ranger Station Road\, Marblemount\, Skagit County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79049_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79049	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.527619 N 121.4495729 W	UWBM:ORN:79049	C. White	
SRR6032973	WGS	300	635532000	PRJNA406821	SAMN07637282	Model organism or animal	372371875	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/13/96	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182870	USA	North America	"USA: Elger Bay Road\, Camano Island\, Island County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79141_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79141	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.151558 N 122.472524 W	UWBM:ORN:79141	S. Murphy	
SRR6032974	WGS	300	609449400	PRJNA406821	SAMN07637282	Model organism or animal	364891652	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/13/96	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182869	USA	North America	"USA: Elger Bay Road\, Camano Island\, Island County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79141_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79141	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.151558 N 122.472524 W	UWBM:ORN:79141	S. Murphy	
SRR6032975	WGS	300	19244400	PRJNA406821	SAMN07637284	Model organism or animal	11749762	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/4/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182868	USA	North America	"USA: UTM 10T 498262 4745180\, T31S R3W Section 23\, Douglas County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91380_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91380	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	42.85920353 N 123.0212745 W	UWBM:ORN:91380	"Wise\, Stegmeier"	caurina
SRR6032976	WGS	300	19270500	PRJNA406821	SAMN07637284	Model organism or animal	11767851	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/4/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182867	USA	North America	"USA: UTM 10T 498262 4745180\, T31S R3W Section 23\, Douglas County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91380_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91380	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	42.85920353 N 123.0212745 W	UWBM:ORN:91380	"Wise\, Stegmeier"	caurina
SRR6032977	WGS	300	41478600	PRJNA406821	SAMN07637286	Model organism or animal	25456385	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/9/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182866	USA	North America	"USA: UTM 10T 581318 4890110\, White Branch Creek\, 4 mi SE Belknap Springs\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91392_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91392	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.15966825 N 121.9830028 W	UWBM:ORN:91392	A. Smoluk	caurina
SRR6032978	WGS	300	20313300	PRJNA406821	SAMN07637284	Model organism or animal	12477402	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/4/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182865	USA	North America	"USA: UTM 10T 498262 4745180\, T31S R3W Section 23\, Douglas County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91380_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91380	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	42.85920353 N 123.0212745 W	UWBM:ORN:91380	"Wise\, Stegmeier"	caurina
SRR6032979	WGS	300	43259700	PRJNA406821	SAMN07637286	Model organism or animal	26323978	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/9/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182864	USA	North America	"USA: UTM 10T 581318 4890110\, White Branch Creek\, 4 mi SE Belknap Springs\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91392_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91392	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.15966825 N 121.9830028 W	UWBM:ORN:91392	A. Smoluk	caurina
SRR6032980	WGS	300	41002500	PRJNA406821	SAMN07637286	Model organism or animal	24786729	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/9/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182863	USA	North America	"USA: UTM 10T 581318 4890110\, White Branch Creek\, 4 mi SE Belknap Springs\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91392_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91392	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.15966825 N 121.9830028 W	UWBM:ORN:91392	A. Smoluk	caurina
SRR6032981	WGS	300	613566900	PRJNA406821	SAMN07637277	Model organism or animal	369846590	"UNIVERSITY OF CALIFORNIA, BERKELEY"	8/2/97	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182983	USA	North America	"USA: Camano Island\, Island County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM67015_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:67015	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.1914867 N 122.5151585 W	UWBM:ORN:67015	S. Murphy	
SRR6032982	WGS	300	272210100	PRJNA406821	SAMN07637276	Model organism or animal	161906900	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/6/94	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182982	USA	North America	"USA: 1.5 mi N\, 7 mi E Newhalem\, Whatcom County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM65055_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:65055	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.6954446 N 121.0943863 W	UWBM:ORN:65055	R. Racine	
SRR6032983	WGS	300	294814500	PRJNA406821	SAMN07637276	Model organism or animal	176937439	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/6/94	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182981	USA	North America	"USA: 1.5 mi N\, 7 mi E Newhalem\, Whatcom County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM65055_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:65055	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.6954446 N 121.0943863 W	UWBM:ORN:65055	R. Racine	
SRR6032984	WGS	300	297555000	PRJNA406821	SAMN07637276	Model organism or animal	178900521	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/6/94	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182980	USA	North America	"USA: 1.5 mi N\, 7 mi E Newhalem\, Whatcom County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM65055_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:65055	male	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.6954446 N 121.0943863 W	UWBM:ORN:65055	R. Racine	
SRR6032985	WGS	300	176644800	PRJNA406821	SAMN07637274	Model organism or animal	107462037	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/18/95	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182979	USA	North America	"USA: Deadwood\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM53433_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:53433	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.0956754 N 123.7634388 W	UWBM:ORN:53433	Pete Loschl	caurina
SRR6032986	WGS	300	164727900	PRJNA406821	SAMN07637274	Model organism or animal	100743897	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/18/95	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182978	USA	North America	"USA: Deadwood\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM53433_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:53433	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.0956754 N 123.7634388 W	UWBM:ORN:53433	Pete Loschl	caurina
SRR6032987	WGS	300	166011900	PRJNA406821	SAMN07637274	Model organism or animal	101653164	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/18/95	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182977	USA	North America	"USA: Deadwood\, Lane County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM53433_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:53433	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.0956754 N 123.7634388 W	UWBM:ORN:53433	Pete Loschl	caurina
SRR6032988	WGS	300	1419021300	PRJNA406821	SAMN07637273	Model organism or animal	835422910	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/28/11	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182976	USA	North America	"USA: Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	NSO168709365_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99425	male	SRP117279	blood	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.0753551295961 N 123.5924315 W	CAS:ORN:99425	J. Mark Higley	caurina
SRR6032989	WGS	300	1313816100	PRJNA406821	SAMN07637273	Model organism or animal	790462855	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/28/11	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182975	USA	North America	"USA: Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	NSO168709365_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99425	male	SRP117279	blood	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.0753551295961 N 123.5924315 W	CAS:ORN:99425	J. Mark Higley	caurina
SRR6032990	WGS	300	1322214900	PRJNA406821	SAMN07637273	Model organism or animal	786811974	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/28/11	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182974	USA	North America	"USA: Hoopa Valley Indian Reservation\, Humboldt County\, California"	Illumina HiSeq 2500	not applicable	NSO168709365_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99425	male	SRP117279	blood	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	41.0753551295961 N 123.5924315 W	CAS:ORN:99425	J. Mark Higley	caurina
SRR6032991	WGS	300	286713000	PRJNA406821	SAMN07637287	Model organism or animal	174881048	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/12/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182973	USA	North America	"USA: Quentin Creek\, UTM 10T 562274 7903728\, T15S R5E Section 4\, Linn County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91393_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91393	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.2914 N 122.2166 W	UWBM:ORN:91393	"R. Claremont\, A. Smoluk\, S. Ackers"	caurina
SRR6032992	WGS	300	2214619500	PRJNA406821	SAMN07637290	Model organism or animal	1314820439	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/20/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182972	USA	North America	"USA: 38.439951\, -122.606810\, WGS84\, in polo field across from Star of the Valley Catholic Church\, Santa Rosa\, Sonoma County\, California"	Illumina HiSeq 2500	not applicable	ZRH602_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98198	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	38.439951 N 122.606810 W	CAS:ORN:98198	Santa Rosa Bird Rescue Center	
SRR6032993	WGS	300	268948200	PRJNA406821	SAMN07637287	Model organism or animal	165468897	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/12/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182971	USA	North America	"USA: Quentin Creek\, UTM 10T 562274 7903728\, T15S R5E Section 4\, Linn County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91393_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91393	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.2914 N 122.2166 W	UWBM:ORN:91393	"R. Claremont\, A. Smoluk\, S. Ackers"	caurina
SRR6032994	WGS	300	267660000	PRJNA406821	SAMN07637287	Model organism or animal	164522802	"UNIVERSITY OF CALIFORNIA, BERKELEY"	6/12/08	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182970	USA	North America	"USA: Quentin Creek\, UTM 10T 562274 7903728\, T15S R5E Section 4\, Linn County\, Oregon"	Illumina HiSeq 2500	not applicable	UWBM91393_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis caurina	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:91393	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	44.2914 N 122.2166 W	UWBM:ORN:91393	"R. Claremont\, A. Smoluk\, S. Ackers"	caurina
SRR6032995	WGS	300	2739195600	PRJNA406821	SAMN07637291	Model organism or animal	1593571595	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/22/11	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182969	USA	North America	"USA: Toledo\, Lewis County\, Washington"	Illumina HiSeq 2500	Oroville	ZRH604_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99315	male	SRP117279	blood	"Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"		CAS:ORN:99315	"Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington"	
SRR6032996	WGS	300	2730310800	PRJNA406821	SAMN07637291	Model organism or animal	1585243483	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/22/11	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182968	USA	North America	"USA: Toledo\, Lewis County\, Washington"	Illumina HiSeq 2500	Oroville	ZRH604_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99315	male	SRP117279	blood	"Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"		CAS:ORN:99315	"Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington"	
SRR6032997	WGS	300	2201522400	PRJNA406821	SAMN07637290	Model organism or animal	1304487525	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/20/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182967	USA	North America	"USA: 38.439951\, -122.606810\, WGS84\, in polo field across from Star of the Valley Catholic Church\, Santa Rosa\, Sonoma County\, California"	Illumina HiSeq 2500	not applicable	ZRH602_run1_lane2	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98198	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	38.439951 N 122.606810 W	CAS:ORN:98198	Santa Rosa Bird Rescue Center	
SRR6032998	WGS	300	2331389100	PRJNA406821	SAMN07637290	Model organism or animal	1371581270	"UNIVERSITY OF CALIFORNIA, BERKELEY"	11/20/13	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182966	USA	North America	"USA: 38.439951\, -122.606810\, WGS84\, in polo field across from Star of the Valley Catholic Church\, Santa Rosa\, Sonoma County\, California"	Illumina HiSeq 2500	not applicable	ZRH602_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:98198	female	SRP117279	liver	"Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	38.439951 N 122.606810 W	CAS:ORN:98198	Santa Rosa Bird Rescue Center	
SRR6032999	WGS	300	2846583900	PRJNA406821	SAMN07637291	Model organism or animal	1639079298	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/22/11	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182965	USA	North America	"USA: Toledo\, Lewis County\, Washington"	Illumina HiSeq 2500	Oroville	ZRH604_run2_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99315	male	SRP117279	blood	"Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"		CAS:ORN:99315	"Jami Ostby-Marsh\, West Valley Outdoor Learning Center\, Spokane Valley\, Washington"	
SRR6033000	WGS	300	993451200	PRJNA406821	SAMN07637292	Model organism or animal	595674571	"UNIVERSITY OF CALIFORNIA, BERKELEY"	12/24/05	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	adult	SRX3182964	USA	North America	"USA: just west of Philomath\, Benton County\, Oregon"	Illumina HiSeq 2500	Morgan	ZRH607_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix occidentalis x Strix varia	ILLUMINA	2019-03-25T00:00:00Z	CAS:ORN:99320	female	SRP117279	blood	"Mary Estes\, Chintimini Wildlife Center\, Oregon\, United States of America; Department of Ornithology and Mammalogy\, California Academy of Sciences\, San Francisco\, California\, United States of America"	44.540441 N 123.368074 W	CAS:ORN:99320	"Mary Estes\, Chintimini Wildlife Center\, Oregon\, U.S.A."	
SRR6033001	WGS	300	561923400	PRJNA406821	SAMN07637281	Model organism or animal	336094004	"UNIVERSITY OF CALIFORNIA, BERKELEY"	7/21/93	public	"fastq,sra"	"gs,ncbi,s3"	"gs.US,ncbi.public,s3.us-east-1"	missing	SRX3182963	USA	North America	"USA: Ranger Station Road\, Marblemount\, Skagit County\, Washington"	Illumina HiSeq 2500	not applicable	UWBM79049_run1_lane1	PAIRED	Restriction Digest	GENOMIC	Strix varia	ILLUMINA	2019-03-25T00:00:00Z	UWBM:Bird:79049	female	SRP117279	missing	"Ornithology Collection\, University of Washington Burke Museum\, Seattle\, Washington\, United States of America"	48.527619 N 121.4495729 W	UWBM:ORN:79049	C. White	
