Run	Alias	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Description	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	Experiment	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_name	sex	SRA_accession	SRA Study	Title
ERR168819	PIED_16	OTHER	200	849212200	PRJEB2984	SAMEA1570883	537859820	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144702	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_16_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570883	ERS169260	female	ERS169260	ERP001377	PIED_16
ERR168822	PIED_19	OTHER	200	650285400	PRJEB2984	SAMEA1570867	413561502	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144705	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_19_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570867	ERS169263	female	ERS169263	ERP001377	PIED_19
ERR168831	PIED_16	OTHER	200	924741600	PRJEB2984	SAMEA1570883	582424554	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144714	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_16_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570883	ERS169260	female	ERS169260	ERP001377	PIED_16
ERR168837	PIED_20	OTHER	200	807421200	PRJEB2984	SAMEA1570909	507883104	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144720	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_20_ovary-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570909	ERS169264	female	ERS169264	ERP001377	PIED_20
ERR168843	PIED_14	OTHER	200	808966000	PRJEB2984	SAMEA1570905	482733193	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144726	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina HiSeq 2000	PIED_14_brain-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570905	ERS129506	male	ERS129506	ERP001377	PIED_14
ERR168844	PIED_11	OTHER	200	1589188800	PRJEB2984	SAMEA1570878	962220962	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144727	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:20Z	public	Illumina HiSeq 2000	PIED_11_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570878	ERS129503	male	ERS129503	ERP001377	PIED_11
ERR168724	PIED_19	OTHER	200	397366000	PRJEB2984	SAMEA1570867	228065789	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144607	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina Genome Analyzer IIx	PIED_19_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570867	ERS169263	female	ERS169263	ERP001377	PIED_19
ERR168803	COLL_2	OTHER	200	652337000	PRJEB2984	SAMEA1570884	399010603	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144686	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_2_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR168826	PIED_11	OTHER	200	888242000	PRJEB2984	SAMEA1570878	556905414	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144709	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:20Z	public	Illumina HiSeq 2000	PIED_11_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570878	ERS129503	male	ERS129503	ERP001377	PIED_11
ERR117162	COLL_2	OTHER	174	5420084514	PRJEB2984	SAMEA1570884	3013651455	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093476	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-215	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR168768	PIED_11	OTHER	200	977049000	PRJEB2984	SAMEA1570878	611307516	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144651	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:20Z	public	Illumina HiSeq 2000	PIED_11_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570878	ERS129503	male	ERS129503	ERP001377	PIED_11
ERR168830	PIED_15	OTHER	200	717848200	PRJEB2984	SAMEA1570873	452098982	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144713	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina HiSeq 2000	PIED_15_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570873	ERS129507	male	ERS129507	ERP001377	PIED_15
ERR117185	COLL_2	OTHER	218	5651199830	PRJEB2984	SAMEA1570884	3810143625	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093499	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-527	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR168684	COLL_E4	OTHER	202	749566854	PRJEB2984	SAMEA1570889	364966745	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	embryo	2012-11-29	2018-11-16	ERX144567	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_E4_embryo-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570889	ERS169254	male	ERS169254	ERP001377	COLL_E4
ERR168786	COLL_9	OTHER	200	548035200	PRJEB2984	SAMEA1570902	347973839	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144669	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_9_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570902	ERS169250	female	ERS169250	ERP001377	COLL_9
ERR168792	PIED_11	OTHER	200	914888000	PRJEB2984	SAMEA1570878	564986292	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144675	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:20Z	public	Illumina HiSeq 2000	PIED_11_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570878	ERS129503	male	ERS129503	ERP001377	PIED_11
ERR168829	PIED_14	OTHER	200	768519000	PRJEB2984	SAMEA1570905	485882557	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144712	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina HiSeq 2000	PIED_14_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570905	ERS129506	male	ERS129506	ERP001377	PIED_14
ERR117174	COLL_2	OTHER	70	2413848990	PRJEB2984	SAMEA1570884	1976916295	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093488	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-4100	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR168805	COLL_4	OTHER	200	745537200	PRJEB2984	SAMEA1570907	456432920	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144688	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_4_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570907	ERS129496	male	ERS129496	ERP001377	COLL_4
ERR168765	COLL_2	OTHER	200	636000400	PRJEB2984	SAMEA1570884	399951317	UU-EBC	public	fastq,sra	ena,gs,s3,ncbi	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144648	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_2_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117197	COLL_32	OTHER	294	2167990398	PRJEB2984	SAMEA1570868	1555867744	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093511	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_32_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570868	ERS129499	male	ERS129499	ERP001377	COLL_32
ERR168690	COLL_1	OTHER	200	681553000	PRJEB2984	SAMEA1570901	407127301	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144573	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_1_testis-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570901	ERS129493	male	ERS129493	ERP001377	COLL_1
ERR168699	COLL_7	OTHER	200	532531200	PRJEB2984	SAMEA1570900	314991511	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144582	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_7_ovary-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570900	ERS169248	female	ERS169248	ERP001377	COLL_7
ERR168762	COLL_9	OTHER	200	995725800	PRJEB2984	SAMEA1570902	626997965	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144645	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_9_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570902	ERS169250	female	ERS169250	ERP001377	COLL_9
ERR168779	COLL_2	OTHER	200	909037400	PRJEB2984	SAMEA1570884	574907054	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144662	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_2_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117188	COLL_2	OTHER	200	3653564800	PRJEB2984	SAMEA1570884	2363074083	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093502	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-527	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117203	COLL_33	OTHER	294	2068030398	PRJEB2984	SAMEA1570869	1496227450	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093517	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_33_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570869	ERS129500	male	ERS129500	ERP001377	COLL_33
ERR168775	PIED_18	OTHER	200	648675800	PRJEB2984	SAMEA1570887	406707159	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144658	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_18_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570887	ERS169262	female	ERS169262	ERP001377	PIED_18
ERR168781	COLL_4	OTHER	200	1114117000	PRJEB2984	SAMEA1570907	706683344	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144664	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina HiSeq 2000	COLL_4_skin-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570907	ERS129496	male	ERS129496	ERP001377	COLL_4
ERR117192	COLL_31	OTHER	294	1780306416	PRJEB2984	SAMEA1570898	1281773185	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093506	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_31_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570898	ERS129498	male	ERS129498	ERP001377	COLL_31
ERR168714	COLL_9	OTHER	200	341572000	PRJEB2984	SAMEA1570902	201085379	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144597	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_9_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570902	ERS169250	female	ERS169250	ERP001377	COLL_9
ERR168790	COLL_7	OTHER	200	670178400	PRJEB2984	SAMEA1570900	417915552	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144673	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina HiSeq 2000	COLL_7_muscle-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570900	ERS169248	female	ERS169248	ERP001377	COLL_7
ERR168823	PIED_20	OTHER	200	659849800	PRJEB2984	SAMEA1570909	424097696	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144706	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_20_lung-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570909	ERS169264	female	ERS169264	ERP001377	PIED_20
ERR117222	PIED_43	OTHER	300	7957119300	PRJEB2984	SAMEA1570899	5379016209	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093536	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina Genome Analyzer IIx	PIED_43_PE-550	PAIRED	unspecified	GENOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570899	ERS129510	male	ERS129510	ERP001377	PIED_43
ERR117223	PIED_44	OTHER	300	4488791700	PRJEB2984	SAMEA1570879	2945472688	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093537	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-09T09:57:21Z	public	Illumina Genome Analyzer IIx	PIED_44_PE-550	PAIRED	unspecified	GENOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570879	ERS129511	male	ERS129511	ERP001377	PIED_44
ERR117160	COLL_2	OTHER	174	4735960014	PRJEB2984	SAMEA1570884	2623899367	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093474	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-215	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117181	COLL_2	OTHER	70	2766435280	PRJEB2984	SAMEA1570884	2339163348	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093495	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_2_PE-5100	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570884	ERS129494	male	ERS129494	ERP001377	COLL_2
ERR117202	COLL_33	OTHER	294	1965522006	PRJEB2984	SAMEA1570869	1414847277	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093516	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_33_PE-550-2	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570869	ERS129500	male	ERS129500	ERP001377	COLL_33
ERR117210	COLL_34	OTHER	280	6595579760	PRJEB2984	SAMEA1570892	4287051288	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX093524	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_34_PE-550	PAIRED	unspecified	GENOMIC	Ficedula_albicollis	ILLUMINA	2012-11-29T00:00:00Z	SAMEA1570892	ERS129501	male	ERS129501	ERP001377	COLL_34
ERR168687	COLL_E7	OTHER	202	679080570	PRJEB2984	SAMEA1570893	331013839	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	embryo	2012-11-29	2018-11-16	ERX144570	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_E7_embryo-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570893	ERS169257	female	ERS169257	ERP001377	COLL_E7
ERR168693	COLL_4	OTHER	200	575294000	PRJEB2984	SAMEA1570907	345288004	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144576	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_4_testis-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570907	ERS129496	male	ERS129496	ERP001377	COLL_4
ERR168709	COLL_4	OTHER	200	375712600	PRJEB2984	SAMEA1570907	219147052	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144592	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:43Z	2018-03-08T15:45:54Z	public	Illumina Genome Analyzer IIx	COLL_4_brain-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570907	ERS129496	male	ERS129496	ERP001377	COLL_4
ERR168734	COLL_9	OTHER	200	378056600	PRJEB2984	SAMEA1570902	219012907	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144617	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-08T15:56:23Z	public	Illumina Genome Analyzer IIx	COLL_9_liver-150	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_albicollis	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570902	ERS169250	female	ERS169250	ERP001377	COLL_9
ERR168774	PIED_17	OTHER	200	811183400	PRJEB2984	SAMEA1570865	510939347	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144657	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_17_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570865	ERS169261	female	ERS169261	ERP001377	PIED_17
ERR168777	PIED_20	OTHER	200	616819200	PRJEB2984	SAMEA1570909	388264695	UU-EBC	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	adult	2012-11-29	2018-11-16	ERX144660	UU-EBC	Evolutionary Biology Center\, Uppsala University	2012-11-29T17:01:47Z	2018-03-09T10:01:36Z	public	Illumina HiSeq 2000	PIED_20_kidney-200	PAIRED	unspecified	TRANSCRIPTOMIC	Ficedula_hypoleuca	ILLUMINA	2012-11-30T00:00:00Z	SAMEA1570909	ERS169264	female	ERS169264	ERP001377	PIED_20
