BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	dev_stage	AGE	Ecotype	Biomaterial_provider	Collection_date	Isolation_source	Sample_Name	Strain	biotic_relationship	Replicate	flowcell_barcode (run)	geographic_location_(country_and/or_sea	instrument_name (run)	lane (run)	material_type (exp)	project (exp)	project (run)	run_barcode (run)	run_name (run)	work_request (exp)	work_request (run)	analysis_type (exp)	ArrayExpress-Phenotype	gssr_ids (exp)	use_species
PRJNA485198	SRR7662480	WGS	302	13831847942	SAMN09786199	6666181357	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523027	Illumina HiSeq 3000	KZB5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZB5	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662481	WGS	301	19436653315	SAMN09786156	7855357462	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523026	Illumina HiSeq 3000	MFF7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF7	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662482	WGS	300	19421275547	SAMN09786157	8184757574	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523025	Illumina HiSeq 3000	MFF9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF9	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662483	WGS	300	18571395800	SAMN09786154	7775749586	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523024	Illumina HiSeq 3000	MFF5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF5	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662484	WGS	300	27405211301	SAMN09786155	11069766017	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523023	Illumina HiSeq 3000	MFF6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF6	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662485	WGS	302	19310497590	SAMN09786160	8942147460	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523022	Illumina HiSeq 3000	MJF5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJF5	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662486	WGS	302	15904463674	SAMN09786161	7968428535	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523021	Illumina HiSeq 3000	MJF6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJF6	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662487	WGS	302	15803899184	SAMN09786158	7443035297	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523020	Illumina HiSeq 3000	MJF3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJF3	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662488	WGS	302	18894691306	SAMN09786159	9043438075	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523019	Illumina HiSeq 3000	MJF4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJF4	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662489	WGS	302	16398680634	SAMN09786162	7797144363	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523018	Illumina HiSeq 3000	MJF9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJF9	SRP156808	Model organism or animal	female	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662490	WGS	302	16135881744	SAMN09786163	7584508928	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523017	Illumina HiSeq 3000	MJG2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJG2	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662491	WGS	300	17269435886	SAMN09786142	7302501566	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523016	Illumina HiSeq 3000	MFD5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFD5	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662493	WGS	300	18840913868	SAMN09786134	7983920715	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523014	Illumina HiSeq 3000	MFC1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFC1	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662495	WGS	300	17114346636	SAMN09786136	7230861014	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523012	Illumina HiSeq 3000	MFC3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFC3	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662496	WGS	300	18243827760	SAMN09786137	7987294586	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523011	Illumina HiSeq 3000	MFC4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFC4	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662497	WGS	300	18151661973	SAMN09786138	7715194642	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523010	Illumina HiSeq 3000	MFC6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFC6	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662498	WGS	300	18365186137	SAMN09786139	7865343871	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523009	Illumina HiSeq 3000	MFC7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFC7	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662499	WGS	300	16568986839	SAMN09786140	7058331020	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523008	Illumina HiSeq 3000	MFD1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFD1	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662500	WGS	300	17474078375	SAMN09786141	7455591189	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523007	Illumina HiSeq 3000	MFD4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFD4	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662503	WGS	302	12170052776	SAMN09786205	5697293253	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523004	Illumina HiSeq 3000	KZC8	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZC8	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662504	WGS	302	11860173596	SAMN09786204	5485469594	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523003	Illumina HiSeq 3000	KZC7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZC7	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662511	WGS	300	18334957693	SAMN09786151	7774577861	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522996	Illumina HiSeq 3000	MFF1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFF1	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662512	WGS	302	17577016684	SAMN09786129	8271777080	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522995	Illumina HiSeq 3000	MKG2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKG2	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662513	WGS	302	16931320752	SAMN09786128	7996283546	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522994	Illumina HiSeq 3000	MKC9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKC9	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662514	WGS	302	16423244106	SAMN09786131	7741071077	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522993	Illumina HiSeq 3000	MLE3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MLE3	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662515	WGS	302	16340673078	SAMN09786130	7655591972	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522992	Illumina HiSeq 3000	MKG7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKG7	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662517	WGS	302	16129653296	SAMN09786124	7634020939	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522990	Illumina HiSeq 3000	MKC3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKC3	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662518	WGS	302	17360728512	SAMN09786127	8148368402	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522989	Illumina HiSeq 3000	MKC7	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKC7	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662519	WGS	302	17709079170	SAMN09786126	8307345679	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522988	Illumina HiSeq 3000	MKC5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKC5	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662520	WGS	302	17532041032	SAMN09786133	8276070418	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522987	Illumina HiSeq 3000	MLE6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MLE6	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662521	WGS	302	16721235660	SAMN09786132	7823487253	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4522986	Illumina HiSeq 3000	MLE5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MLE5	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 2	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_River_2_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662428	WGS	301	18105748858	SAMN09786083	7670453079	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523079	Illumina HiSeq 3000	LKG3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG3	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Lake_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662440	WGS	302	16123819562	SAMN09786165	7631110227	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523067	Illumina HiSeq 3000	MJG4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MJG4	SRP156808	Model organism or animal	male	fin	adult	missing	Lunzua River	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Lunzua_River_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662492	WGS	300	16578058800	SAMN09786143	7231778480	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523015	Illumina HiSeq 3000	MFD6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFD6	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662467	WGS	300	15011870104	SAMN09786147	6437308146	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523040	Illumina HiSeq 3000	MFE5	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFE5	SRP156808	Model organism or animal	female	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662421	WGS	301	18072652256	SAMN09786099	7601946576	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523086	Illumina HiSeq 3000	LKG9	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG9	SRP156808	Model organism or animal	female	fin	adult	missing	Kalambo River 1	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Kalambo_River_1_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662454	WGS	301	17284105619	SAMN09786084	7328856383	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523053	Illumina HiSeq 3000	LKG4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG4	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Lake_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662468	WGS	300	22567589154	SAMN09786146	10643692532	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523039	Illumina HiSeq 3000	MFE3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-10T00:00:00Z	MFE3	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu River	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_River_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662417	WGS	302	18476085180	SAMN09786183	8542673894	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523090	Illumina HiSeq 3000	KBC3	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KBC3	SRP156808	Model organism or animal	male	fin	adult	missing	Rusizi River	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_River_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662472	WGS	302	12385951368	SAMN09786203	5788749044	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX4523035	Illumina HiSeq 3000	KZC6	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	KZC6	SRP156808	Model organism or animal	female	fin	adult	missing	Rusizi Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-01	NA	NA	NA	NA	Rusizi_Lake_12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662494	WGS	300	17213233906	SAMN09786135	7494159476	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX4523013	Illumina HiSeq 3000	MFC2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MFC2	SRP156808	Model organism or animal	male	fin	adult	missing	Lufubu Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-11	NA	NA	NA	NA	Lufubu_Lake_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662381	WGS	302	17025481634	SAMN09786112	7943459523	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	ncbi.public,gs.US,s3.us-east-1	SRX4523126	Illumina HiSeq 3000	MKA1	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MKA1	SRP156808	Model organism or animal	male	fin	adult	missing	Kalambo Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-08	NA	NA	NA	NA	Kalambo_Lake_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662429	WGS	301	16379364489	SAMN09786082	6977691884	UNIVERSITY OF BASEL	public	sra,fastq	s3,gs,ncbi	ncbi.public,gs.US,s3.us-east-1	SRX4523078	Illumina HiSeq 3000	LKG2	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	LKG2	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Lake	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Lake_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PRJNA485198	SRR7662455	WGS	301	17205932694	SAMN09786087	7204816944	UNIVERSITY OF BASEL	public	fastq,sra	gs,ncbi,s3	gs.US,s3.us-east-1,ncbi.public	SRX4523052	Illumina HiSeq 3000	MNF4	PAIRED	RANDOM	GENOMIC	Haplochromis_burtoni	ILLUMINA	2018-08-09T00:00:00Z	MNF4	SRP156808	Model organism or animal	male	fin	adult	missing	Chitili Creek	Salzburger Lab\, University of Basel\, Switzerland	2015-12	NA	NA	NA	NA	Chitili_Creek_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
