BioProject	Run	Assay Type	AvgSpotLen	Bases	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	BioSampleModel	sex	Tissue	Isolate	dev_stage	AGE	Ecotype	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Strain	Breed	Cultivar	sub_species
PRJNA690558	SRR13394312	WGS	302	7707448908	SAMN17251408	3196735658	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813382	Illumina NovaSeq 6000	OYSM5	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM5	not applicable	not applicable	NA
PRJNA690558	SRR13394313	WGS	302	15219143530	SAMN17251407	6305907009	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813381	Illumina NovaSeq 6000	OYSM4	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM4	not applicable	not applicable	NA
PRJNA690558	SRR13394314	WGS	302	9416391710	SAMN17251406	3993674358	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813380	Illumina NovaSeq 6000	OYSM3	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM3	not applicable	not applicable	NA
PRJNA690558	SRR13394315	WGS	302	5136963526	SAMN17251405	2156759308	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813379	Illumina NovaSeq 6000	OYSM2	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM2	not applicable	not applicable	NA
PRJNA690558	SRR13394316	WGS	302	11187723786	SAMN17251404	4663624835	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813378	Illumina NovaSeq 6000	OYSM1	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OYSM1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSM1	not applicable	not applicable	NA
PRJNA690558	SRR13394317	WGS	302	8690551018	SAMN17251403	3943140333	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813377	Illumina NovaSeq 6000	OYSA2	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OYSA2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSA2	not applicable	not applicable	NA
PRJNA690558	SRR13394318	WGS	302	11313674698	SAMN17251402	5168532098	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813376	Illumina NovaSeq 6000	OYSA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OYSA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OYSA1	not applicable	not applicable	NA
PRJNA690558	SRR13394319	WGS	302	8813050372	SAMN17251401	2755406103	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813375	Illumina NovaSeq 6000	OSPP9	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP9	not applicable	not applicable	NA
PRJNA690558	SRR13394321	WGS	302	8330596614	SAMN17251399	2587979958	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813373	Illumina NovaSeq 6000	OSPP7	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP7	not applicable	not applicable	NA
PRJNA690558	SRR13394322	WGS	302	9694794336	SAMN17251273	3062410060	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813372	Illumina NovaSeq 6000	BAVA9	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA9	not applicable	not applicable	NA
PRJNA690558	SRR13394323	WGS	302	22477399148	SAMN17251398	10003594477	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813371	Illumina NovaSeq 6000	OSPP6	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP6	not applicable	not applicable	NA
PRJNA690558	SRR13394324	WGS	302	10438350046	SAMN17251397	4429762696	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813370	Illumina NovaSeq 6000	OSPP5	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP5	not applicable	not applicable	NA
PRJNA690558	SRR13394326	WGS	302	8281446114	SAMN17251395	2585268890	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813368	Illumina NovaSeq 6000	OSPP11	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP11	not applicable	not applicable	NA
PRJNA690558	SRR13394327	WGS	302	9980779276	SAMN17251394	3085744468	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813367	Illumina NovaSeq 6000	OSPP10	PAIRED	RANDOM	GENOMIC	Cyprinodon_desquamator	ILLUMINA	2021-01-09T00:00:00Z	OSPP10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPP10	not applicable	not applicable	NA
PRJNA690558	SRR13394328	WGS	302	9896554798	SAMN17251393	3056934987	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813366	Illumina NovaSeq 6000	OSPM9	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM9	not applicable	not applicable	NA
PRJNA690558	SRR13394330	WGS	302	11490714044	SAMN17251391	3605904860	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813364	Illumina NovaSeq 6000	OSPM7	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM7	not applicable	not applicable	NA
PRJNA690558	SRR13394334	WGS	301	16980389244	SAMN17251388	7291906626	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813360	Illumina NovaSeq 6000	OSPM4	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM4	not applicable	not applicable	NA
PRJNA690558	SRR13394336	WGS	302	7628003278	SAMN17251386	2369669536	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813358	Illumina NovaSeq 6000	OSPM10	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	OSPM10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPM10	not applicable	not applicable	NA
PRJNA690558	SRR13394337	WGS	302	9895511690	SAMN17251385	3100805456	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813357	Illumina NovaSeq 6000	OSPA9	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA9	not applicable	not applicable	NA
PRJNA690558	SRR13394338	WGS	302	9909685758	SAMN17251384	3067223633	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813356	Illumina NovaSeq 6000	OSPA8	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA8	not applicable	not applicable	NA
PRJNA690558	SRR13394339	WGS	302	12775557038	SAMN17251383	3925777808	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813355	Illumina NovaSeq 6000	OSPA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA7	not applicable	not applicable	NA
PRJNA690558	SRR13394340	WGS	302	12619696650	SAMN17251382	3940780543	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813354	Illumina NovaSeq 6000	OSPA6	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA6	not applicable	not applicable	NA
PRJNA690558	SRR13394341	WGS	302	12066171118	SAMN17251381	5446026915	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813353	Illumina NovaSeq 6000	OSPA5	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA5	not applicable	not applicable	NA
PRJNA690558	SRR13394342	WGS	302	9033236458	SAMN17251380	4013023444	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813352	Illumina NovaSeq 6000	OSPA4	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA4	not applicable	not applicable	NA
PRJNA690558	SRR13394343	WGS	302	7615638492	SAMN17251379	2374660128	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813351	Illumina NovaSeq 6000	OSPA13	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA13	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA13	not applicable	not applicable	NA
PRJNA690558	SRR13394344	WGS	302	16843603342	SAMN17251271	7323988936	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813350	Illumina NovaSeq 6000	BAVA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA7	not applicable	not applicable	NA
PRJNA690558	SRR13394345	WGS	302	9008020364	SAMN17251378	2816301582	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813349	Illumina NovaSeq 6000	OSPA12	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA12	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA12	not applicable	not applicable	NA
PRJNA690558	SRR13394346	WGS	302	8237248112	SAMN17251377	2553555488	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813348	Illumina NovaSeq 6000	OSPA11	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA11	not applicable	not applicable	NA
PRJNA690558	SRR13394347	WGS	302	34665214658	SAMN17251376	16053089940	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813347	Illumina NovaSeq 6000	OSPA10	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	OSPA10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	OSPA10	not applicable	not applicable	NA
PRJNA690558	SRR13394348	WGS	300	12047397600	SAMN17251375	5880154805	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813346	Illumina NovaSeq 6000	NLLA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NLLA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NLLA1	not applicable	not applicable	NA
PRJNA690558	SRR13394349	WGS	302	8309603386	SAMN17251374	2562700399	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813345	Illumina NovaSeq 6000	NCCA9	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA9	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA9	not applicable	not applicable	NA
PRJNA690558	SRR13394350	WGS	302	18463026398	SAMN17251373	5698125648	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813344	Illumina NovaSeq 6000	NCCA8	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA8	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA8	not applicable	not applicable	NA
PRJNA690558	SRR13394351	WGS	302	18907814112	SAMN17251372	5959442926	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813343	Illumina NovaSeq 6000	NCCA7	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA7	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA7	not applicable	not applicable	NA
PRJNA690558	SRR13394352	WGS	302	4708802422	SAMN17251371	1988266526	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813342	Illumina NovaSeq 6000	NCCA6	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA6	not applicable	not applicable	NA
PRJNA690558	SRR13394353	WGS	302	9510385284	SAMN17251370	4183694434	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813341	Illumina NovaSeq 6000	NCCA5	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA5	not applicable	not applicable	NA
PRJNA690558	SRR13394354	WGS	302	11997673894	SAMN17251369	5032249393	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813340	Illumina NovaSeq 6000	NCCA4	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA4	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA4	not applicable	not applicable	NA
PRJNA690558	SRR13394355	WGS	302	5899861430	SAMN17251270	2549608346	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813339	Illumina NovaSeq 6000	BAVA6	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA6	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA6	not applicable	not applicable	NA
PRJNA690558	SRR13394356	WGS	302	16798234184	SAMN17251368	6867870806	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813338	Illumina NovaSeq 6000	NCCA3	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA3	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA3	not applicable	not applicable	NA
PRJNA690558	SRR13394357	WGS	302	5134728424	SAMN17251367	2124594396	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813337	Illumina NovaSeq 6000	NCCA2	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA2	not applicable	not applicable	NA
PRJNA690558	SRR13394358	WGS	302	32884993816	SAMN17251366	14698593818	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813336	Illumina NovaSeq 6000	NCCA15	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-10T00:00:00Z	NCCA15	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA15	not applicable	not applicable	NA
PRJNA690558	SRR13394359	WGS	302	12310381908	SAMN17251365	3875392992	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813335	Illumina NovaSeq 6000	NCCA12	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA12	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA12	not applicable	not applicable	NA
PRJNA690558	SRR13394360	WGS	302	9761446944	SAMN17251364	3136012494	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813334	Illumina NovaSeq 6000	NCCA11	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA11	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA11	not applicable	not applicable	NA
PRJNA690558	SRR13394361	WGS	302	21137089022	SAMN17251363	6650539663	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813333	Illumina NovaSeq 6000	NCCA10	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA10	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA10	not applicable	not applicable	NA
PRJNA690558	SRR13394362	WGS	302	7015482348	SAMN17251362	3015480707	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813332	Illumina NovaSeq 6000	NCCA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NCCA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NCCA1	not applicable	not applicable	NA
PRJNA690558	SRR13394363	WGS	302	5238513140	SAMN17251361	1621124880	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813331	Illumina NovaSeq 6000	NBIA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	NBIA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	NBIA1	not applicable	not applicable	NA
PRJNA690558	SRR13394364	WGS	302	9745640868	SAMN17251360	3009081211	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813330	Illumina NovaSeq 6000	MRKM5	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	MRKM5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	MRKM5	not applicable	not applicable	NA
PRJNA690558	SRR13394365	WGS	302	12461501802	SAMN17251359	5144131472	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813329	Illumina NovaSeq 6000	MRKM4-2	PAIRED	RANDOM	GENOMIC	Cyprinodon_brontotheroides	ILLUMINA	2021-01-09T00:00:00Z	MRKM4-2	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	MRKM4-2	not applicable	not applicable	NA
PRJNA690558	SRR13394366	WGS	302	4070269024	SAMN17251269	1624062596	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813328	Illumina NovaSeq 6000	BAVA5	PAIRED	RANDOM	GENOMIC	Cyprinodon_higuey	ILLUMINA	2021-01-09T00:00:00Z	BAVA5	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	BAVA5	not applicable	not applicable	NA
PRJNA690558	SRR13394367	WGS	302	8382171872	SAMN17251260	3596372787	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813327	Illumina NovaSeq 6000	ARTA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_artifrons	ILLUMINA	2021-01-09T00:00:00Z	ARTA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	ARTA1	not applicable	not applicable	NA
PRJNA690558	SRR13394368	WGS	302	6650146304	SAMN17251259	2984763091	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813326	Illumina NovaSeq 6000	ACKA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	ACKA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	ACKA1	not applicable	not applicable	NA
PRJNA690558	SRR13394205	WGS	302	7332553658	SAMN17251345	3218564272	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813489	Illumina NovaSeq 6000	KILA1	PAIRED	RANDOM	GENOMIC	Cyprinodon_variegatus	ILLUMINA	2021-01-09T00:00:00Z	KILA1	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	NA	NA	NA	KILA1	not applicable	not applicable	NA
PRJNA690558	SRR13394241	WGS	302	7572709796	SAMN17251312	2328328656	UNIVERSITY OF CALIFORNIA BERKELEY	public	fastq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX9813453	Illumina NovaSeq 6000	CYPERE	PAIRED	RANDOM	GENOMIC	Cyprinodon_eremus	ILLUMINA	2021-01-09T00:00:00Z	CYPERE	SRP301081	Model organism or animal	unknown	muscle	not applicable	not collected	not collected	not applicable	USA	North America	USA: Quitobaquito Spring in Arizona	CYPERE	not applicable	not applicable	eremus
