Sample,Total_Reads,Percent_mapped,Num_duplicates,Percent_properly_paired,Fraction_reads_pass_filter,NumReadsPassingFilters,File
SAMN09813074 , 16914264 , 97.63 ,147271.0, 93.47 , 0.9812709067016404 , 16713220,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813077 , 12081290 , 97.61 ,99330.0, 93.15 , 0.9788815964777791 , 11939272,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813055 , 18185442 , 97.49 ,206704.00000000003, 93.05 , 0.9808508793407079 , 17963252,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813078 , 14189502 , 97.7 ,116982.0, 93.36 , 0.9806369503361111 , 14023432,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813054 , 21126720 , 97.72 ,237728.0, 93.52 , 0.9819718125341812 , 20867610,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813051 , 14832233 , 97.46 ,153369.0, 92.98 , 0.9786296730932219 , 14650462,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813067 , 14475431 , 97.33 ,145684.0, 92.89 , 0.977230804719467 , 14301980,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813071 , 13694088 , 97.56 ,118143.0, 92.95 , 0.9812368274485047 , 13516396,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN09813049 , 15268979 , 97.7 ,154987.0, 93.6 , 0.9822927354287659 , 15082714,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322346 , 35545421 , 97.97 ,5528631.0, 95.19 , 0.987523839823415 , 35075168,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322345 , 47257159 , 98.02 ,8047103.0, 95.25 , 0.9886319189777147 , 46634778,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322329 , 58914161 , 98.11 ,9494864.0, 94.42 , 0.9877671569673467 , 58047508,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322328 , 235936739 , 98.67 ,18810872.0, 91.12 , 0.967783402109092 , 231236822,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322327 , 39437290 , 98.06 ,7015377.0, 94.05 , 0.9855649064501797 , 38793932,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322348 , 61100811 , 98.11 ,10071908.0, 95.34 , 0.9886827537311648 , 60326594,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322347 , 30913387 , 98.13 ,4687483.0, 95.57 , 0.9890481993421718 , 30487478,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322344 , 51232279 , 98.04 ,7163700.0, 95.18 , 0.988323104913452 , 50577172,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322343 , 63766203 , 98.38 ,11126032.0, 95.41 , 0.9879175042257397 , 62985374,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322342 , 74033901 , 98.02 ,11600903.0, 95.11 , 0.9879912102985126 , 73205104,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322341 , 66105747 , 98.39 ,9996570.0, 95.39 , 0.9872721167367446 , 65311504,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322339 , 95229160 , 97.93 ,17474120.0, 95.09 , 0.9888641470326625 , 94099800,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322340 , 114287362 , 97.93 ,18699135.0, 95.24 , 0.9895338572165111 , 112918398,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322331 , 69899892 , 98.14 ,11108536.0, 94.56 , 0.9864093326049591 , 68894006,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322332 , 135828826 , 98.26 ,22676349.0, 95.11 , 0.9873174379918075 , 134164126,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322334 , 117465917 , 98.13 ,20790564.0, 94.71 , 0.9859098690797133 , 115910576,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322335 , 198262374 , 98.8 ,22634639.0, 97.03 , 0.8903572181869424 , 195941246,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322336 , 150411689 , 98.65 ,13623268.999999998, 96.1 , 0.9718403463702638 , 148483018,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322337 , 157709810 , 97.82 ,4887785.0, 95.68 , 0.8985592870649007 , 156923454,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322338 , 67746791 , 98.11 ,10322853.0, 95.01 , 0.9858994369419831 , 66973320,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322349 , 78025750 , 98.49 ,14581865.0, 95.95 , 0.9892792244508392 , 77003726,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322333 , 116403457 , 98.6 ,9437339.0, 96.14 , 0.9702809276978195 , 114802378,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN11322330 , 192707716 , 98.83 ,13402187.0, 93.71 , 0.967862248486146 , 189896716,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377791 , 30016181 , 97.7 ,4616733.0, 95.27 , 0.9694897518124038 , 29624900,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377789 , 6143092 , 97.72 ,775042.0, 95.32 , 0.9708430473544722 , 6064008,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377788 , 6527162 , 97.75 ,844772.0, 95.43 , 0.9725613198632217 , 6442678,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377787 , 9530114 , 97.71 ,1248044.0, 95.2 , 0.9677921823519777 , 9406700,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377785 , 13251614 , 97.48 ,1879675.0, 94.69 , 0.9604066046061184 , 13070452,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377782 , 8294780 , 97.75 ,1090349.0, 95.22 , 0.9645191330730348 , 8190492,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377679 , 42044535 , 97.54 ,7500264.0, 94.47 , 0.9597258803186106 , 41472026,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377898 , 28256460 , 96.95 ,4283575.0, 93.97 , 0.9658467034937526 , 27863416,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377889 , 37833856 , 97.16 ,6271106.0, 94.08 , 0.9634886580824177 , 37312478,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377888 , 36148869 , 97.16 ,6182536.0, 94.14 , 0.9639500501446264 , 35653634,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377887 , 46434077 , 97.05 ,8129527.0, 94.04 , 0.9651077561468208 , 45805566,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377886 , 24224303 , 97.11 ,3669542.0, 94.52 , 0.968362511621689 , 23903496,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377807 , 17859398 , 97.33 ,2884225.0, 94.29 , 0.9558186495550625 , 17629058,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377806 , 35759814 , 97.45 ,6084078.0, 94.6 , 0.9666654807756561 , 35268328,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377805 , 6364614 , 97.09 ,849863.0, 94.05 , 0.9628902932239302 , 6280606,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377676 , 7200786 , 97.59 ,946897.0, 94.83 , 0.9614840707378013 , 7107646,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377800 , 31217188 , 97.28 ,4995030.0, 94.17 , 0.9631242479741056 , 30784976,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377798 , 5779205 , 97.19 ,805382.0, 93.97 , 0.9615703749594658 , 5699318,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377797 , 32856525 , 97.08 ,5898386.0, 94.08 , 0.9607472932554815 , 32424466,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377796 , 7206693 , 97.34 ,954108.0, 94.2 , 0.9629340816338147 , 7105350,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377795 , 22950067 , 97.32 ,3526647.0, 94.44 , 0.9609584170465952 , 22651264,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377793 , 8941765 , 97.52 ,1293077.0, 94.4 , 0.9683254709783709 , 8821110,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377794 , 6966839 , 97.66 ,914856.0, 94.55 , 0.9698743938836951 , 6875426,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377792 , 6339786 , 97.54 ,792630.9999999999, 94.55 , 0.9692880729982987 , 6248628,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377790 , 36062962 , 97.79 ,5857121.0, 95.22 , 0.9688830357149659 , 35610548,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17375686 , 6452101 , 97.72 ,817107.0, 95.19 , 0.9655732700618982 , 6370472,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377678 , 35088553 , 97.65 ,5697113.0, 94.72 , 0.9593566969795185 , 34637610,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377651 , 28666275 , 97.57 ,4480419.0, 94.8 , 0.9618773375969197 , 28299624,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377799 , 52601096 , 97.54 ,9667561.0, 94.85 , 0.9666651174039481 , 51912782,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN17377804 , 3229144 , 96.74 ,438463.00000000006, 93.89 , 0.9688903379088979 , 3185756,sumstats/Gasterosteus_aculeatus_GCA_000180675.1_bam_sumstats.txt
SAMN12253894 , 762500078 , 84.36 ,132239050.0, 75.35 , 0.48167639502694826 , 385416298,sumstats/Glaucidium_brasilianum_GCA_003259725.1_bam_sumstats.txt
SAMN03734669 , 476814675 , 73.16 ,54381701.0, 34.18 , 0.9732677059772734 , 447537880,sumstats/Gymnocorymbus_ternetzi_GCF_000372685.2_bam_sumstats.txt
SAMN09786120 , 99856508 , 97.11 ,9180319.0, 85.26 , 0.9193007626222021 , 97162898,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786121 , 92520887 , 97.15 ,8799640.0, 85.44 , 0.912631127513768 , 89990142,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786118 , 102663541 , 97.03 ,9064399.0, 84.72 , 0.9083863129513454 , 99858346,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786119 , 103596253 , 97.08 ,9534646.0, 85.35 , 0.9039020322014284 , 100870094,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786116 , 111456521 , 97.22 ,10579731.0, 85.25 , 0.9143977909599426 , 108376650,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786117 , 104819604 , 97.24 ,10779583.0, 85.38 , 0.9130802975345172 , 101889290,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786114 , 120935485 , 97.29 ,13529811.0, 85.99 , 0.9271730286537317 , 117664258,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786115 , 101781000 , 96.98 ,9357223.0, 85.11 , 0.9139583871630903 , 99006946,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786122 , 117765426 , 97.24 ,8765014.0, 85.0 , 0.9153537071873218 , 114541728,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786123 , 102207093 , 97.17 ,6854409.0, 85.43 , 0.9011204261781566 , 99515182,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786107 , 109863599 , 97.26 ,12289934.0, 85.46 , 0.9630010680161302 , 106869864,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786106 , 111069523 , 97.25 ,10936695.0, 84.93 , 0.9598328123376098 , 107832544,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786105 , 135285971 , 97.18 ,13656369.0, 85.02 , 0.9514141788673071 , 131601748,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786104 , 135085904 , 97.26 ,14331716.0, 85.45 , 0.9602372109782048 , 131405862,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786111 , 128136943 , 97.16 ,11785654.0, 85.03 , 0.903935153631131 , 124668350,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786110 , 83741468 , 97.09 ,6954643.000000001, 84.97 , 0.8981107254171443 , 81508840,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786109 , 107093903 , 97.25 ,11516256.0, 85.26 , 0.962011618442831 , 104146664,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786108 , 110285644 , 97.35 ,12083424.0, 85.77 , 0.9614743319387908 , 107255300,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786113 , 97730110 , 97.07 ,8748783.0, 85.19 , 0.8999791548150635 , 95035574,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786077 , 108947470 , 97.29 ,8043850.000000001, 85.74 , 0.9631613028160467 , 106110088,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786076 , 118083964 , 97.25 ,9552679.0, 85.82 , 0.9648961879333261 , 115048544,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786125 , 105585062 , 97.14 ,8392729.0, 84.94 , 0.9146419853963235 , 102736036,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786075 , 112168895 , 97.3 ,9030934.0, 85.92 , 0.9613634949381404 , 109287954,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786080 , 120105957 , 97.35 ,10024525.0, 86.1 , 0.9624796995466309 , 117072610,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786079 , 110893932 , 97.38 ,9380395.0, 86.33 , 0.9647502869322138 , 108067472,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786078 , 112602398 , 97.31 ,9169022.0, 86.2 , 0.9618456727827991 , 109784538,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786174 , 114988470 , 97.12 ,10537857.0, 85.4 , 0.9204434387149278 , 111957000,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786175 , 107590103 , 97.24 ,9660744.0, 85.69 , 0.9132751968215327 , 104798464,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786176 , 117530159 , 97.18 ,10831097.0, 85.7 , 0.9219987460245762 , 114456550,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786177 , 129942036 , 97.12 ,12587558.0, 85.95 , 0.9030990218567472 , 126692330,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786178 , 113018628 , 97.13 ,10398698.0, 85.49 , 0.9200414941201666 , 110014418,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786179 , 118999918 , 97.13 ,9498206.0, 85.55 , 0.9128214389825704 , 115865632,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786180 , 102638719 , 97.2 ,9384408.0, 85.8 , 0.9113705806682127 , 99968496,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786181 , 125065629 , 97.18 ,10694491.0, 85.57 , 0.9158118858288458 , 121781712,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786102 , 80372650 , 97.03 ,7684976.0, 84.1 , 0.9578423076075141 , 77943504,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786103 , 125512779 , 97.14 ,13737768.0, 85.12 , 0.958391947384532 , 122060762,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786098 , 121945551 , 96.98 ,10742637.0, 84.04 , 0.9567625127922098 , 118391062,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786100 , 70933521 , 97.17 ,6040377.0, 83.39 , 0.9534883120332315 , 68671422,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786101 , 162879945 , 97.14 ,17252056.0, 85.2 , 0.9645463198162824 , 158324576,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786094 , 134785284 , 97.07 ,15874909.0, 84.81 , 0.9704215563628235 , 131067478,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786095 , 118823559 , 97.08 ,13450485.0, 85.36 , 0.9712955150395439 , 115601298,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786096 , 111602804 , 96.87 ,12762498.0, 84.98 , 0.9713770858063061 , 108562634,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786097 , 112859065 , 97.1 ,14619316.000000002, 85.74 , 0.9739858708208213 , 109658568,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786193 , 105473142 , 97.4 ,8443842.0, 86.38 , 0.9254612859562169 , 102851612,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786192 , 113304461 , 97.23 ,8715469.0, 86.65 , 0.919244058911829 , 110691836,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786191 , 139318590 , 97.39 ,13188604.0, 86.37 , 0.9314393537195299 , 135811680,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786190 , 117438975 , 97.37 ,10903159.0, 86.29 , 0.9137173606237059 , 114476430,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786189 , 116212090 , 97.03 ,11384302.0, 85.34 , 0.9205525394076545 , 113331878,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786188 , 105949393 , 97.34 ,10187526.0, 85.94 , 0.931822944934368 , 103160864,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786187 , 150640235 , 97.23 ,13905628.0, 84.9 , 0.9290128706041818 , 146511084,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786186 , 125792570 , 97.57 ,12948131.0, 87.9 , 0.9325890502622711 , 122754382,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786185 , 99937165 , 97.38 ,9520277.0, 86.5 , 0.9362229088118058 , 97379932,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786184 , 133600036 , 96.85 ,12462641.0, 83.85 , 0.935857005066748 , 129073050,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786164 , 97091870 , 97.21 ,8584264.0, 86.09 , 0.8861047931312939 , 94441320,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786167 , 98807978 , 97.19 ,8832990.0, 86.14 , 0.8975321275701151 , 96221436,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786166 , 101916475 , 97.23 ,9944272.0, 85.99 , 0.9053912595231689 , 99186976,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786169 , 94773473 , 97.29 ,7632685.0, 85.94 , 0.8783443460758211 , 92135130,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786168 , 99440151 , 97.2 ,9187275.0, 86.0 , 0.9008724193803774 , 96857536,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786171 , 97983009 , 97.08 ,8321002.0, 84.51 , 0.8882831801018773 , 95161086,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786170 , 80779178 , 97.01 ,6203961.0, 84.28 , 0.8834143220555013 , 78501020,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786173 , 99225500 , 97.13 ,9197212.0, 84.76 , 0.8903064128859497 , 96419442,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786172 , 102757293 , 97.22 ,9511784.0, 84.78 , 0.8979767364291188 , 99815908,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786074 , 112846039 , 97.08 ,9465761.0, 85.86 , 0.968555757478358 , 109879838,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786093 , 126171790 , 97.26 ,13983690.0, 85.42 , 0.9672955014336775 , 122723036,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786092 , 129581331 , 97.05 ,17141890.0, 85.34 , 0.9736043099269616 , 125885240,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786085 , 110160666 , 97.28 ,8581909.0, 85.55 , 0.9641211429153229 , 107268558,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786086 , 117533382 , 97.03 ,13244570.0, 85.19 , 0.9694809414470298 , 114333474,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786089 , 109890722 , 97.06 ,11585551.0, 84.82 , 0.9652537362524798 , 106915166,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786088 , 115100864 , 96.94 ,12514725.0, 84.97 , 0.9687678423290514 , 111958438,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786091 , 130185373 , 97.02 ,13125849.0, 85.16 , 0.9675917716814708 , 126664478,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786090 , 115034745 , 97.03 ,12383638.0, 85.18 , 0.967366434672765 , 111939192,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786153 , 117353309 , 97.34 ,11876458.0, 85.7 , 0.9515474586377777 , 114162306,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786152 , 118360019 , 97.39 ,11522762.0, 86.13 , 0.9556598381713903 , 115303538,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786081 , 114364984 , 97.36 ,8819334.0, 86.3 , 0.9608744930550861 , 111489664,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786150 , 114883057 , 97.35 ,10783817.0, 86.16 , 0.9542220011147502 , 111861594,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786149 , 127262447 , 97.27 ,12739242.0, 85.65 , 0.9539131765211257 , 123822242,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786148 , 111852238 , 97.5 ,10031679.0, 86.47 , 0.9549191176360815 , 108737528,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786145 , 121820142 , 97.11 ,11198002.0, 85.82 , 0.9697974148456896 , 118488440,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786144 , 115745989 , 96.89 ,11004494.0, 85.01 , 0.9714508530896675 , 112484576,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786202 , 80982168 , 97.17 ,6264840.999999999, 85.51 , 0.9260414675243376 , 79052530,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786196 , 129515586 , 97.27 ,11140985.0, 85.81 , 0.922978164480366 , 126432868,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786197 , 121444263 , 97.25 ,10604278.0, 86.97 , 0.950061221953161 , 118552126,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786194 , 133344136 , 97.14 ,10246421.0, 85.48 , 0.9197937287913412 , 130173572,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786195 , 98957679 , 97.54 ,8969562.0, 88.47 , 0.9578107346788837 , 96628372,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786200 , 103803232 , 97.22 ,10488553.0, 85.75 , 0.9357337684456882 , 101282616,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786201 , 90984190 , 97.05 ,8656806.0, 85.64 , 0.9315622792795172 , 88774036,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786198 , 113196981 , 97.26 ,12352727.0, 86.04 , 0.9435389011599709 , 110453434,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786199 , 87212876 , 97.26 ,7362803.000000001, 85.61 , 0.9291265979708093 , 85109522,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786156 , 128320810 , 97.28 ,17955090.0, 85.87 , 0.9673686396953805 , 124861956,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786157 , 127011523 , 97.5 ,12309986.0, 86.48 , 0.9568705655232376 , 123718974,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786154 , 121698509 , 97.35 ,12894480.0, 86.14 , 0.9576811054503748 , 118421584,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786155 , 180663056 , 97.47 ,27635876.999999996, 86.28 , 0.9653929085123865 , 175793380,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
SAMN09786160 , 121842470 , 97.62 ,13859168.0, 87.37 , 0.9228611940703492 , 118019264,sumstats/Haplochromis_burtoni_GCF_000239415.1_bam_sumstats.txt
