Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,BioSampleModel,sex,Tissue,dev_stage,Isolate,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Lat_Lon,Strain,BIOMATERIAL_PROVIDER,Age,SAMPLE_TYPE,Birth_date,birth_location,breeding_history,health_state,Isolation_Source,Ecotype,Collection_Date,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,bird_band_identification,samp_collect_device,sub_species,Specimen_voucher,BREED,actual_read_length (run),bioproject,run (run),total_bases (run),center_name (exp),Cultivar,estimated_size,num_replicons,ploidy,project_name,propagation,Sample_name
SRR17421921,RNA-Seq,300,7934303100,PRJNA705840,SAMN18104312,2508903038,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593627,Illumina HiSeq 2000,Lpot360d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421922,RNA-Seq,300,7527440400,PRJNA705840,SAMN18104312,2418409920,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593626,Illumina HiSeq 2000,Lpot360d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421923,RNA-Seq,300,6349040700,PRJNA705840,SAMN18104312,2015663679,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13593625,Illumina HiSeq 2000,Lpoo360d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421924,RNA-Seq,300,6618271500,PRJNA705840,SAMN18104312,2118432975,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593624,Illumina HiSeq 2000,Lpoo360d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421925,RNA-Seq,300,5887245900,PRJNA705840,SAMN18104312,1871196820,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13593623,Illumina HiSeq 2000,Lpoo360d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421926,RNA-Seq,300,17378557500,PRJNA705840,SAMN18104312,6660274191,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593622,Illumina HiSeq 2000,Lpot340d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421927,RNA-Seq,300,14728335300,PRJNA705840,SAMN18104312,6221181284,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13593621,Illumina HiSeq 2000,Lpot340d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421928,RNA-Seq,300,10264117200,PRJNA705840,SAMN18104312,3168778887,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13593620,Illumina HiSeq 2000,Lpog20d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421929,RNA-Seq,300,16056585000,PRJNA705840,SAMN18104312,6166097946,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13593619,Illumina HiSeq 2000,Lpot340d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421930,RNA-Seq,300,15786741600,PRJNA705840,SAMN18104312,6034255775,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13593618,Illumina HiSeq 2000,Lpoo340d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421931,RNA-Seq,300,16983955500,PRJNA705840,SAMN18104312,6470910126,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13593617,Illumina HiSeq 2000,Lpoo340d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421932,RNA-Seq,300,15794298000,PRJNA705840,SAMN18104312,5950953639,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593616,Illumina HiSeq 2000,Lpoo340d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421933,RNA-Seq,300,9658554600,PRJNA705840,SAMN18104312,3403076462,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593615,Illumina HiSeq 2000,Lpot270d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421934,RNA-Seq,300,7227540300,PRJNA705840,SAMN18104312,2391914913,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593614,Illumina HiSeq 2000,Lpot270d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421935,RNA-Seq,300,7995671700,PRJNA705840,SAMN18104312,2644879026,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593613,Illumina HiSeq 2000,Lpot270d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421936,RNA-Seq,300,7683293400,PRJNA705840,SAMN18104312,2464519371,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13593612,Illumina HiSeq 2000,Lpoo270d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421937,RNA-Seq,300,7474847700,PRJNA705840,SAMN18104312,2564648880,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",SRX13593611,Illumina HiSeq 2000,Lpoo270d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421938,RNA-Seq,300,9413553900,PRJNA705840,SAMN18104312,3269156201,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593610,Illumina HiSeq 2000,Lpoo270d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421939,RNA-Seq,300,11807939700,PRJNA705840,SAMN18104312,3658678698,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13593609,Illumina HiSeq 2000,Lpog20d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421940,RNA-Seq,300,6044539200,PRJNA705840,SAMN18104312,2051945206,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593608,Illumina HiSeq 2000,Lpot240d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421941,RNA-Seq,300,6641694600,PRJNA705840,SAMN18104312,2290693366,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593607,Illumina HiSeq 2000,Lpot240d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421942,RNA-Seq,300,6727623000,PRJNA705840,SAMN18104312,2311795699,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593606,Illumina HiSeq 2000,Lpot240d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421943,RNA-Seq,300,6211008600,PRJNA705840,SAMN18104312,2047416675,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13593605,Illumina HiSeq 2000,Lpoo240d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421944,RNA-Seq,300,6006134100,PRJNA705840,SAMN18104312,1936959892,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13593604,Illumina HiSeq 2000,Lpoo240d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421945,RNA-Seq,300,6579684900,PRJNA705840,SAMN18104312,2134254944,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13593603,Illumina HiSeq 2000,Lpot180d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421946,RNA-Seq,300,6965135700,PRJNA705840,SAMN18104312,2249267106,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13593602,Illumina HiSeq 2000,Lpot180d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421947,RNA-Seq,300,7281167700,PRJNA705840,SAMN18104312,2371435282,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX13593601,Illumina HiSeq 2000,Lpoo180d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421948,RNA-Seq,300,9585264000,PRJNA705840,SAMN18104312,3098530132,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593600,Illumina HiSeq 2000,Lpoo180d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421949,RNA-Seq,300,7704733800,PRJNA705840,SAMN18104312,2479486351,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",SRX13593599,Illumina HiSeq 2000,Lpoo180d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421950,RNA-Seq,300,8330375400,PRJNA705840,SAMN18104312,2510410130,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",SRX13593598,Illumina HiSeq 2000,Lpog10d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421951,RNA-Seq,300,8212440900,PRJNA705840,SAMN18104312,2692125831,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593597,Illumina HiSeq 2000,Lpot130d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421952,RNA-Seq,300,8610903000,PRJNA705840,SAMN18104312,2848232064,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13593596,Illumina HiSeq 2000,Lpot130d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421953,RNA-Seq,300,7323801900,PRJNA705840,SAMN18104312,2400696553,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",SRX13593595,Illumina HiSeq 2000,Lpot130d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421954,RNA-Seq,300,7516578600,PRJNA705840,SAMN18104312,2475289423,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",SRX13593594,Illumina HiSeq 2000,Lpoo130d-3,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421955,RNA-Seq,300,6269822100,PRJNA705840,SAMN18104312,2051579499,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",SRX13593593,Illumina HiSeq 2000,Lpoo130d-2,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
SRR17421956,RNA-Seq,300,9947072400,PRJNA705840,SAMN18104312,3243726855,ZHEJIANG ACADEMY OF AGRICULTURAL SCIENCES,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",SRX13593592,Illumina HiSeq 2000,Lpoo130d-1,PAIRED,cDNA,TRANSCRIPTOMIC,Larimichthys polyactis,ILLUMINA,2022-01-04T00:00:00Z,L. polyactis,SRP326965,Model organism or animal,male,Muscle,Close to sexual maturity,XQP-2016M,China,Asia,China: Zhoushan,29.89 N 122.30 E,,Qing-Ping Xie,8 month old,tissue sample,2015-04,"Zhoushan, China",Artificial breeding F2 generation,health,Xi Xuan island from Zhoushan aquaculture artificial breeding samples,,,,,,,,,,,,,,,,,,,,,,,
