BioSample,refGenome,Organism,,BioSample,refGenome,Run,Organism,BioProject,LibraryName,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891323,,PRJNA298374,ALK09,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891324,,PRJNA298374,ALK10,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891325,,PRJNA298374,ALK11,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891326,,PRJNA298374,ALK12,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891327,,PRJNA298374,ALK13,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891328,,PRJNA298374,ALK14,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891329,,PRJNA298374,ALK15,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891330,,PRJNA298374,ALK16,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891331,,PRJNA298374,ALK17,,,,
SAMN04158632,GCA_900092035.1,Leuciscus_waleckii,,,,SRR2891332,,PRJNA298374,ALK18,,,,
SAMN04296347,GCF_001522545.3,Parus_major,,,,SRR2961328,,PRJNA304164,PMBE-1198-1198-lib2,,,,
SAMN04296347,GCF_001522545.3,Parus_major,,,,SRR2961673,,PRJNA304164,PMBE-1198-1198-lib2,,,,
SAMN04296348,GCF_001522545.3,Parus_major,,,,SRR2961671,,PRJNA304164,PMBE-973-973-lib1,,,,
SAMN04296348,GCF_001522545.3,Parus_major,,,,SRR2961672,,PRJNA304164,PMBE-973-973-lib1,,,,
SAMN04296349,GCF_001522545.3,Parus_major,,,,SRR2961674,,PRJNA304164,PMBE-477-477-lib1,,,,
SAMN04296349,GCF_001522545.3,Parus_major,,,,SRR2961675,,PRJNA304164,PMBE-477-477-lib1,,,,
SAMN04296350,GCF_001522545.3,Parus_major,,,,SRR2961676,,PRJNA304164,PMBE-935-935-lib1,,,,
SAMN04296350,GCF_001522545.3,Parus_major,,,,SRR2961677,,PRJNA304164,PMBE-935-935-lib1,,,,
SAMN04296351,GCF_001522545.3,Parus_major,,,,SRR2961678,,PRJNA304164,PMBE-52-52-lib2,,,,
SAMN04296351,GCF_001522545.3,Parus_major,,,,SRR2961679,,PRJNA304164,PMBE-52-52-lib2,,,,
SAMN04296352,GCF_001522545.3,Parus_major,,,,SRR2961680,,PRJNA304164,PMBE-731-731-lib2,,,,
SAMN04296352,GCF_001522545.3,Parus_major,,,,SRR2961681,,PRJNA304164,PMBE-731-731-lib2,,,,
SAMN04296353,GCF_001522545.3,Parus_major,,,,SRR2961684,,PRJNA304164,PMBE-770-770-lib1,,,,
SAMN04296353,GCF_001522545.3,Parus_major,,,,SRR2961687,,PRJNA304164,PMBE-770-770-lib1,,,,
SAMN04296354,GCF_001522545.3,Parus_major,,,,SRR2961689,,PRJNA304164,PMBE-317-317-lib1,,,,
SAMN04296354,GCF_001522545.3,Parus_major,,,,SRR2961690,,PRJNA304164,PMBE-317-317-lib1,,,,
SAMN04296355,GCF_001522545.3,Parus_major,,,,SRR2961695,,PRJNA304164,PMBE-896-896-lg1-lib1,,,,
SAMN04296355,GCF_001522545.3,Parus_major,,,,SRR2961696,,PRJNA304164,PMBE-896-896-lg1-lib1,,,,
SAMN04296356,GCF_001522545.3,Parus_major,,,,SRR2961697,,PRJNA304164,PMBE-233-233-lib1,,,,
SAMN04296356,GCF_001522545.3,Parus_major,,,,SRR2961698,,PRJNA304164,PMBE-233-233-lib1,,,,
SAMN04296357,GCF_001522545.3,Parus_major,,,,SRR2961699,,PRJNA304164,PMBE-906-906-lib2,,,,
SAMN04296357,GCF_001522545.3,Parus_major,,,,SRR2961700,,PRJNA304164,PMBE-906-906-lib2,,,,
SAMN04296358,GCF_001522545.3,Parus_major,,,,SRR2961701,,PRJNA304164,PMBE-823-823-lib1,,,,
SAMN04296358,GCF_001522545.3,Parus_major,,,,SRR2961704,,PRJNA304164,PMBE-823-823-lib1,,,,
SAMN04296359,GCF_001522545.3,Parus_major,,,,SRR2961712,,PRJNA304164,PMBE-11-11-lib1,,,,
SAMN04296359,GCF_001522545.3,Parus_major,,,,SRR2961713,,PRJNA304164,PMBE-11-11-lib1,,,,
SAMN04296360,GCF_001522545.3,Parus_major,,,,SRR2961716,,PRJNA304164,PMBE-1387-1387-lg1-lib1,,,,
SAMN04296360,GCF_001522545.3,Parus_major,,,,SRR2961717,,PRJNA304164,PMBE-1387-1387-lg1-lib1,,,,
SAMN04296361,GCF_001522545.3,Parus_major,,,,SRR2961718,,PRJNA304164,PMBE-1376-1376-lib1,,,,
SAMN04296361,GCF_001522545.3,Parus_major,,,,SRR2961719,,PRJNA304164,PMBE-1376-1376-lib1,,,,
SAMN04296362,GCF_001522545.3,Parus_major,,,,SRR2961722,,PRJNA304164,PMBE-235-235-lib1,,,,
SAMN04296362,GCF_001522545.3,Parus_major,,,,SRR2961723,,PRJNA304164,PMBE-235-235-lib1,,,,
SAMN04296363,GCF_001522545.3,Parus_major,,,,SRR2961725,,PRJNA304164,PMBE-1280-1280-lib1,,,,
SAMN04296363,GCF_001522545.3,Parus_major,,,,SRR2961727,,PRJNA304164,PMBE-1280-1280-lib1,,,,
SAMN04296364,GCF_001522545.3,Parus_major,,,,SRR2961728,,PRJNA304164,PMBE-1235-1235-lib1,,,,
SAMN04296364,GCF_001522545.3,Parus_major,,,,SRR2961729,,PRJNA304164,PMBE-1235-1235-lib1,,,,
SAMN04296365,GCF_001522545.3,Parus_major,,,,SRR2961731,,PRJNA304164,PMBE-105-105-lib1,,,,
SAMN04296365,GCF_001522545.3,Parus_major,,,,SRR2961733,,PRJNA304164,PMBE-105-105-lib1,,,,
SAMN04296366,GCF_001522545.3,Parus_major,,,,SRR2961746,,PRJNA304164,PMBE-TL38228-TL38228-lib2,,,,
SAMN04296366,GCF_001522545.3,Parus_major,,,,SRR2961748,,PRJNA304164,PMBE-TL38228-TL38228-lib2,,,,
SAMN04296367,GCF_001522545.3,Parus_major,,,,SRR2961750,,PRJNA304164,PMBE-TL38138-TL38138-lib2,,,,
SAMN04296367,GCF_001522545.3,Parus_major,,,,SRR2961752,,PRJNA304164,PMBE-TL38138-TL38138-lib2,,,,
SAMN04296368,GCF_001522545.3,Parus_major,,,,SRR2961753,,PRJNA304164,PMBE-TL38197-TL38197-lib2,,,,
SAMN04296368,GCF_001522545.3,Parus_major,,,,SRR2961754,,PRJNA304164,PMBE-TL38197-TL38197-lib2,,,,
SAMN04296369,GCF_001522545.3,Parus_major,,,,SRR2961756,,PRJNA304164,PMBE-TL38174-TL38174-lib2,,,,
SAMN04296369,GCF_001522545.3,Parus_major,,,,SRR2961758,,PRJNA304164,PMBE-TL38174-TL38174-lib2,,,,
SAMN04296370,GCF_001522545.3,Parus_major,,,,SRR2961759,,PRJNA304164,PMBE-TL38215-TL38215-lib1,,,,
SAMN04296370,GCF_001522545.3,Parus_major,,,,SRR2961760,,PRJNA304164,PMBE-TL38215-TL38215-lib1,,,,
SAMN04296371,GCF_001522545.3,Parus_major,,,,SRR2961762,,PRJNA304164,PMBE-TL38187-TL38187-lib2,,,,
SAMN04296371,GCF_001522545.3,Parus_major,,,,SRR2961763,,PRJNA304164,PMBE-TL38187-TL38187-lib2,,,,
SAMN04296372,GCF_001522545.3,Parus_major,,,,SRR2961765,,PRJNA304164,PMBE-TL39629-TL39629-lib2,,,,
SAMN04296372,GCF_001522545.3,Parus_major,,,,SRR2961767,,PRJNA304164,PMBE-TL39629-TL39629-lib2,,,,
SAMN04296373,GCF_001522545.3,Parus_major,,,,SRR2961769,,PRJNA304164,PMBE-TL39600-TL39600-lib1,,,,
SAMN04296373,GCF_001522545.3,Parus_major,,,,SRR2961771,,PRJNA304164,PMBE-TL39600-TL39600-lib1,,,,
SAMN04296374,GCF_001522545.3,Parus_major,,,,SRR2961773,,PRJNA304164,PMBE-TL39399-TL39399-lib1,,,,
SAMN04296374,GCF_001522545.3,Parus_major,,,,SRR2961774,,PRJNA304164,PMBE-TL39399-TL39399-lib1,,,,
SAMN04296375,GCF_001522545.3,Parus_major,,,,SRR2961775,,PRJNA304164,PMBE-TL39490-TL39490-lib2,,,,
SAMN04296375,GCF_001522545.3,Parus_major,,,,SRR2961776,,PRJNA304164,PMBE-TL39490-TL39490-lib2,,,,
SAMN04296376,GCF_001522545.3,Parus_major,,,,SRR2961736,,PRJNA304164,PMBE-836-836-lib2,,,,
SAMN04296376,GCF_001522545.3,Parus_major,,,,SRR2961737,,PRJNA304164,PMBE-836-836-lib2,,,,
SAMN04419253,GCF_000708225.1,Nipponia_nippon,,,,SRR3105335,,PRJNA308878,SZAIPI003458-11,,,,
SAMN04419253,GCF_000708225.1,Nipponia_nippon,,,,SRR3105337,,PRJNA308878,SZAIPI003458-11,,,,
SAMN04419253,GCF_000708225.1,Nipponia_nippon,,,,SRR3105353,,PRJNA308878,SZAIPI003458-11,,,,
SAMN04419254,GCF_000708225.1,Nipponia_nippon,,,,SRR3105342,,PRJNA308878,SZAIPI003459-3,,,,
SAMN04419254,GCF_000708225.1,Nipponia_nippon,,,,SRR3105348,,PRJNA308878,SZAIPI003459-3,,,,
SAMN04419254,GCF_000708225.1,Nipponia_nippon,,,,SRR3105358,,PRJNA308878,SZAIPI003459-3,,,,
SAMN04419255,GCF_000708225.1,Nipponia_nippon,,,,SRR3105338,,PRJNA308878,SZAIPI003460-4,,,,
SAMN04419255,GCF_000708225.1,Nipponia_nippon,,,,SRR3105346,,PRJNA308878,SZAIPI003460-4,,,,
SAMN04419255,GCF_000708225.1,Nipponia_nippon,,,,SRR3105347,,PRJNA308878,SZAIPI003460-4,,,,
SAMN04419256,GCF_000708225.1,Nipponia_nippon,,,,SRR3105341,,PRJNA308878,SZAIPI003461-8,,,,
SAMN04419256,GCF_000708225.1,Nipponia_nippon,,,,SRR3105349,,PRJNA308878,SZAIPI003461-8,,,,
SAMN04419256,GCF_000708225.1,Nipponia_nippon,,,,SRR3105351,,PRJNA308878,SZAIPI003461-8,,,,
SAMN04419257,GCF_000708225.1,Nipponia_nippon,,,,SRR3105339,,PRJNA308878,SZAIPI003462-12,,,,
SAMN04419257,GCF_000708225.1,Nipponia_nippon,,,,SRR3105345,,PRJNA308878,SZAIPI003462-12,,,,
SAMN04419257,GCF_000708225.1,Nipponia_nippon,,,,SRR3105354,,PRJNA308878,SZAIPI003462-12,,,,
SAMN04419258,GCF_000708225.1,Nipponia_nippon,,,,SRR3105340,,PRJNA308878,SZAIPI003463-6,,,,
SAMN04419258,GCF_000708225.1,Nipponia_nippon,,,,SRR3105352,,PRJNA308878,SZAIPI003463-6,,,,
SAMN04419258,GCF_000708225.1,Nipponia_nippon,,,,SRR3105357,,PRJNA308878,SZAIPI003463-6,,,,
SAMN04419259,GCF_000708225.1,Nipponia_nippon,,,,SRR3105343,,PRJNA308878,SZAIPI003464-7,,,,
SAMN04419259,GCF_000708225.1,Nipponia_nippon,,,,SRR3105350,,PRJNA308878,SZAIPI003464-7,,,,
SAMN04419259,GCF_000708225.1,Nipponia_nippon,,,,SRR3105355,,PRJNA308878,SZAIPI003464-7,,,,
SAMN04419260,GCF_000708225.1,Nipponia_nippon,,,,SRR3105336,,PRJNA308878,SZAIPI003465-5,,,,
SAMN04419260,GCF_000708225.1,Nipponia_nippon,,,,SRR3105344,,PRJNA308878,SZAIPI003465-5,,,,
SAMN04419260,GCF_000708225.1,Nipponia_nippon,,,,SRR3105356,,PRJNA308878,SZAIPI003465-5,,,,
SAMN04432132,GCF_000687185.1,Egretta_garzetta,,,,SRR3110868,,PRJNA309350,SZAIPI003276-3,,,,
SAMN04432133,GCF_000687185.1,Egretta_garzetta,,,,SRR3110869,,PRJNA309350,SZAIPI003275-4,,,,
SAMN04432134,GCF_000687185.1,Egretta_garzetta,,,,SRR3110870,,PRJNA309350,SZAIPI003274-6,,,,
SAMN04432135,GCF_000687185.1,Egretta_garzetta,,,,SRR3110871,,PRJNA309350,SZAIPI003273-7,,,,
SAMN04432136,GCF_000687185.1,Egretta_garzetta,,,,SRR3110872,,PRJNA309350,SZAIPI003272-8,,,,
SAMN04881278,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511952,,PRJNA319295,ww_reseq_01L20_1,,,,
SAMN04881278,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511955,,PRJNA319295,ww_reseq_01L20_4,,,,
SAMN04881278,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511956,,PRJNA319295,ww_reseq_01L20_5,,,,
SAMN04881278,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511954,,PRJNA319295,ww_reseq_01L20_3,,,,
SAMN04881278,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511957,,PRJNA319295,ww_reseq_01L20_6,,,,
SAMN04881278,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511953,,PRJNA319295,ww_reseq_01L20_2,,,,
SAMN04881279,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511946,,PRJNA319295,ww_reseq_01L17_1,,,,
SAMN04881279,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511948,,PRJNA319295,ww_reseq_01L17_3,,,,
SAMN04881279,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511950,,PRJNA319295,ww_reseq_01L17_5,,,,
SAMN04881279,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511947,,PRJNA319295,ww_reseq_01L17_2,,,,
SAMN04881279,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511949,,PRJNA319295,ww_reseq_01L17_4,,,,
SAMN04881279,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511951,,PRJNA319295,ww_reseq_01L17_6,,,,
SAMN04884551,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511958,,PRJNA319295,ww_reseq_01M08_1,,,,
SAMN04884551,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511960,,PRJNA319295,ww_reseq_01M08_3,,,,
SAMN04884551,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511962,,PRJNA319295,ww_reseq_01M08_5,,,,
SAMN04884551,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511963,,PRJNA319295,ww_reseq_01M08_6,,,,
SAMN04884551,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511959,,PRJNA319295,ww_reseq_01M08_2,,,,
SAMN04884551,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511961,,PRJNA319295,ww_reseq_01M08_4,,,,
SAMN04884552,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511938,,PRJNA319295,ww_reseq_01K05_5,,,,
SAMN04884552,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511939,,PRJNA319295,ww_reseq_01K05_6,,,,
SAMN04884552,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511934,,PRJNA319295,ww_reseq_01K05_1,,,,
SAMN04884552,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511935,,PRJNA319295,ww_reseq_01K05_2,,,,
SAMN04884552,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511936,,PRJNA319295,ww_reseq_01K05_3,,,,
SAMN04884552,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511937,,PRJNA319295,ww_reseq_01K05_4,,,,
SAMN04884553,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511940,,PRJNA319295,ww_reseq_01K10_1,,,,
SAMN04884553,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511945,,PRJNA319295,ww_reseq_01K10_6,,,,
SAMN04884553,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511943,,PRJNA319295,ww_reseq_01K10_4,,,,
SAMN04884553,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511944,,PRJNA319295,ww_reseq_01K10_5,,,,
SAMN04884553,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511941,,PRJNA319295,ww_reseq_01K10_2,,,,
SAMN04884553,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511942,,PRJNA319295,ww_reseq_01K10_3,,,,
SAMN04884554,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511966,,PRJNA319295,ww_reseq_01O01_3,,,,
SAMN04884554,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511968,,PRJNA319295,ww_reseq_01O01_5,,,,
SAMN04884554,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511964,,PRJNA319295,ww_reseq_01O01_1,,,,
SAMN04884554,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511965,,PRJNA319295,ww_reseq_01O01_2,,,,
SAMN04884554,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511967,,PRJNA319295,ww_reseq_01O01_4,,,,
SAMN04884554,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511969,,PRJNA319295,ww_reseq_01O01_6,,,,
SAMN04884555,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511970,,PRJNA319295,ww_reseq_01O04_1,,,,
SAMN04884555,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511972,,PRJNA319295,ww_reseq_01O04_3,,,,
SAMN04884555,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511974,,PRJNA319295,ww_reseq_01O04_5,,,,
SAMN04884555,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511975,,PRJNA319295,ww_reseq_01O04_6,,,,
SAMN04884555,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511971,,PRJNA319295,ww_reseq_01O04_2,,,,
SAMN04884555,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511973,,PRJNA319295,ww_reseq_01O04_4,,,,
SAMN04884556,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511977,,PRJNA319295,ww_reseq_01O06_2,,,,
SAMN04884556,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511978,,PRJNA319295,ww_reseq_01O06_3,,,,
SAMN04884556,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511979,,PRJNA319295,ww_reseq_01O06_4,,,,
SAMN04884556,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511981,,PRJNA319295,ww_reseq_01O06_6,,,,
SAMN04884556,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511976,,PRJNA319295,ww_reseq_01O06_1,,,,
SAMN04884556,GCA_002305835.1,Phylloscopus_trochilus_acredula,,,,SRR3511980,,PRJNA319295,ww_reseq_01O06_5,,,,
SAMN04884558,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511910,,PRJNA319295,ww_reseq_00G03_1,,,,
SAMN04884558,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511913,,PRJNA319295,ww_reseq_00G03_4,,,,
SAMN04884558,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511915,,PRJNA319295,ww_reseq_00G03_6,,,,
SAMN04884558,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511911,,PRJNA319295,ww_reseq_00G03_2,,,,
SAMN04884558,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511912,,PRJNA319295,ww_reseq_00G03_3,,,,
SAMN04884558,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511914,,PRJNA319295,ww_reseq_00G03_5,,,,
SAMN04884559,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511921,,PRJNA319295,ww_reseq_00G04_6,,,,
SAMN04884559,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511916,,PRJNA319295,ww_reseq_00G04_1,,,,
SAMN04884559,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511917,,PRJNA319295,ww_reseq_00G04_2,,,,
SAMN04884559,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511918,,PRJNA319295,ww_reseq_00G04_3,,,,
SAMN04884559,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511919,,PRJNA319295,ww_reseq_00G04_4,,,,
SAMN04884559,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511920,,PRJNA319295,ww_reseq_00G04_5,,,,
SAMN04884560,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511923,,PRJNA319295,ww_reseq_00G10_2,,,,
SAMN04884560,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511927,,PRJNA319295,ww_reseq_00G10_6,,,,
SAMN04884560,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511922,,PRJNA319295,ww_reseq_00G10_1,,,,
SAMN04884560,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511925,,PRJNA319295,ww_reseq_00G10_4,,,,
SAMN04884560,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511926,,PRJNA319295,ww_reseq_00G10_5,,,,
SAMN04884560,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511924,,PRJNA319295,ww_reseq_00G10_3,,,,
SAMN04884561,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511994,,PRJNA319295,ww_reseq_96A01_1,,,,
SAMN04884561,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511996,,PRJNA319295,ww_reseq_96A01_3,,,,
SAMN04884561,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511997,,PRJNA319295,ww_reseq_96A01_4,,,,
SAMN04884561,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511998,,PRJNA319295,ww_reseq_96A01_5,,,,
SAMN04884561,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511999,,PRJNA319295,ww_reseq_96A01_6,,,,
SAMN04884561,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511995,,PRJNA319295,ww_reseq_96A01_2,,,,
SAMN04884562,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512004,,PRJNA319295,ww_reseq_96B07_5,,,,
SAMN04884562,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512005,,PRJNA319295,ww_reseq_96B07_6,,,,
SAMN04884562,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512000,,PRJNA319295,ww_reseq_96B07_1,,,,
SAMN04884562,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512001,,PRJNA319295,ww_reseq_96B07_2,,,,
SAMN04884562,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512002,,PRJNA319295,ww_reseq_96B07_3,,,,
SAMN04884562,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512003,,PRJNA319295,ww_reseq_96B07_4,,,,
SAMN04884563,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512006,,PRJNA319295,ww_reseq_97A12_1,,,,
SAMN04884563,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512007,,PRJNA319295,ww_reseq_97A12_2,,,,
SAMN04884563,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512008,,PRJNA319295,ww_reseq_97A12_3,,,,
SAMN04884563,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512010,,PRJNA319295,ww_reseq_97A12_5,,,,
SAMN04884563,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512009,,PRJNA319295,ww_reseq_97A12_4,,,,
SAMN04884563,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3512011,,PRJNA319295,ww_reseq_97A12_6,,,,
SAMN04884643,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511930,,PRJNA319295,ww_reseq_00J01_3,,,,
SAMN04884643,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511928,,PRJNA319295,ww_reseq_00J01_1,,,,
SAMN04884643,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511932,,PRJNA319295,ww_reseq_00J01_5,,,,
SAMN04884643,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511933,,PRJNA319295,ww_reseq_00J01_6,,,,
SAMN04884643,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511929,,PRJNA319295,ww_reseq_00J01_2,,,,
SAMN04884643,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511931,,PRJNA319295,ww_reseq_00J01_4,,,,
SAMN04884644,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511982,,PRJNA319295,ww_reseq_01P02_1,,,,
SAMN04884644,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511984,,PRJNA319295,ww_reseq_01P02_3,,,,
SAMN04884644,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511986,,PRJNA319295,ww_reseq_01P02_5,,,,
SAMN04884644,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511987,,PRJNA319295,ww_reseq_01P02_6,,,,
SAMN04884644,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511983,,PRJNA319295,ww_reseq_01P02_2,,,,
SAMN04884644,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511985,,PRJNA319295,ww_reseq_01P02_4,,,,
SAMN04884645,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511989,,PRJNA319295,ww_reseq_03K06_2,,,,
SAMN04884645,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511991,,PRJNA319295,ww_reseq_03K06_4,,,,
SAMN04884645,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511993,,PRJNA319295,ww_reseq_03K06_6,,,,
SAMN04884645,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511988,,PRJNA319295,ww_reseq_03K06_1,,,,
SAMN04884645,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511990,,PRJNA319295,ww_reseq_03K06_3,,,,
SAMN04884645,GCA_016584745.1,Phylloscopus_trochilus_trochilus,,,,SRR3511992,,PRJNA319295,ww_reseq_03K06_5,,,,
SAMN05589081,GCF_900700415.1,Clupea_harengus,,,,SRR5410413,,PRJNA338612,BF1.lib,,,,
SAMN05589082,GCF_900700415.1,Clupea_harengus,,,,SRR5410412,,PRJNA338612,BF2.lib,,,,
SAMN05589083,GCF_900700415.1,Clupea_harengus,,,,SRR5410411,,PRJNA338612,BF3.lib,,,,
SAMN05589084,GCF_900700415.1,Clupea_harengus,,,,SRR5410410,,PRJNA338612,BAH1.lib,,,,
SAMN05589085,GCF_900700415.1,Clupea_harengus,,,,SRR5410409,,PRJNA338612,BAH2.lib,,,,
SAMN05589086,GCF_900700415.1,Clupea_harengus,,,,SRR5410408,,PRJNA338612,BAH3.lib,,,,
SAMN05589087,GCF_900700415.1,Clupea_harengus,,,,SRR5410407,,PRJNA338612,NS1.lib,,,,
SAMN05589088,GCF_900700415.1,Clupea_harengus,,,,SRR5410406,,PRJNA338612,NS2.lib,,,,
SAMN05589089,GCF_900700415.1,Clupea_harengus,,,,SRR5410405,,PRJNA338612,NS3.lib,,,,
